CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,UN,JACHAJAKISASOLFESORC,P.P.,AORA,NGP,PATRIA-ORURO,LIBRE,FRI,APB-SUMATE,A-UPP,PDC
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000731,3,8,5,5,25,5,7,13,21,18,1,2,8,2
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000741,4,2,14,7,32,3,4,14,7,32,1,7,6,5
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000751,5,8,12,11,28,1,6,10,10,19,4,5,8,1
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000761,6,7,11,6,34,2,13,15,14,22,2,6,5,3
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000771,7,3,12,11,24,1,12,15,18,20,1,5,6,2
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000781,8,3,11,6,34,4,3,13,5,31,3,2,11,4
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000791,9,7,16,6,24,4,12,8,14,22,5,5,6,5
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000801,10,0,8,5,42,3,6,15,16,26,4,3,7,3
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000811,11,5,13,3,39,3,2,13,15,35,3,11,8,2
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000821,12,0,10,4,20,4,3,7,9,9,2,7,5,1
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003141,1,1,15,4,37,1,3,13,8,17,2,0,7,6
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003151,2,8,19,10,46,4,1,10,8,23,4,2,5,3
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003161,3,7,14,7,22,5,6,19,20,20,1,1,7,3
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003171,4,2,14,6,34,1,6,9,20,19,2,4,10,12
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003181,5,4,10,7,36,1,6,16,11,27,3,2,1,1
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003191,6,3,13,7,32,0,3,16,11,21,1,1,12,1
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003201,7,11,13,6,30,1,9,9,13,13,0,5,7,6
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003211,8,10,23,9,31,4,4,7,14,23,2,0,5,1
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003221,9,4,12,4,44,2,4,9,9,28,3,4,6,3
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003231,10,4,13,8,20,2,9,10,14,25,3,5,14,9
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003241,11,1,3,9,30,3,0,6,15,29,1,5,3,1
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003331,1,3,14,7,46,1,9,15,12,11,1,5,11,2
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003341,2,5,12,5,39,1,4,18,9,20,2,2,11,5
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003351,3,6,9,5,39,1,7,12,9,12,1,1,16,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003361,4,5,22,12,34,3,5,11,18,12,3,1,3,2
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003371,5,2,10,8,35,2,4,9,10,19,3,5,10,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003381,6,4,13,2,44,2,12,13,8,12,1,0,1,5
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003391,7,1,7,5,44,0,9,10,9,11,0,0,16,6
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003401,8,8,21,7,21,2,11,7,17,14,2,5,7,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003411,9,3,13,7,46,2,9,15,6,16,2,0,10,4
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003421,10,4,14,10,32,2,6,7,9,18,2,2,14,5
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003431,11,0,3,1,15,0,5,2,0,3,0,0,4,0
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005491,1,6,17,5,24,6,6,11,23,24,4,3,8,3
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005501,2,0,10,6,25,7,2,13,19,26,2,6,7,6
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005511,3,3,17,11,24,4,8,14,19,22,4,3,1,5
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005521,4,3,12,10,33,6,4,18,20,21,6,2,7,5
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005531,5,0,15,5,31,1,5,13,12,26,3,1,8,5
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005541,6,1,9,10,45,4,6,8,22,22,0,4,5,4
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005551,7,4,4,5,30,7,1,9,30,36,0,4,13,5
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005561,8,3,15,6,29,0,5,9,19,21,3,2,2,3
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005571,1,3,9,7,33,1,3,10,11,19,0,3,9,6
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005581,2,6,13,7,39,4,4,11,18,18,1,5,3,3
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005591,3,5,13,9,27,2,5,9,24,24,2,4,13,8
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005601,4,6,15,10,36,3,4,9,26,23,2,1,3,1
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005611,5,6,11,15,27,2,5,10,22,28,2,4,6,5
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005621,6,7,6,14,36,0,6,16,15,28,3,3,4,6
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005631,7,5,13,8,34,1,7,16,24,21,3,4,9,3
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005641,8,4,13,4,32,2,7,10,29,23,1,7,10,5
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005651,9,1,11,11,36,2,4,11,19,27,2,4,8,2
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005661,10,4,15,12,29,2,4,12,18,23,0,4,10,0
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005671,11,2,9,10,36,6,4,8,17,34,1,2,6,6
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005681,12,3,14,11,32,0,10,9,20,32,2,1,5,5
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005691,13,2,12,15,27,5,5,13,16,20,0,4,5,10
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005701,14,1,7,2,17,0,1,3,10,12,1,1,3,1
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003601,1,5,12,7,32,2,9,7,10,25,3,5,5,4
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003611,2,8,15,4,24,0,2,13,12,20,0,4,11,5
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003621,3,3,15,7,30,3,6,11,10,16,1,5,7,12
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003631,4,4,15,9,33,1,8,15,13,21,1,2,11,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003641,5,4,7,4,36,2,9,14,15,16,0,0,11,4
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003651,6,5,9,5,25,3,8,9,17,22,2,1,7,7
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003661,7,2,8,8,22,3,5,21,17,17,3,2,11,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003671,8,5,9,4,31,2,8,19,19,19,2,7,10,7
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003681,9,2,12,3,30,3,6,12,18,27,3,6,7,5
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003691,10,3,7,8,36,3,4,15,6,19,1,1,11,1
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003701,11,1,4,8,21,3,5,8,12,16,2,1,4,2
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001231,1,6,20,7,44,5,2,11,14,22,4,5,4,11
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001241,2,10,13,5,38,1,4,9,10,28,3,3,8,2
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001251,3,5,16,3,29,2,8,12,15,20,3,4,5,2
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001261,4,2,14,6,32,2,6,10,8,28,4,1,12,13
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001271,5,5,12,10,25,5,6,13,15,19,2,4,5,5
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001281,6,5,16,5,31,5,5,10,17,26,2,5,7,9
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001291,7,3,12,6,34,5,1,10,17,28,6,1,5,5
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001301,8,1,7,7,33,0,5,20,18,27,2,6,7,3
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001311,9,3,8,2,36,3,6,9,14,36,4,5,3,8
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001321,10,2,17,2,26,4,5,17,11,27,1,4,5,2
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001331,11,5,15,6,36,0,10,12,15,37,3,6,10,6
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000831,1,7,14,8,31,2,4,9,19,30,1,6,11,4
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000841,2,5,8,11,33,2,6,9,17,29,2,3,9,4
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000851,3,1,5,6,27,1,6,12,9,24,2,2,9,7
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000861,4,4,13,8,24,5,4,9,21,36,1,4,6,5
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000871,5,0,1,3,10,0,0,2,9,8,0,1,3,0
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007221,1,3,17,11,33,4,3,13,12,21,1,0,1,9
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007231,2,11,4,9,36,3,11,17,14,23,0,4,2,8
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007241,3,5,11,10,28,8,6,12,17,26,1,1,8,4
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007251,4,3,9,10,33,4,12,21,16,28,3,2,6,1
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007261,5,4,11,10,34,3,5,12,12,16,4,4,8,8
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007271,6,3,9,4,32,2,7,12,14,26,4,2,12,7
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007281,7,5,5,2,43,4,6,9,9,20,3,2,9,5
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007291,8,5,6,7,39,3,3,9,14,17,5,7,7,3
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007301,9,3,9,8,30,1,8,10,15,24,2,6,10,4
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007311,10,1,8,14,32,4,8,10,13,25,2,4,2,4
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007321,11,1,9,16,27,2,8,8,14,25,3,4,4,4
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007331,12,6,9,4,25,4,7,8,8,21,3,9,6,6
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007341,13,3,2,2,9,1,0,1,6,4,0,1,1,1
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007351,1,8,16,9,43,4,8,12,18,31,2,3,5,4
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007361,2,6,10,8,33,2,7,25,10,24,1,0,7,6
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007371,3,3,3,1,6,1,1,4,8,11,0,0,3,3
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007381,1,4,8,11,30,1,6,13,17,29,1,2,7,4
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007391,2,14,7,3,19,14,7,13,13,22,3,2,6,0
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007401,3,7,8,12,28,11,3,8,15,26,2,2,8,4
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007411,4,10,10,7,31,3,7,8,26,15,2,2,8,6
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007421,5,3,7,4,36,4,8,11,23,23,5,4,7,4
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007431,6,7,9,6,36,4,5,10,26,23,2,2,6,5
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007441,7,8,7,10,35,5,9,4,11,21,3,4,3,3
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007451,8,13,12,4,29,3,7,7,10,26,1,3,4,7
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007461,9,8,14,13,30,1,8,10,16,13,1,3,5,4
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007471,10,10,11,11,22,2,7,11,17,19,2,4,8,5
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007481,11,4,9,13,36,6,4,11,18,16,4,2,6,13
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007491,12,7,11,7,27,0,5,11,11,29,4,3,5,3
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007501,13,8,11,11,25,10,6,17,10,15,1,2,6,8
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007511,14,4,8,5,18,1,8,10,20,11,2,7,3,0
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000011,1,6,8,11,43,2,5,13,16,27,2,2,5,4
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000021,2,5,14,7,23,5,2,8,23,33,1,1,10,2
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000031,3,7,5,7,36,1,6,14,18,33,2,1,7,9
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000041,4,10,9,7,32,4,3,14,17,24,3,8,5,4
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000051,5,4,13,11,35,2,4,7,18,27,5,3,4,4
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000061,6,4,14,6,33,4,5,8,10,27,2,2,2,2
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000071,7,8,7,10,26,2,12,10,15,28,2,0,5,6
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000081,8,4,12,10,30,3,8,10,13,33,1,3,5,6
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000091,9,2,9,4,26,1,4,20,17,29,2,4,9,1
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000101,10,10,12,7,25,3,6,10,9,21,1,4,4,5
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000111,1,2,16,10,29,3,8,11,18,28,2,5,1,7
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000121,2,3,9,18,27,7,1,10,17,23,1,6,4,2
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000131,3,4,11,9,24,4,4,13,28,40,1,4,5,0
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000141,4,1,6,5,28,2,7,14,16,31,1,1,7,7
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000151,5,1,5,11,36,2,3,6,28,33,2,0,6,2
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000161,6,1,11,11,36,4,3,6,15,25,1,6,8,10
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000171,7,0,10,5,27,0,3,4,19,34,0,3,9,10
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000181,1,5,8,11,27,2,6,8,27,26,1,2,6,10
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000191,2,2,9,8,30,4,4,13,21,30,2,1,12,4
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000201,3,3,8,10,37,2,5,11,13,23,6,3,2,14
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000211,4,10,12,8,33,2,2,14,13,33,3,2,6,5
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000221,5,6,12,8,28,4,1,5,17,34,1,5,7,10
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000231,6,2,12,8,26,2,2,10,20,31,1,4,12,5
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000241,7,5,4,8,26,4,9,8,21,31,2,5,8,9
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000251,8,8,7,6,40,1,0,7,16,44,0,6,3,7
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000261,9,0,9,18,22,4,6,7,21,26,2,10,4,3
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000271,10,0,10,12,22,4,5,9,11,31,3,3,5,5
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000281,11,3,9,5,31,5,4,9,9,30,5,8,6,3
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000291,12,0,4,2,5,1,0,4,4,8,0,0,0,2
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000301,1,2,13,9,34,6,7,11,15,34,9,3,4,2
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000311,2,6,11,4,32,4,4,7,11,31,3,4,2,5
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000321,3,4,6,8,26,4,3,10,27,38,3,4,7,2
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000331,4,2,7,4,38,6,1,10,15,42,1,7,5,6
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000341,5,1,12,9,35,0,3,8,17,36,2,2,2,7
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000351,6,3,10,5,20,6,4,15,21,32,2,4,12,4
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000361,7,2,11,5,43,4,3,8,21,23,1,7,7,10
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000371,8,9,10,3,29,6,6,9,18,27,4,4,8,7
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000381,9,3,17,16,32,2,2,5,17,36,3,3,4,4
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000391,10,1,8,11,25,4,2,7,21,41,0,6,2,1
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000401,11,0,1,0,7,1,0,6,5,3,0,0,1,3
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000411,1,8,20,15,28,4,5,12,10,30,2,6,6,4
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000421,2,4,11,8,30,2,8,15,20,24,2,2,8,8
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000431,3,1,11,10,23,1,6,7,18,53,5,4,1,5
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000441,4,3,11,7,37,6,10,6,13,25,1,1,5,3
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000451,5,1,5,10,32,3,4,12,19,34,8,8,7,4
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000461,6,4,12,6,31,2,7,8,20,35,1,1,4,8
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000471,7,3,6,12,25,3,5,13,15,37,2,4,10,4
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000481,8,1,2,0,5,0,4,2,7,8,0,3,0,1
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001421,1,4,5,8,34,7,3,7,11,22,1,5,6,2
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001431,2,6,5,16,33,2,4,7,23,20,5,3,12,0
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001441,3,1,19,3,35,1,5,9,8,22,0,7,4,5
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001451,4,3,7,12,33,4,8,10,11,23,4,5,5,5
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001461,5,0,17,0,26,7,8,13,15,21,2,3,5,11
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001471,6,6,6,8,26,5,4,7,18,27,1,1,3,6
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001481,7,5,11,6,26,3,10,9,26,27,2,2,2,3
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001491,8,8,19,5,34,2,6,8,11,31,2,4,4,11
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001501,9,6,11,5,34,4,9,12,16,21,3,4,3,5
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001511,10,2,6,5,34,1,4,9,10,33,2,8,12,7
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001521,11,7,5,2,32,3,5,7,13,28,0,1,4,4
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001531,1,2,12,11,35,1,7,6,24,38,1,2,3,0
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001541,2,2,9,11,28,3,6,19,13,31,0,4,0,6
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001551,3,3,8,6,29,1,7,12,20,29,3,4,4,14
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001561,4,1,6,11,42,1,7,6,20,24,1,1,11,3
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001571,5,4,10,4,36,4,4,10,14,38,1,6,5,6
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001581,6,6,8,14,28,2,7,11,16,29,1,4,13,4
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001591,7,1,8,11,35,2,4,6,19,38,4,2,2,5
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001601,8,1,6,3,16,1,1,3,10,20,1,1,0,2
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001611,1,2,14,11,31,3,2,15,15,23,1,3,9,3
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001621,2,3,10,6,37,5,5,10,10,24,2,6,5,3
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001631,3,2,10,9,23,1,4,12,14,31,2,2,9,7
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001641,4,5,10,10,30,8,3,16,10,30,2,6,12,2
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001651,5,6,12,5,22,1,3,8,11,27,3,2,10,4
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000881,1,5,7,8,35,1,4,16,20,31,0,5,7,5
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000891,2,8,8,10,36,4,3,16,9,23,2,5,9,1
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000901,3,4,13,9,31,4,7,11,15,38,1,8,3,2
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000911,4,2,9,9,36,7,3,3,14,31,4,2,4,4
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000921,5,1,3,4,22,2,1,4,7,1,0,1,0,0
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000931,1,3,7,4,35,2,4,12,28,33,2,5,9,4
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000941,2,2,7,7,35,2,1,12,13,34,0,1,15,5
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000951,3,1,6,10,26,0,5,10,16,28,2,2,7,4
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000961,4,0,1,12,25,2,4,10,16,18,5,2,9,8
