CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UPP,MDA,LIBRE-PANDO,FRI,MTS,NGP,MNR,FSUTCP
1,Nicolás Suárez,3,Bolpebra,4447,Comunidad Campesina Turística Ecológica  Arca de Noé,26367,U.E. Arca de Noé,9002071,1,,38,14,0,3,0,0,0
1,Nicolás Suárez,4,Bella Flor,1125,Villa el Carmen,23,U.E. Buena Vista,9002161,1,,21,29,0,18,1,0,0
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002181,1,,31,14,5,28,0,0,0
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002191,2,,22,7,5,28,2,0,0
1,Nicolás Suárez,4,Bella Flor,1127,San Antonio Km 60,24,U.E.  Km. 60 de San Antonio,9002171,1,,10,54,2,16,1,0,0
1,Nicolás Suárez,4,Bella Flor,1129,Mapajo (Samahuma),26,U.E. Mapajo,9002201,1,,17,8,1,1,1,0,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002081,1,,15,54,7,12,1,0,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002091,2,,11,59,14,25,7,0,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002101,3,,8,16,2,16,1,0,0
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002111,1,,35,25,0,6,3,0,0
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002121,2,,26,24,4,4,0,0,0
1,Nicolás Suárez,4,Bella Flor,3527,Florida (TCO),1,U.E. De Florida,9002131,1,,1,2,0,2,0,0,0
1,Nicolás Suárez,4,Bella Flor,3874,San Pedro,1,U.E. Simon Bolívar,9002141,1,,25,25,2,22,1,0,0
1,Nicolás Suárez,4,Bella Flor,3890,Santa Lourdes,1,U.E. Santa Lourdes,9002151,1,,25,26,3,17,2,0,0
1,Nicolás Suárez,4,Bella Flor,4367,Castañera Campoana,26079,U. E. 24 de Septiembre,9002211,1,,10,8,1,7,0,0,0
1,Nicolás Suárez,4,Bella Flor,4663,Comunidad Campesina El Fortín,32490,U.E. Fortín,9002221,1,,12,6,4,8,1,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002831,1,17,33,23,27,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002841,2,11,34,26,36,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002851,3,8,63,18,12,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002861,4,12,68,9,18,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002871,5,7,44,29,15,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002941,1,2,93,0,4,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002951,2,0,26,0,2,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,26075,Sede Portachuelo Medio (Tacana),9002961,1,5,63,9,29,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1159,Agua Dulce,49,U.E. Agua Dulce,9002911,1,2,73,43,3,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002881,1,10,30,71,12,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002891,2,7,23,74,7,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002901,3,16,29,61,7,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002921,1,22,57,19,4,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002931,2,8,15,6,0,,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,3881,Contravaricia,1,U.E. 2 de Agosto,9002821,1,4,88,39,4,,,,
3,Madre de Dios,2,San Lorenzo,1142,Loreto,35,U.E.  6 de Junio,9003051,1,58,6,2,0,,,,
3,Madre de Dios,2,San Lorenzo,1164,Palestina (M.de Dios),55,U.E.  Genoveva Rios,9003131,1,21,29,4,0,,,,
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003111,1,26,67,29,1,,,,
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003121,2,4,4,4,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003061,1,53,35,22,2,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003071,2,47,38,31,1,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003081,3,49,22,34,1,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003091,4,67,25,28,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003101,5,7,6,0,0,,,,
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003141,1,20,37,21,0,,,,
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003151,2,4,10,5,0,,,,
3,Madre de Dios,2,San Lorenzo,2800,Galilea,57,U.E. Galilea,9003161,1,53,21,2,0,,,,
3,Madre de Dios,2,San Lorenzo,3067,Sinaí,1,U.E.  Bruno Racua,9002971,1,21,6,3,3,,,,
3,Madre de Dios,2,San Lorenzo,3068,Ibéria,1,U.E. De Iberia,9002981,1,2,1,18,0,,,,
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9002991,1,46,73,10,0,,,,
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9003001,2,5,9,1,0,,,,
3,Madre de Dios,2,San Lorenzo,3428,San Salvador,25028,Escuela Eduardo Abaroa,9003171,1,17,14,13,4,,,,
3,Madre de Dios,2,San Lorenzo,3882,Samaria,1,U.E. 21 de Septiembre,9003011,1,8,13,6,0,,,,
3,Madre de Dios,2,San Lorenzo,3883,Genechiquia,1,U.E. 6 de Agosto,9003021,1,34,15,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3884,Exaltación,1,U.E. 27 de Mayo,9003031,1,57,15,8,3,,,,
3,Madre de Dios,2,San Lorenzo,3885,Nuevo Horizonte,1,U.E. Nuevo Horizonte,9003041,1,16,4,12,0,,,,
3,Madre de Dios,2,San Lorenzo,4173,Charal,25573,U.E. Charal,9003181,1,10,25,12,3,,,,
3,Madre de Dios,2,San Lorenzo,4251,El Retorno,25934,U.E. Simón Bolivar,9003191,1,19,6,6,0,,,,
3,Madre de Dios,2,San Lorenzo,4252,Brigida,25935,U.E. Samuel Guillen,9003201,1,5,16,14,0,,,,
3,Madre de Dios,2,San Lorenzo,4254,Navidad,25937,U.E. 12 de Abril,9003211,1,28,2,5,1,,,,
3,Madre de Dios,2,San Lorenzo,4275,Nueva Esperanza,25961,U. E. 21 de Septiembre,9003221,1,22,6,26,0,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003301,1,15,7,17,77,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003311,2,13,8,16,67,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003321,3,17,4,16,60,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003331,4,17,8,15,63,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003341,5,11,11,15,55,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003351,6,12,5,15,78,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003361,7,15,4,17,62,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003371,8,8,14,16,64,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003381,9,22,8,22,53,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003391,10,18,14,21,55,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003401,11,16,8,18,81,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003411,12,9,2,12,42,,,,
3,Madre de Dios,3,Sena,1173,El Sena,32491,U.E. Mariano Justiniano Orbe,9003531,1,9,3,0,23,,,,
3,Madre de Dios,3,Sena,1176,Santa Rosa del Manupare,65,U.E. Santa Rosa,9003431,1,0,0,5,49,,,,
3,Madre de Dios,3,Sena,1177,Las Mercedes,64,U.E. Las Mercedes,9003421,1,2,0,3,46,,,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003441,1,11,4,6,59,,,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003451,2,11,7,7,55,,,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003461,3,4,8,8,62,,,,
3,Madre de Dios,3,Sena,3252,Remanzo,1,U.E. Remanso,9003231,1,3,3,6,31,,,,
3,Madre de Dios,3,Sena,3300,El Turi (Carretera),2,U.E.  2 de Agosto,9003281,1,0,1,5,49,,,,
3,Madre de Dios,3,Sena,3317,Pekin,2,U.E. De Pekin,9003291,1,3,4,3,29,,,,
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003241,1,2,5,8,63,,,,
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003251,2,0,2,2,2,,,,
3,Madre de Dios,3,Sena,3886,San Salvador,1,U.E. San Francisco,9003261,1,2,7,4,48,,,,
3,Madre de Dios,3,Sena,3891,Santa Elena,1,U.E. Santa Elena,9003271,1,4,4,6,73,,,,
3,Madre de Dios,3,Sena,4014,Copacabana,25330,U.E. 4 de Agosto,9003471,1,4,5,7,63,,,,
3,Madre de Dios,3,Sena,4103,Villa Cotoca,25512,U.E. 1ro. de Mayo,9003481,1,13,0,10,48,,,,
3,Madre de Dios,3,Sena,4104,Brígida II,25513,U.E. Mahanain,9003491,1,0,2,2,50,,,,
3,Madre de Dios,3,Sena,4105,Monte Sinai,25514,U.E. Juana Azurduy De Padilla,9003501,1,30,4,21,37,,,,
3,Madre de Dios,3,Sena,4106,San Antonio,25515,U.E. San Antonio,9003541,1,1,5,4,26,,,,
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003511,1,5,15,8,82,,,,
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003521,2,0,4,2,25,,,,
