CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,NGP,CDC,PDC,ISA,APB-SUMATE,A-UPP
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005021,5,31,9,5,71,20,7,,1
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005031,6,42,6,7,33,21,7,,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005041,7,27,8,5,29,27,6,,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005051,8,44,11,6,41,23,3,,0
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005061,9,41,5,6,69,17,2,,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005071,10,34,11,13,53,21,5,,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005081,11,39,9,7,50,16,6,,5
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005091,12,33,9,10,42,18,9,,3
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005101,13,36,7,6,34,23,5,,12
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005111,14,36,9,6,45,30,5,,2
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005121,15,31,7,9,49,34,7,,3
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005131,16,50,12,11,61,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005141,17,44,11,7,40,19,6,,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005151,18,42,7,12,35,22,7,,1
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005161,19,33,7,7,48,24,7,,3
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005171,20,46,8,5,43,19,6,,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005181,21,43,8,6,48,21,4,,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005191,22,26,8,9,54,23,3,,5
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005201,23,50,5,7,44,23,2,,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005491,1,44,7,7,72,17,1,,1
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005501,2,45,4,5,68,16,1,,1
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005511,3,46,6,6,65,22,1,,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005521,4,50,3,4,56,16,2,,0
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005531,5,42,8,2,67,15,0,,1
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005541,6,50,3,4,66,20,1,,0
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005551,7,42,9,3,60,14,4,,0
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005561,8,72,6,7,53,20,3,,0
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005571,9,51,7,2,43,17,0,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001521,1,56,4,6,74,18,4,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001531,2,64,8,7,64,22,1,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001541,3,60,16,7,71,20,1,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001551,4,46,8,7,56,27,4,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001561,5,55,10,6,67,24,3,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001571,6,46,8,9,48,21,7,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001581,7,62,5,6,61,13,2,,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001591,8,71,10,7,59,25,2,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001601,9,59,9,2,67,21,1,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001611,10,45,10,2,76,19,2,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001621,11,55,5,4,46,21,5,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001631,12,67,11,5,58,15,1,,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001641,13,50,7,4,54,16,3,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001651,14,41,13,3,61,22,4,,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001661,15,59,7,5,56,18,3,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001671,16,58,10,1,69,9,1,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001681,17,54,4,5,66,20,0,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001691,18,51,7,5,69,19,3,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001701,19,52,11,5,64,10,4,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001711,20,46,15,7,64,18,3,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001721,21,58,10,2,66,17,3,,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001731,22,47,11,6,67,18,0,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001741,23,52,9,5,58,24,3,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001751,24,55,10,6,66,20,1,,0
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001761,25,62,8,7,64,11,0,,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001771,26,59,3,6,43,19,0,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005661,1,46,6,11,39,17,3,,1
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005671,2,43,7,3,53,21,4,,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005681,3,53,2,4,77,9,3,,1
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005691,4,38,5,5,56,20,6,,6
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005701,5,33,11,9,57,15,3,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005711,6,33,6,6,41,25,2,,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005721,7,45,4,1,70,16,2,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005731,8,47,11,9,62,14,3,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005741,9,44,5,10,66,15,4,,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005751,10,48,14,3,62,18,4,,0
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005761,11,38,12,8,60,10,6,,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005771,12,49,13,2,56,14,3,,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005781,13,44,8,3,71,17,8,,0
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005791,14,49,7,4,48,21,6,,1
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005801,15,41,13,5,53,20,4,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005811,16,45,7,7,59,15,8,,0
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005821,17,58,8,3,57,18,4,,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005831,18,52,5,6,53,22,5,,2
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007841,1,34,8,4,35,10,4,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007851,2,27,6,5,56,16,6,,5
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007861,3,33,4,2,43,13,9,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007871,4,29,6,7,43,21,5,,6
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007881,5,28,6,3,44,19,5,,1
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007891,6,35,5,5,39,11,4,,4
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007901,7,38,11,5,38,20,7,,6
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007911,8,30,4,4,49,18,8,,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007921,9,27,10,7,55,8,3,,1
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007931,10,25,6,4,40,15,5,,5
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007941,11,6,2,3,14,2,1,,0
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005841,1,39,3,4,7,4,2,,4
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005851,2,35,4,8,8,11,4,,5
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005861,3,28,2,10,11,8,2,,6
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006051,1,46,5,9,49,12,2,,2
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006061,2,47,5,3,61,15,3,,5
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006071,3,41,4,4,56,20,2,,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006081,4,25,6,5,34,17,0,,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006091,5,36,7,5,78,9,3,,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006101,6,40,9,4,48,11,4,,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006111,7,61,5,5,53,16,2,,2
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006121,8,42,11,5,60,9,3,,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006131,9,27,7,4,58,12,1,,0
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006141,10,43,4,3,59,12,4,,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006151,11,49,1,7,55,12,1,,1
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006161,12,48,5,4,43,15,3,,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006171,13,35,9,2,60,17,3,,0
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006181,14,49,8,3,53,15,0,,1
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006191,15,47,2,5,46,22,4,,2
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006201,16,47,6,2,74,10,0,,1
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006211,17,36,3,1,27,2,0,,2
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005921,1,44,12,8,48,16,2,,3
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005931,2,49,12,9,38,20,4,,3
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005941,3,38,3,7,59,17,6,,2
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005951,4,53,6,4,32,23,6,,7
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005961,5,50,7,9,47,17,0,,1
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005971,6,58,7,11,42,13,2,,2
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005981,7,44,7,8,53,19,1,,5
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005991,8,49,10,5,51,23,3,,0
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006001,9,41,7,9,55,21,6,,0
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006011,10,46,7,8,37,22,6,,5
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006021,11,44,8,5,44,16,1,,2
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006031,12,45,4,8,59,16,2,,3
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006041,13,63,5,3,53,21,4,,7
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006231,1,36,6,3,71,18,2,,1
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006241,2,50,5,5,58,25,2,,1
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006251,3,56,6,7,47,11,5,,1
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006261,4,45,9,7,50,9,5,,3
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006271,5,52,5,10,56,10,2,,2
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006281,6,48,7,6,56,8,8,,2
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006291,7,39,7,3,58,19,3,,5
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006301,8,47,6,9,49,17,2,,0
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006311,9,40,5,6,66,14,2,,3
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006321,10,16,1,2,32,9,1,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006331,1,35,4,6,58,17,4,,1
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006341,2,45,4,8,67,20,4,,1
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006351,3,52,11,2,79,11,3,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006361,4,56,11,6,64,17,3,,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006371,5,50,5,6,88,18,1,,3
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006381,6,10,0,0,11,5,0,,0
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006441,1,39,4,7,68,9,6,,6
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006451,2,48,9,5,65,12,2,,1
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006461,3,47,3,4,70,15,3,,2
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006471,4,54,5,4,68,13,3,,1
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007701,1,45,4,4,67,7,2,,4
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007711,2,42,8,6,60,12,0,,2
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007721,3,49,4,7,73,15,3,,1
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007731,4,47,3,7,69,22,5,,2
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007741,5,47,11,8,66,12,2,,5
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007751,6,35,8,4,66,10,8,,5
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007761,7,51,6,3,86,10,5,,3
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007771,8,36,8,3,65,18,4,,3
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007781,9,8,3,1,6,1,1,,0
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002191,1,45,7,11,52,18,5,,1
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002201,2,36,9,10,41,16,13,,5
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002211,3,48,11,9,52,17,6,,6
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002221,4,58,9,4,48,17,5,,6
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002231,5,36,11,11,42,20,3,,4
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002241,6,33,12,10,57,19,3,,1
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002251,7,37,4,7,64,22,3,,2
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002261,8,48,4,4,52,21,5,,3
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002271,9,32,9,7,42,17,8,,6
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002281,10,46,7,12,42,17,3,,2
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002291,11,40,9,11,47,16,1,,5
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002301,12,45,7,6,40,22,7,,5
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002311,13,23,3,4,21,6,1,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007001,1,44,5,2,56,16,1,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007011,2,41,8,16,59,19,0,,9
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007021,3,54,3,2,66,19,4,,1
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007031,4,58,8,10,59,16,3,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007041,5,43,11,6,51,15,10,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007051,6,48,8,10,52,16,3,,5
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007061,7,45,4,8,61,16,7,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007071,8,48,6,5,56,19,5,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007081,9,53,6,7,50,13,2,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007091,10,44,2,5,53,23,6,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007101,11,64,9,11,50,18,1,,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007111,12,46,9,8,37,13,3,,0
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007121,13,49,7,8,57,20,3,,1
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007131,14,61,6,5,54,15,4,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007141,15,49,4,5,46,14,3,,6
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007151,16,62,5,3,59,18,3,,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007161,17,51,3,4,65,25,1,,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007171,18,16,2,3,19,6,0,,4
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006801,1,61,6,5,64,16,4,,0
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006811,2,61,15,4,64,9,1,,0
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006821,3,40,12,2,72,5,3,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006831,4,70,7,9,65,9,3,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006841,5,52,3,1,55,21,7,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006851,6,58,9,7,86,17,3,,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006861,7,51,3,6,64,16,1,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006871,8,63,10,2,58,10,3,,6
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006881,9,59,10,3,64,14,4,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006891,10,44,4,5,48,17,5,,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006901,11,70,4,4,70,11,0,,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006911,12,44,9,6,75,19,3,,1
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006921,13,43,7,5,68,10,2,,1
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006931,14,58,6,5,66,20,2,,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006941,15,10,0,1,13,5,1,,1
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004781,1,37,12,6,58,27,3,,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004791,2,48,16,3,52,15,6,,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004801,3,46,11,9,56,18,6,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004811,4,37,9,3,48,11,7,,0
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004821,5,37,11,5,64,15,4,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004831,6,28,11,4,70,20,4,,1
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004841,7,29,11,1,51,11,5,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004851,8,40,9,3,56,6,2,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004861,9,30,6,6,69,11,4,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004871,10,32,6,6,65,10,6,,4
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004881,11,38,14,5,55,13,4,,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004891,12,54,13,5,56,14,4,,0
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004901,13,44,12,8,60,21,5,,4
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004911,14,46,16,4,51,17,5,,1
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004921,15,40,7,3,50,17,2,,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004931,16,39,7,4,51,13,4,,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004941,17,43,8,4,55,10,3,,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004951,18,44,6,2,61,8,5,,1
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004961,19,26,5,5,65,19,8,,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004971,20,9,4,6,20,4,2,,0
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006391,1,59,6,3,77,21,0,,0
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006401,2,71,6,3,66,19,1,,1
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006411,3,60,14,8,63,13,2,,3
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006421,4,47,5,8,92,11,1,,3
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006431,5,39,5,3,36,9,0,,1
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006611,1,45,9,10,53,23,4,,4
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006621,2,38,17,7,56,22,4,,4
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006631,3,46,9,9,76,19,3,,3
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006641,4,51,12,4,46,23,3,,2
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006651,5,40,14,6,52,25,2,,1
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006661,6,34,7,3,40,14,1,,2
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002501,1,27,7,10,47,20,11,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002511,2,28,11,7,56,19,2,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002521,3,38,5,9,25,23,5,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002531,4,39,8,8,42,34,4,,7
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002541,5,29,7,7,30,19,11,,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002551,6,27,6,8,31,25,8,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002561,7,41,8,2,39,20,9,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002571,8,24,5,6,43,27,5,,1
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002581,9,38,9,9,41,20,8,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002591,10,34,10,7,52,17,5,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002601,11,30,7,10,24,20,15,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002611,12,37,6,1,40,9,6,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002621,13,46,9,11,32,16,5,,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002631,14,36,4,4,39,25,8,,6
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002641,15,44,14,9,31,22,7,,2
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002651,16,37,6,4,46,19,6,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002661,17,37,6,4,43,15,8,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002671,18,36,8,2,40,20,6,,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002681,19,37,8,5,43,11,7,,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002691,20,27,3,9,22,19,5,,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007461,1,33,7,2,47,16,6,,4
