CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,NGP,CDC,PDC,ISA,APB-SUMATE,A-UPP
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007471,2,45,9,3,52,14,5,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007481,3,42,6,4,51,11,4,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007491,4,40,7,3,49,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007501,5,39,8,7,51,16,3,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007511,6,44,4,1,55,13,6,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007521,7,27,9,5,39,30,5,,9
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007531,8,36,6,2,48,12,5,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007541,9,26,22,6,32,13,7,,3
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007551,10,43,8,2,49,21,3,,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007561,11,46,10,3,56,15,4,,1
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007571,12,49,7,3,62,15,5,,5
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007581,13,27,5,3,41,17,4,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007231,1,45,3,4,71,7,1,,0
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007241,2,44,9,8,57,18,4,,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007251,3,39,11,7,57,12,4,,2
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007261,4,24,5,8,58,24,6,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007271,5,46,2,5,50,19,2,,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007281,6,52,3,4,49,30,1,,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007291,7,55,7,5,53,16,5,,4
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007301,8,34,7,10,56,22,7,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007311,9,47,10,5,45,16,2,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007321,10,42,5,9,53,16,10,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007331,11,33,4,3,67,19,5,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007341,12,40,7,12,53,18,9,,6
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007351,13,49,5,7,62,19,2,,2
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007361,14,46,5,6,58,10,3,,2
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007371,15,39,7,6,69,17,2,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007381,16,36,5,3,69,16,6,,1
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007391,17,29,3,5,42,21,5,,3
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007401,18,16,5,2,19,2,2,,0
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003391,1,32,8,5,40,22,8,,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003401,2,36,3,10,46,12,9,,7
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003411,3,34,7,8,44,25,4,,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003421,4,44,10,8,34,22,13,,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003431,5,41,10,8,41,11,5,,6
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003441,6,44,8,10,47,16,5,,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003451,7,31,10,14,28,19,9,,2
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003461,8,37,6,9,38,13,8,,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003471,9,39,7,11,40,15,7,,1
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003481,10,37,7,6,45,16,12,,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003491,11,43,14,8,47,16,4,,4
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003501,12,40,4,10,50,16,7,,2
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003511,13,38,9,2,50,17,6,,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003521,14,49,7,5,39,16,15,,6
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003531,15,43,7,9,36,22,19,,10
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003541,16,50,6,9,34,15,6,,8
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003551,17,37,8,7,54,23,5,,2
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003561,18,47,12,11,48,12,8,,3
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003571,19,36,7,7,39,23,13,,5
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003581,20,47,7,7,41,24,5,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002701,1,42,12,13,57,16,5,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002711,2,46,5,9,41,29,6,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002721,3,44,10,7,46,17,7,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002731,4,34,5,9,47,17,8,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002741,5,47,7,7,30,24,2,,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002751,6,34,6,6,47,28,7,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002761,7,54,11,7,41,28,1,,4
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002771,8,41,10,12,42,27,5,,8
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002781,9,57,6,6,39,21,9,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002791,10,35,8,9,39,35,6,,5
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002801,11,45,8,4,55,21,4,,2
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002811,12,33,4,5,50,23,4,,4
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002821,13,48,12,8,24,20,7,,3
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002831,14,13,4,2,11,8,9,,2
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001781,1,48,8,11,41,16,6,,6
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001791,2,51,6,3,36,20,10,,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001801,3,38,8,9,39,16,6,,2
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001811,4,23,7,6,32,21,5,,6
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001821,5,39,7,7,53,17,5,,7
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001831,6,34,10,12,47,9,6,,3
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001841,7,40,10,8,39,15,11,,4
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001851,8,38,8,9,53,17,9,,4
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001861,9,29,6,3,49,20,8,,3
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001871,10,6,2,1,6,4,2,,0
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003801,1,48,4,5,66,17,1,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003811,2,56,11,5,50,15,1,,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003821,3,43,7,6,62,16,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003831,4,50,13,4,60,17,2,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003841,5,41,5,7,48,17,6,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003851,6,51,10,9,62,22,11,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003861,7,47,9,4,64,10,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003871,8,50,10,6,49,18,7,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003881,9,47,9,7,64,21,2,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003891,10,48,9,5,64,15,4,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003901,11,45,2,9,55,28,6,,3
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003911,12,65,9,2,55,9,4,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003921,13,45,7,6,68,12,3,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003931,14,46,5,7,52,27,2,,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003941,15,42,4,5,69,18,2,,2
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003951,16,47,5,10,41,19,7,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003961,17,43,7,3,65,16,7,,4
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003971,18,46,5,7,61,11,3,,1
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003981,19,69,5,5,49,18,2,,5
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003991,20,31,2,3,28,0,0,,1
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003081,1,31,3,11,39,17,6,,4
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003091,2,45,5,2,36,18,5,,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003101,3,37,2,6,51,22,5,,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003111,4,25,2,13,53,18,6,,3
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003121,5,20,4,4,31,22,9,,9
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003131,6,38,4,19,31,24,10,,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003141,7,43,6,11,47,19,5,,10
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003151,8,38,8,7,32,22,8,,4
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003161,9,46,11,8,32,20,3,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003171,10,26,4,4,37,25,11,,8
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003181,11,30,10,5,41,16,3,,7
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003191,12,44,8,4,35,16,6,,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003201,13,37,8,11,44,28,4,,6
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003211,14,40,11,11,32,31,4,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003221,15,24,7,2,45,29,11,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003231,16,30,4,10,44,18,6,,1
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003241,17,25,6,13,47,25,3,,5
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003251,18,37,9,4,39,26,6,,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003261,19,35,11,5,36,14,6,,13
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003271,20,39,7,3,55,12,5,,2
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003281,21,22,8,5,30,16,2,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006671,1,51,6,4,45,28,4,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006681,2,51,2,6,61,27,4,,2
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006691,3,40,8,8,56,18,3,,5
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006701,4,44,8,8,59,16,1,,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006711,5,39,6,7,58,21,2,,5
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006721,6,39,10,13,43,13,7,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006731,7,51,6,9,41,19,2,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006741,8,49,3,8,68,16,2,,6
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006751,9,37,7,6,72,18,5,,3
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006761,10,47,10,4,43,18,6,,4
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006771,11,8,0,0,3,2,3,,0
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004471,1,44,11,6,43,14,9,,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004481,2,47,8,5,44,18,4,,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004491,3,43,5,6,40,17,3,,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004501,4,49,23,8,50,14,9,,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004511,5,44,5,7,52,19,3,,5
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004521,6,44,12,5,59,15,3,,3
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004531,7,28,11,5,56,14,6,,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004541,8,39,4,8,38,16,7,,4
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004551,9,48,5,4,38,16,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004561,10,46,15,4,48,14,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004571,11,32,6,9,59,19,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004581,12,40,16,7,52,19,4,,2
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004591,13,42,13,5,45,20,4,,6
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004601,14,14,3,2,13,9,2,,0
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006561,1,46,8,6,62,13,3,,2
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006571,2,48,11,7,69,14,5,,0
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006581,3,45,8,5,57,15,7,,7
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006591,4,38,8,4,61,20,2,,3
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006601,5,36,7,2,58,16,1,,4
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003291,1,41,6,4,23,24,10,,4
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003301,2,35,6,11,32,29,8,,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003311,3,35,11,7,24,23,12,,9
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003321,4,36,7,6,35,18,10,,5
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003331,5,40,4,8,24,27,11,,7
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003341,6,34,8,7,29,23,8,,7
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003351,7,29,8,2,30,31,11,,4
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003361,8,28,11,8,21,27,17,,5
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003371,9,28,3,7,43,22,7,,3
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003381,10,4,2,2,2,1,1,,1
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006481,1,59,8,8,64,14,3,,1
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006491,2,56,5,8,53,13,7,,1
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006501,3,67,3,5,43,23,2,,2
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006511,4,51,4,4,69,10,3,,3
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006521,5,52,7,4,55,15,4,,5
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006531,6,49,6,6,64,16,8,,1
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006541,7,58,3,4,58,14,6,,4
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006551,8,17,8,4,28,3,3,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003591,1,39,9,6,49,25,6,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003601,2,30,7,7,26,17,5,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003611,3,50,6,0,34,21,3,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003621,4,40,8,12,35,21,14,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003631,5,62,5,3,46,23,8,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003641,6,34,6,6,48,26,9,,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003651,7,38,6,6,48,18,8,,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003661,8,43,9,7,32,32,7,,5
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003671,9,42,8,8,30,20,5,,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003681,10,38,11,10,20,21,11,,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003691,11,25,10,26,42,22,5,,6
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003701,12,45,12,10,33,18,11,,2
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003711,13,37,7,3,69,18,4,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003721,14,45,6,3,49,17,3,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003731,15,36,6,6,35,23,11,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003741,16,34,7,5,45,21,5,,11
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003751,17,50,3,9,45,13,13,,4
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003761,18,45,10,2,35,29,8,,1
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003771,19,33,3,4,32,17,19,,3
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003781,20,45,4,12,30,18,11,,7
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003791,21,8,1,0,5,0,0,,1
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004281,1,39,12,10,52,24,3,,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004291,2,68,7,10,45,13,4,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004301,3,45,7,3,45,20,0,,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004311,4,46,9,5,44,23,1,,2
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004321,5,60,8,5,54,18,3,,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004331,6,52,7,7,69,19,6,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004341,7,50,6,9,44,26,2,,6
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004351,8,38,6,2,61,16,3,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004361,9,39,13,6,61,19,4,,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004371,10,48,9,8,50,21,5,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004381,11,53,14,1,53,24,4,,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004391,12,41,7,7,48,11,3,,5
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004401,13,45,7,4,73,12,5,,1
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004411,14,39,7,9,57,16,0,,1
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004421,15,42,10,5,65,13,3,,0
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004431,16,42,10,5,76,20,1,,2
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004441,17,25,12,4,76,20,6,,4
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004451,18,42,8,4,60,23,4,,3
1,Cercado,1,Tarija,2680,Tarija,25712,U.E. Santa Ana,6004461,19,37,6,4,38,11,3,,2
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005391,1,44,8,7,53,20,4,,1
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005401,2,43,10,5,68,17,2,,3
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005411,3,43,7,7,55,9,5,,2
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005421,4,47,10,6,71,21,1,,2
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005431,5,43,7,6,57,29,5,,0
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005441,6,46,9,6,43,23,3,,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005451,7,38,7,5,50,36,1,,1
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005461,8,38,2,7,58,20,5,,5
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005471,9,40,3,6,64,30,3,,0
1,Cercado,1,Tarija,2680,Tarija,25713,U.E. Víctor Varas Reyes,6005481,10,40,3,4,51,12,8,,3
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002001,1,72,9,6,57,17,2,,3
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002011,2,63,5,6,68,14,0,,4
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002021,3,52,11,6,65,22,2,,1
1,Cercado,1,Tarija,2680,Tarija,25714,U.E. Aniceto Arce,6002031,4,32,8,6,43,15,1,,2
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004031,1,32,8,8,33,16,6,,4
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004041,2,29,5,11,38,18,10,,7
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004051,3,38,4,9,36,31,4,,5
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004061,4,33,10,8,30,23,8,,9
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004071,5,28,5,6,47,28,10,,7
1,Cercado,1,Tarija,2680,Tarija,25715,U.E. Alberto Baldivieso,6004081,6,7,3,0,9,3,1,,0
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007411,1,21,10,4,68,16,3,,4
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007421,2,40,8,5,52,8,1,,6
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007431,3,27,6,8,70,18,4,,4
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007441,4,42,6,10,60,12,7,,1
1,Cercado,1,Tarija,2680,Tarija,26474,U.E. Santa Rosa,6007451,5,9,2,4,13,6,0,,1
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007591,1,36,7,12,33,23,5,,5
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007601,2,27,5,8,36,19,8,,9
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007611,3,34,10,11,37,21,10,,8
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007621,4,32,7,7,38,25,7,,3
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007631,5,35,6,3,23,18,9,,3
1,Cercado,1,Tarija,2680,Tarija,26475,U.E. Valle Hermoso,6007641,6,38,4,8,24,16,6,,8
1,Cercado,1,Tarija,2680,Tarija,26476,U.E. Moto Mendez,6007791,1,37,8,5,34,27,7,,3
1,Cercado,1,Tarija,2680,Tarija,26476,U.E. Moto Mendez,6007801,2,31,5,8,55,23,11,,6
