CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,SPBC,ASLP,A-UPP,UPC,LIBRE,NGP,MTS,FRI,M.P.S.,ASP,VIDA,APB-SUMATE
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024921,3,3,10,6,37,16,5,10,8,4,3,3,10,1,11,4,5,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024931,4,6,4,4,43,15,6,8,8,3,8,7,6,4,6,7,8,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024941,5,4,4,4,47,11,3,9,3,4,5,10,8,4,7,3,8,20
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024951,6,3,6,3,31,15,2,6,4,3,8,8,11,3,7,3,8,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024961,7,0,10,2,27,22,2,5,5,8,6,6,8,4,10,2,6,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024971,8,4,8,2,24,14,7,6,0,9,14,8,6,10,7,0,4,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024981,9,7,6,4,40,16,3,9,6,3,3,6,1,4,7,2,6,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2024991,10,5,10,8,39,11,4,4,11,3,4,7,11,5,15,3,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025001,11,0,4,5,36,8,9,8,6,2,4,8,6,10,9,5,6,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025011,12,4,2,1,33,4,5,7,3,3,11,9,4,3,11,3,3,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025021,13,4,10,2,35,19,3,9,6,6,9,9,8,3,12,3,5,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025031,14,6,8,5,33,25,8,11,2,1,10,0,9,4,3,1,3,12
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025041,15,6,6,4,32,7,3,13,13,3,7,6,7,2,10,2,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025051,16,2,4,2,40,8,8,9,7,4,3,3,12,9,10,2,5,15
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025061,17,4,9,10,33,19,3,9,8,3,12,6,3,3,11,2,7,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025071,18,4,7,5,36,16,6,5,4,1,7,8,4,7,11,2,5,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025081,19,3,7,6,33,16,4,5,4,2,11,9,6,5,6,4,3,18
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1402,U.E. Santa Rosa De Lima B,2025091,20,2,2,17,3,3,3,6,2,2,4,1,2,2,2,3,3,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024731,1,1,10,4,26,33,4,12,2,3,13,2,5,2,9,8,6,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024741,2,6,7,2,37,51,2,14,3,1,13,2,2,5,3,5,1,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024751,3,5,13,7,34,18,8,10,5,3,9,9,5,3,12,3,4,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024761,4,6,5,4,32,21,5,17,6,4,20,7,1,6,10,2,6,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024771,5,4,7,2,29,32,11,16,6,2,7,3,9,3,10,1,7,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024781,6,5,7,8,34,37,6,9,4,3,10,5,11,2,8,2,6,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024791,7,1,9,4,27,30,2,7,5,3,4,4,2,3,7,2,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024801,8,7,7,7,38,29,8,16,5,1,13,8,1,5,4,1,7,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024811,9,8,8,2,36,19,3,21,8,1,10,4,5,3,8,5,8,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024821,10,5,6,6,30,13,9,11,6,3,11,5,8,1,13,1,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024831,11,2,11,4,26,42,6,22,2,1,12,3,6,4,11,2,4,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024841,12,11,11,3,37,26,9,11,2,4,10,4,8,1,6,5,7,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024851,13,2,8,1,35,26,5,11,10,2,12,4,7,2,2,3,11,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024861,14,5,16,1,35,43,4,21,2,1,7,5,10,4,2,5,4,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024871,15,7,4,0,28,29,4,14,4,1,19,2,8,6,5,3,13,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024881,16,7,8,6,19,28,6,8,3,2,21,3,15,0,8,4,8,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1403,U.E. Bethesda,2024891,17,4,6,1,14,10,2,3,2,0,3,0,2,4,3,1,4,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024181,1,3,14,4,23,23,2,10,1,4,11,10,14,3,8,0,7,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024191,2,2,11,9,21,31,7,13,6,2,4,5,10,2,7,2,6,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024201,3,7,19,3,26,30,9,8,7,4,8,3,5,0,9,2,3,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024211,4,2,15,4,25,59,6,10,2,1,14,7,3,5,6,5,7,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024221,5,6,7,6,45,24,5,14,5,2,6,4,10,2,7,1,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024231,6,6,14,4,42,23,5,10,7,3,4,5,6,3,8,2,4,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024241,7,8,6,3,23,28,5,11,7,5,12,4,4,6,8,0,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024251,8,7,9,1,36,16,4,11,6,0,15,8,6,2,18,2,7,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024261,9,3,17,2,45,27,6,10,13,3,6,5,7,5,1,2,8,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024271,10,5,7,3,31,15,5,8,8,2,4,4,9,4,11,1,8,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024281,11,7,9,6,26,27,6,12,9,1,10,5,10,3,9,1,6,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024291,12,8,18,2,26,54,5,8,3,0,11,2,4,5,3,2,4,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024301,13,3,16,4,29,29,12,8,3,5,10,5,6,2,10,4,9,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024311,14,7,13,4,36,39,7,17,7,5,18,1,0,4,8,7,5,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024321,15,6,12,5,25,34,4,9,2,2,12,2,6,8,6,6,7,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024331,16,8,9,4,30,32,5,11,9,3,7,5,9,3,11,2,4,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024341,17,5,22,5,33,33,4,8,0,2,11,5,8,0,5,2,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024351,18,2,16,1,47,29,5,6,5,2,8,2,5,5,5,2,5,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024361,19,4,8,6,23,40,6,15,4,1,6,4,3,4,12,4,6,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024371,20,5,6,6,35,14,6,13,4,2,11,7,6,2,7,2,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024381,21,8,13,7,35,9,7,4,5,3,4,7,4,4,11,4,9,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024391,22,4,8,1,33,25,7,14,10,7,5,3,6,3,7,2,8,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024401,23,3,11,4,30,38,5,6,7,3,12,2,4,7,5,5,8,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024411,24,4,12,2,28,43,3,16,3,1,14,2,4,3,4,2,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024421,25,2,10,7,30,42,6,15,7,2,8,2,1,4,6,1,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024431,26,6,9,3,30,28,9,8,8,4,10,9,4,2,12,3,2,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024441,27,1,16,6,29,22,1,11,13,2,14,2,7,3,9,1,10,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024451,28,6,15,5,38,31,5,11,5,2,15,3,5,5,6,1,3,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1405,U.E. Chasquipampa A,2024461,29,2,27,0,15,21,5,7,3,0,5,0,5,2,3,1,2,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1501,Iglesia del Nazareno Boliviano,2025281,1,4,19,0,12,85,4,8,4,2,13,0,5,2,2,2,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1501,Iglesia del Nazareno Boliviano,2025291,2,3,24,2,11,80,1,5,2,1,19,1,10,5,2,2,2,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1501,Iglesia del Nazareno Boliviano,2025301,3,4,20,0,14,74,1,11,1,2,11,1,7,2,1,1,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1501,Iglesia del Nazareno Boliviano,2025311,4,1,9,0,6,45,2,4,1,1,10,0,3,0,1,3,0,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025321,1,6,13,1,20,53,6,6,2,4,4,19,8,1,2,19,3,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025331,2,4,11,0,25,51,7,12,13,5,7,4,8,3,5,1,7,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025341,3,3,23,3,22,55,5,16,5,5,15,1,1,3,4,1,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025351,4,4,11,2,23,61,4,13,8,2,11,3,7,3,6,1,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025361,5,5,15,4,27,30,6,10,7,3,11,2,5,2,7,0,5,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025371,6,1,11,4,36,34,2,11,8,5,10,5,8,5,11,3,2,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025381,7,3,9,0,19,49,1,8,4,2,11,3,10,6,1,4,5,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1512,U.E. Jupapina,2025391,8,5,17,3,20,60,5,12,5,4,15,1,2,3,5,1,3,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026751,1,2,28,1,16,58,7,9,2,3,16,3,4,5,3,1,1,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026761,2,2,15,1,13,76,7,12,1,1,16,3,0,1,3,0,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026771,3,3,24,0,17,72,6,7,2,0,11,1,4,7,2,4,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026781,4,4,17,4,12,59,11,15,5,1,21,0,8,4,0,3,4,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026791,5,2,22,4,17,54,3,13,7,3,19,4,6,4,3,3,2,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026801,6,3,19,3,13,61,2,20,1,0,20,1,6,4,1,3,2,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026811,7,2,21,3,13,81,6,11,3,0,15,1,1,3,0,3,0,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026821,8,5,25,1,15,58,1,13,0,1,26,4,2,0,1,1,1,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026831,9,3,23,1,18,65,6,10,4,0,16,2,6,3,7,4,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026841,10,1,22,4,27,50,2,13,7,2,15,4,6,3,2,2,2,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026851,11,3,22,1,9,87,5,12,1,3,12,2,2,1,6,5,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026861,12,3,27,2,10,71,6,12,1,2,16,2,5,2,1,1,3,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026871,13,1,19,3,19,71,5,14,1,1,17,1,4,5,4,5,0,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026881,14,6,17,4,14,62,5,18,1,4,23,0,5,3,4,5,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026891,15,5,26,2,18,70,7,15,1,3,20,3,1,1,2,7,3,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026901,16,7,22,1,18,66,3,12,1,0,23,2,2,4,3,2,1,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026911,17,2,25,1,11,72,7,9,1,0,22,4,5,4,1,3,4,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026921,18,7,22,3,14,77,8,5,1,1,21,1,5,2,5,4,1,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026931,19,4,22,0,10,43,1,8,0,0,11,1,2,0,0,5,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026241,1,3,9,4,27,36,11,12,9,1,13,5,6,1,6,1,6,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026251,2,6,6,4,30,41,11,15,0,2,21,3,5,5,5,7,7,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026261,3,7,7,4,28,43,4,12,4,2,19,7,2,7,6,2,6,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026271,4,6,8,1,29,31,6,23,5,2,14,2,6,4,10,3,2,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026281,5,2,13,2,35,39,11,13,7,3,7,6,9,5,5,0,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026291,6,2,10,2,53,23,4,12,3,6,5,3,7,7,8,0,4,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026301,7,6,16,1,25,36,5,7,4,1,10,10,6,3,12,3,5,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026311,8,8,14,3,21,40,5,14,4,1,15,6,8,8,7,4,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026321,9,5,13,5,36,31,9,15,6,1,14,3,12,3,6,4,3,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026331,10,7,6,4,41,30,4,21,5,1,11,8,4,7,8,1,5,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026341,11,2,8,5,31,38,7,9,2,2,15,3,5,4,9,1,7,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026351,12,7,6,5,28,39,6,13,1,2,15,5,4,5,7,2,7,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026361,13,6,4,1,33,30,4,22,4,0,12,3,6,9,9,3,10,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026371,14,5,13,4,27,34,6,15,4,1,13,0,3,9,9,1,7,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026381,15,2,3,2,21,50,9,13,4,3,17,1,13,6,7,4,4,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026391,16,6,11,6,23,37,11,12,2,2,16,3,4,5,6,2,4,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026401,17,4,4,5,34,15,6,15,3,5,8,6,12,4,12,5,6,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026411,18,2,7,3,28,38,8,12,3,2,9,1,8,5,4,5,5,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026421,19,7,14,6,32,37,4,25,3,2,16,7,4,3,5,4,4,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026431,20,6,15,2,34,37,6,13,4,3,14,3,5,6,8,5,2,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026441,21,4,10,1,32,33,4,14,6,1,19,2,8,8,6,3,4,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026451,22,6,8,2,36,38,8,16,3,5,20,5,9,9,5,3,5,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026111,1,4,18,1,14,80,5,5,1,1,17,4,6,4,6,1,3,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026121,2,1,16,1,13,96,2,11,2,0,19,0,3,1,2,5,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026131,3,10,16,4,13,57,3,10,1,3,20,2,6,5,5,4,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026141,4,1,19,2,10,76,9,15,1,2,21,1,10,4,2,6,3,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026151,5,1,23,2,12,69,2,15,0,1,24,0,4,2,2,3,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026161,6,4,20,2,14,71,5,12,0,0,16,3,7,7,2,2,0,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026171,7,4,22,4,24,61,0,9,4,2,11,4,1,2,1,4,7,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026181,8,6,24,2,13,73,1,9,0,0,20,2,1,4,2,4,2,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026191,9,6,30,0,14,60,9,8,0,0,21,2,3,6,4,2,9,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026201,10,3,18,0,14,66,2,11,0,1,18,0,1,0,0,2,1,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026211,11,2,20,2,13,90,6,12,2,2,15,1,7,4,1,1,6,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026221,12,1,24,4,14,74,7,9,2,1,18,0,1,3,2,3,3,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026231,13,2,10,1,6,56,5,7,1,0,7,0,0,2,1,2,0,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027321,1,5,16,1,19,59,7,10,2,1,22,1,6,4,3,5,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027331,2,8,25,3,23,73,4,9,0,4,14,0,5,2,3,1,0,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027341,3,5,13,2,14,59,8,15,1,0,24,1,4,7,3,2,2,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027351,4,7,12,0,22,39,5,14,3,3,23,0,4,3,3,2,4,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027361,5,6,15,5,13,45,4,5,0,1,21,1,5,9,10,3,3,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027371,6,3,16,2,8,66,5,9,2,2,23,0,5,4,0,4,0,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027381,7,2,14,2,15,64,5,9,2,1,18,2,2,5,5,4,3,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027391,8,5,21,1,24,48,4,14,4,0,26,4,3,5,0,8,1,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027401,9,4,13,1,10,63,3,12,2,2,15,0,4,4,2,0,3,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027411,10,6,13,1,14,32,4,12,5,2,22,2,9,7,4,2,3,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027421,11,4,15,4,19,42,1,13,3,1,15,0,6,4,5,1,1,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027431,12,5,15,1,12,69,6,16,3,0,19,0,4,2,3,1,1,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027441,13,3,18,0,14,39,5,14,3,2,21,2,4,3,3,4,3,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027451,14,3,16,2,13,58,6,13,1,3,20,2,4,6,4,2,2,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027461,15,3,30,1,4,52,9,18,1,0,18,3,2,6,2,3,0,2
