CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,UN,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008747,2,,18,7,11,4,6,12,4,49,,,3,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008757,3,,18,3,5,8,10,14,4,36,,,3,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008767,4,,7,6,7,9,9,10,10,32,,,7,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008777,5,,16,4,10,9,12,13,3,39,,,11,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008787,6,,20,2,8,6,10,7,7,41,,,3,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008797,7,,10,3,9,2,7,13,2,32,,,2,97,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008807,8,,13,8,13,3,10,6,2,32,,,3,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008817,9,,17,2,6,4,8,12,3,28,,,5,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008827,10,,11,5,13,7,11,11,3,31,,,4,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008837,11,,14,4,9,7,8,17,2,32,,,5,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008847,12,,10,7,3,4,7,11,3,46,,,7,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008857,13,,18,4,10,4,11,13,2,52,,,6,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008867,14,,7,1,16,7,15,15,1,28,,,3,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008877,15,,17,3,3,4,7,12,3,41,,,6,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008887,16,,13,6,11,10,8,11,9,29,,,4,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008897,17,,19,7,8,7,8,17,5,44,,,4,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008907,18,,17,5,10,10,8,11,7,28,,,6,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008917,19,,19,6,6,4,4,5,4,40,,,2,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008927,20,,15,8,12,0,10,15,2,31,,,3,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008937,21,,21,7,8,8,14,11,4,48,,,3,68,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,175,Escuela Buenas Nuevas A,3008947,22,,10,5,6,1,2,10,3,10,,,2,37,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006297,1,,10,5,3,2,5,18,4,24,,,3,111,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006307,2,,9,2,11,10,3,15,5,28,,,2,101,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006317,3,,10,2,9,5,9,14,1,35,,,5,97,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006327,4,,13,6,8,12,9,12,0,33,,,2,94,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006337,5,,13,7,9,9,10,12,3,22,,,3,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006347,6,,17,4,5,12,6,19,4,18,,,1,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,176,Escuela Camara Junior,3006357,7,,2,3,7,3,3,3,0,8,,,2,40,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006517,1,,14,6,4,4,7,24,7,37,,,4,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006527,2,,8,2,10,6,11,18,1,31,,,5,93,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006537,3,,8,8,4,5,5,22,4,41,,,4,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006547,4,,13,3,6,4,4,9,3,53,,,9,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006557,5,,13,4,6,7,5,8,6,42,,,4,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006567,6,,8,7,8,8,6,9,5,50,,,5,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006577,7,,13,7,4,3,6,10,11,34,,,10,76,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006587,8,,12,3,5,10,12,23,2,57,,,6,67,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006597,9,,10,3,6,6,13,11,5,47,,,5,93,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006607,10,,10,3,7,2,9,14,5,49,,,4,83,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006617,11,,11,3,6,9,7,12,7,31,,,5,90,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006627,12,,8,8,11,10,6,12,1,49,,,8,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006637,13,,10,7,5,8,4,13,1,57,,,4,80,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,177,Unidad Educ. Eduardo Lopez O E. Don Bosco,3006647,14,,0,3,1,6,1,5,1,7,,,3,23,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007527,1,,20,3,7,7,4,8,3,35,,,0,106,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007537,2,,16,6,10,3,7,14,2,29,,,3,109,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007547,3,,20,6,4,4,5,17,2,41,,,3,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007557,4,,21,0,6,6,7,9,2,54,,,9,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007567,5,,12,3,7,10,8,14,9,35,,,2,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007577,6,,8,3,10,9,7,16,2,33,,,1,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007587,7,,14,1,6,5,7,7,3,39,,,4,87,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007597,8,,13,5,5,5,9,18,7,32,,,3,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007607,9,,12,3,14,4,4,15,5,50,,,0,82,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007617,10,,9,2,11,1,7,10,2,34,,,6,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007627,11,,17,7,6,4,6,12,5,34,,,4,102,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007637,12,,10,2,10,4,14,14,4,43,,,5,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007647,13,,11,5,11,7,10,13,7,32,,,1,99,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007657,14,,11,4,8,8,15,14,2,20,,,3,107,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007667,15,,12,4,13,4,6,21,1,36,,,6,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007677,16,,14,1,14,8,7,13,4,24,,,3,94,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,178,Centro Educativo P.  Maria Auxiliadora,3007687,17,,7,1,4,6,4,7,4,29,,,5,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007697,1,,17,6,8,9,4,16,7,32,,,2,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007707,2,,16,3,5,7,4,9,3,19,,,4,132,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007717,3,,17,1,5,8,7,13,3,33,,,0,111,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007727,4,,13,7,6,8,12,12,6,23,,,4,101,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007737,5,,12,2,5,6,7,13,4,23,,,2,120,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007747,6,,13,3,8,11,12,12,3,43,,,2,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007757,7,,5,5,13,7,4,14,6,26,,,2,87,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007767,8,,14,7,5,7,10,11,5,34,,,4,97,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007777,9,,11,5,6,5,9,15,5,29,,,1,110,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007787,10,,16,0,8,3,7,18,5,29,,,6,108,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007797,11,,14,6,14,5,7,9,4,20,,,1,124,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007807,12,,16,1,10,7,14,9,5,24,,,0,118,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007817,13,,14,5,9,7,5,15,4,28,,,3,107,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007827,14,,8,2,10,5,5,13,1,25,,,4,115,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007837,15,,10,2,14,8,6,15,4,22,,,3,100,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007847,16,,24,4,7,8,16,10,3,30,,,1,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007857,17,,9,5,6,9,6,24,4,23,,,3,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007867,18,,15,4,2,4,5,18,2,22,,,9,116,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007877,19,,12,2,9,12,10,12,4,21,,,3,113,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007887,20,,23,4,6,9,3,13,0,26,,,5,111,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007897,21,,12,3,4,10,16,11,4,29,,,3,102,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007907,22,,15,5,14,10,9,12,3,32,,,0,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007917,23,,14,7,8,7,13,17,3,27,,,0,106,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007927,24,,11,1,10,4,8,9,9,20,,,1,121,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007937,25,,9,3,5,6,9,17,2,29,,,2,110,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007947,26,,8,3,3,11,5,14,7,23,,,3,110,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007957,27,,17,2,6,10,11,6,3,30,,,3,116,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007967,28,,10,3,4,8,6,14,6,25,,,3,108,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007977,29,,11,2,5,12,7,18,1,23,,,2,117,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007987,30,,12,5,8,4,13,17,5,21,,,2,110,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,179,Colegio San Francisco de Asis,3007997,31,,14,3,7,13,5,15,3,27,,,3,63,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011947,1,,14,5,18,5,8,18,5,47,,,3,71,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011957,2,,19,10,13,4,5,15,6,46,,,4,71,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011967,3,,11,4,13,7,6,14,7,51,,,6,68,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011977,4,,14,8,9,7,5,5,11,64,,,5,64,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011987,5,,0,8,6,9,7,19,6,49,,,5,70,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011997,6,,11,3,8,10,5,25,4,41,,,3,71,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012007,7,,11,6,13,9,3,8,11,65,,,2,61,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012017,8,,10,4,6,4,4,11,6,58,,,5,64,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012027,9,,17,4,6,9,6,24,9,43,,,4,63,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012037,10,,11,7,17,7,5,10,7,54,,,7,56,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012047,11,,16,1,9,2,13,9,3,58,,,3,71,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012057,12,,20,7,10,5,9,9,7,51,,,4,67,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012067,13,,16,2,15,10,11,10,9,32,,,2,81,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010327,1,,10,6,7,11,12,13,3,45,,,4,77,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010337,2,,15,3,12,7,10,17,7,54,,,7,68,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010347,3,,15,6,7,7,5,11,1,62,,,6,68,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010357,4,,18,4,13,6,5,6,7,55,,,1,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010367,5,,13,12,7,8,9,9,7,43,,,1,90,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010377,6,,6,8,6,6,2,10,5,58,,,7,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010387,7,,13,5,7,4,5,12,4,56,,,5,55,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010397,8,,19,4,10,11,10,19,5,53,,,1,55,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010407,9,,9,5,10,9,8,10,2,65,,,6,70,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010417,10,,19,3,10,10,1,12,6,44,,,9,77,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010427,11,,10,0,13,4,2,12,6,44,,,7,80,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010437,12,,21,7,5,6,6,10,6,62,,,6,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010447,13,,18,6,12,6,4,7,8,47,,,7,76,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010457,14,,14,3,9,6,1,13,7,59,,,6,67,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010467,15,,2,0,2,0,1,6,2,18,,,0,12,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012417,1,,12,7,17,6,4,12,5,64,,,2,43,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012427,2,,11,2,8,9,7,9,3,78,,,4,50,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012437,3,,10,4,14,4,5,10,2,68,,,6,59,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012447,4,,14,7,4,5,2,9,2,70,,,8,59,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012457,5,,9,7,13,5,1,11,6,69,,,9,50,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012467,6,,8,8,21,7,7,8,4,64,,,5,58,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012477,7,,14,2,12,7,7,6,3,58,,,7,66,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012487,8,,18,8,17,3,2,12,5,60,,,6,55,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012497,9,,11,9,13,9,5,8,3,63,,,2,55,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012507,10,,15,3,9,6,4,16,4,72,,,5,51,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012517,11,,12,5,14,6,5,16,10,73,,,4,40,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012527,12,,11,4,12,7,1,11,8,83,,,2,52,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012537,13,,18,7,16,2,11,21,4,70,,,2,51,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012547,14,,14,4,14,0,5,12,7,64,,,8,55,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012557,15,,12,6,19,6,5,12,7,77,,,1,51,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012567,16,,10,6,24,7,5,14,3,61,,,4,57,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012577,17,,10,6,14,5,4,14,4,64,,,3,46,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010607,1,,12,7,13,6,6,8,2,32,,,6,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010617,2,,14,6,7,5,5,12,5,53,,,2,74,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010627,3,,14,1,13,6,7,13,2,50,,,4,70,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010637,4,,13,3,11,11,7,22,5,41,,,4,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010647,5,,19,2,15,9,5,21,6,61,,,2,52,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010657,6,,12,4,14,8,10,9,1,60,,,2,62,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010667,7,,20,2,13,9,8,17,1,54,,,2,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010677,8,,12,5,3,2,6,19,5,56,,,5,56,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010687,9,,13,5,8,3,1,12,4,72,,,6,51,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010697,10,,17,3,9,6,3,16,1,56,,,6,70,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010707,11,,14,2,9,3,6,12,9,51,,,4,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010717,12,,16,6,5,6,12,14,3,52,,,8,66,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010727,13,,13,7,12,6,7,21,5,47,,,1,57,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010737,14,,13,9,7,4,5,12,1,59,,,8,52,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010747,15,,12,7,7,8,8,18,1,57,,,10,62,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010757,16,,21,6,13,8,6,15,6,61,,,2,61,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010767,17,,15,6,20,5,5,9,7,47,,,6,70,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010777,18,,16,8,9,8,9,12,4,51,,,5,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010787,19,,9,2,7,4,3,6,2,21,,,1,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011677,1,,9,9,10,7,6,15,5,56,,,7,71,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011687,2,,13,5,9,9,3,23,5,63,,,6,57,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011697,3,,17,7,8,5,4,26,7,54,,,8,64,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011707,4,,16,6,4,7,6,17,5,60,,,6,57,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011717,5,,18,3,9,8,4,16,6,54,,,7,67,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011727,6,,21,2,10,11,3,10,6,63,,,5,56,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011737,7,,15,7,8,9,2,10,4,53,,,0,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011747,8,,3,1,3,3,3,3,4,26,,,1,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011757,1,,12,2,6,5,4,3,7,96,,,5,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011767,2,,12,5,7,7,9,8,6,91,,,8,38,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011777,3,,14,4,6,9,5,5,6,86,,,3,48,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011787,4,,8,5,6,3,5,5,4,102,,,3,29,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011797,5,,8,4,9,2,4,13,4,87,,,6,25,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011807,6,,12,6,7,3,4,5,4,100,,,1,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011817,7,,17,7,9,9,1,7,4,92,,,4,33,,,,,,,,
