CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,DEMOCRATAS,PDC,ISA,CDC,T,UNIR,PATRIA,AIR,NGP,SOMOSCHACO,MATE,APB-SUMATE,A-UPP,CCGT,FAU
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006617,1,9,3,29,2,,65,6,34,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006627,2,11,2,17,6,,69,7,27,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006637,3,5,1,18,1,,92,6,38,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006647,4,9,2,18,3,,65,7,41,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006657,5,6,1,25,3,,59,1,40,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006667,6,2,2,15,0,,50,6,19,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002507,1,7,4,20,10,,50,3,23,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002517,2,3,2,16,0,,78,0,25,,5,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002527,3,1,0,22,1,,52,3,25,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002537,4,2,0,41,4,,74,2,23,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002547,5,4,4,18,4,,54,1,29,,1,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002557,6,8,4,23,4,,46,2,24,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002567,7,1,1,13,6,,58,0,30,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002577,8,3,1,27,2,,59,0,28,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002587,9,16,0,25,7,,58,0,25,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002597,10,7,1,27,6,,55,2,28,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002607,11,5,4,16,7,,58,2,20,,6,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002617,12,8,0,7,2,,56,0,32,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002627,13,7,2,22,3,,57,3,26,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002637,14,5,1,15,5,,64,5,33,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002647,15,7,3,18,9,,70,3,24,,4,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002657,16,6,0,18,3,,70,1,21,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002667,17,3,1,9,6,,71,4,31,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002677,18,4,1,20,2,,64,4,36,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002687,19,6,0,23,2,,56,6,23,,3,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002697,20,2,2,19,2,,44,1,16,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007467,1,7,2,15,3,,63,1,23,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007477,2,4,1,12,4,,74,7,30,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007487,3,8,2,12,3,,64,5,42,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007497,4,5,0,15,4,,63,0,37,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007507,5,9,0,19,2,,78,2,35,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007517,6,3,3,18,2,,65,4,29,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007527,7,7,2,27,4,,52,2,24,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007537,8,7,0,18,2,,59,0,25,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007547,9,18,1,18,2,,50,1,15,,4,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007557,10,7,0,26,1,,68,0,28,,4,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007567,11,5,2,14,1,,83,3,30,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007577,12,4,1,18,7,,75,1,37,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007587,13,6,0,11,3,,64,0,15,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007237,1,3,2,8,4,,77,7,35,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007247,2,11,3,19,4,,68,10,30,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007257,3,9,2,11,4,,73,9,25,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007267,4,8,3,24,5,,65,5,22,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007277,5,6,2,21,3,,81,5,14,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007287,6,5,2,16,3,,76,6,34,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007297,7,5,0,15,2,,76,12,35,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007307,8,4,3,13,4,,80,9,33,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007317,9,5,0,13,3,,64,5,33,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007327,10,4,4,20,13,,52,11,34,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007337,11,2,1,12,3,,75,9,27,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007347,12,3,3,24,4,,75,4,36,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007357,13,7,0,20,1,,80,10,27,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007367,14,3,2,9,3,,76,13,23,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007377,15,4,3,18,5,,73,7,31,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007387,16,2,0,12,5,,75,12,30,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007397,17,2,1,16,1,,64,11,20,,0,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007407,18,0,0,1,3,,34,3,8,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003397,1,4,5,24,5,,71,0,26,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003407,2,3,3,19,6,,62,4,31,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003417,3,4,1,21,5,,70,3,27,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003427,4,7,1,19,5,,56,1,45,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003437,5,3,2,18,5,,61,3,29,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003447,6,7,1,20,2,,50,5,34,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003457,7,9,0,17,6,,53,6,29,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003467,8,6,0,12,6,,66,3,19,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003477,9,4,0,14,1,,74,3,29,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003487,10,5,2,19,4,,61,2,34,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003497,11,6,2,20,4,,71,3,29,,6,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003507,12,4,0,18,7,,76,2,29,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003517,13,7,0,15,4,,70,0,18,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003527,14,4,5,24,7,,60,3,35,,2,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003537,15,7,1,17,9,,64,0,35,,2,,,,11,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003547,16,7,0,17,4,,65,1,31,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003557,17,7,2,17,4,,74,4,31,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003567,18,10,3,32,4,,67,2,35,,4,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003577,19,7,1,21,3,,63,2,32,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003587,20,6,0,30,1,,70,0,22,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002707,1,7,0,12,3,,82,2,32,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002717,2,3,1,22,2,,72,3,37,,4,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002727,3,4,0,21,6,,58,0,37,,6,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002737,4,7,1,15,10,,59,3,24,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002747,5,4,0,23,4,,65,0,33,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002757,6,2,1,21,6,,77,3,18,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002767,7,7,2,30,1,,68,2,29,,7,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002777,8,9,2,22,7,,74,2,21,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002787,9,4,0,18,7,,72,0,36,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002797,10,5,1,29,3,,67,2,26,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002807,11,4,5,23,6,,74,4,25,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002817,12,2,0,13,7,,75,0,23,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002827,13,3,0,17,7,,63,0,22,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002837,14,1,0,10,4,,16,0,9,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001787,1,1,0,21,7,,70,2,38,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001797,2,4,1,29,2,,64,6,29,,2,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001807,3,6,1,19,6,,62,3,18,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001817,4,8,0,27,7,,45,0,17,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001827,5,10,0,23,2,,72,2,27,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001837,6,3,1,23,8,,54,2,29,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001847,7,9,3,23,7,,50,1,30,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001857,8,6,3,13,2,,86,4,23,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001867,9,4,1,24,4,,65,5,18,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001877,10,1,0,2,0,,8,3,5,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003807,1,5,0,19,1,,92,5,28,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003817,2,5,1,19,2,,80,2,37,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003827,3,5,2,16,4,,77,4,30,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003837,4,4,5,17,4,,78,6,34,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003847,5,1,0,10,5,,83,10,21,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003857,6,6,2,11,7,,102,13,32,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003867,7,3,1,17,4,,80,1,38,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003877,8,8,4,16,2,,79,4,36,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003887,9,5,1,25,1,,101,4,30,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003897,10,3,1,19,2,,88,7,28,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003907,11,3,1,25,5,,99,2,16,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003917,12,2,0,9,0,,84,2,40,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003927,13,5,3,14,3,,93,4,22,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003937,14,4,1,22,3,,84,3,26,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003947,15,6,0,14,0,,88,0,27,,4,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003957,16,4,2,13,8,,79,4,26,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003967,17,4,0,26,4,,85,3,23,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003977,18,3,0,17,2,,91,2,26,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003987,19,4,0,18,4,,95,2,41,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003997,20,0,0,4,1,,57,0,13,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003087,1,2,0,13,7,,61,4,28,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003097,2,7,2,20,2,,60,0,29,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003107,3,5,3,24,4,,72,2,21,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003117,4,3,2,22,3,,61,2,23,,6,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003127,5,5,0,18,5,,70,0,16,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003137,6,7,2,15,2,,72,3,24,,5,,,,9,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003147,7,5,2,26,4,,81,2,21,,0,,,,13,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003157,8,7,0,22,8,,55,4,19,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003167,9,7,2,22,4,,62,1,31,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003177,10,5,0,20,7,,73,2,16,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003187,11,9,2,23,1,,74,2,19,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003197,12,7,0,14,6,,65,0,32,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003207,13,8,1,23,3,,65,4,32,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003217,14,5,1,33,1,,69,1,27,,5,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003227,15,9,2,28,6,,55,10,20,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003237,16,5,1,14,5,,68,1,20,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003247,17,3,0,18,2,,80,5,19,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003257,18,13,2,21,0,,67,6,19,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003267,19,6,2,21,1,,73,1,19,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003277,20,7,1,17,4,,71,0,22,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003287,21,7,1,14,5,,41,1,20,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006677,1,4,0,19,5,,66,15,34,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006687,2,1,0,25,4,,79,0,33,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006697,3,8,2,19,4,,77,7,29,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006707,4,3,3,20,3,,67,7,36,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006717,5,3,0,25,2,,70,10,25,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006727,6,5,1,12,7,,67,6,39,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006737,7,8,1,26,2,,64,5,30,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006747,8,3,1,21,2,,95,0,32,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006757,9,3,0,26,6,,71,8,30,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006767,10,5,3,18,1,,65,9,31,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,112,U.E. Teresa De Calcuta,6006777,11,1,1,0,1,,12,1,3,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004477,1,9,0,15,5,,87,0,18,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004487,2,6,0,20,7,,72,0,26,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004497,3,5,0,13,3,,79,0,25,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004507,4,14,0,20,6,,100,0,24,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004517,5,7,0,18,3,,83,0,30,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004527,6,9,0,12,4,,79,0,36,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004537,7,5,0,14,5,,76,7,18,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004547,8,7,2,20,5,,68,5,20,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004557,9,5,2,13,2,,64,4,28,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004567,10,14,2,9,2,,74,4,33,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004577,11,5,0,19,5,,84,0,22,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004587,12,11,1,15,9,,59,6,36,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004597,13,15,2,21,2,,76,3,28,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,113,U.E. Pampa Galana,6004607,14,4,1,7,1,,18,2,9,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006567,1,5,0,20,4,,77,0,28,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006577,2,2,1,14,3,,96,6,39,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006587,3,0,4,19,4,,57,26,31,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006597,4,3,3,15,1,,81,16,33,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25548,Centro de Capacitacion Municipal,6006607,5,5,2,13,2,,68,5,26,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003297,1,5,0,22,10,,55,2,23,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003307,2,5,0,31,4,,57,3,25,,5,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003317,3,6,2,28,6,,54,1,23,,5,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003327,4,6,3,25,6,,51,4,25,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003337,5,4,2,29,6,,55,2,32,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003347,6,3,1,19,4,,54,1,30,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003357,7,6,3,30,6,,47,4,22,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003367,8,6,2,29,9,,50,2,25,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003377,9,4,0,20,4,,67,4,20,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,25709,U.E. Humberto Portocarrero 1,6003387,10,1,0,3,1,,5,0,5,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006487,1,3,0,17,2,,83,0,36,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006497,2,2,0,15,4,,71,0,46,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006507,3,2,0,27,3,,80,0,40,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006517,4,0,0,21,3,,74,0,40,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006527,5,8,0,16,5,,70,0,40,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006537,6,3,0,20,7,,78,0,34,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006547,7,4,0,11,1,,78,0,41,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25710,U.E. Carmen Mealla,6006557,8,2,0,4,0,,43,0,15,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003597,1,5,0,13,1,,96,0,17,,0,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003607,2,3,1,24,1,,59,0,27,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003617,3,4,0,14,3,,79,3,27,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003627,4,4,1,19,6,,69,3,24,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003637,5,2,1,20,2,,94,1,31,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003647,6,4,5,29,1,,72,0,21,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003657,7,3,0,16,7,,81,0,14,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003667,8,5,0,24,3,,71,2,28,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003677,9,3,1,21,1,,68,5,27,,4,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,25711,U.E. Lourdes,6003687,10,7,0,27,8,,53,0,27,,5,,,,3,,
