CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,GH,A-UPP,SPT,NGP,DEMOCRATAS,UN,FE,PATRIA-UNIDOS,UNIDOS,LIBRE,SOL,TODOS-,CREEMOS,PDC,PSC,ASIP,VOS,MTS,PC,APC,LIBRES,NPC,CAMPO,MN,APB-SUMATE,MATICO,VPT,SW,PP
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020707,22,,0,9,1,,3,1,11,2,,0,25,,7,8,0,67,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020717,23,,3,3,0,,0,2,6,1,,0,6,,1,9,0,111,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020727,24,,3,7,0,,0,0,15,2,,0,13,,1,7,0,90,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020737,25,,1,13,0,,3,2,7,2,,0,7,,2,15,0,82,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020747,26,,1,9,2,,2,2,10,3,,0,18,,2,7,0,92,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020757,27,,2,18,0,,2,1,2,2,,0,8,,3,12,0,79,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020767,28,,0,6,1,,0,1,13,1,,0,9,,5,7,0,82,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020777,29,,0,14,2,,0,5,12,1,,0,28,,0,11,0,115,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020787,30,,0,11,0,,0,1,8,2,,0,9,,2,5,0,84,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,7027,U.E. 26 De Septiembre,7020797,31,,1,4,0,,0,1,7,1,,0,8,,0,10,0,61,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042687,1,,2,5,0,,1,1,13,3,,0,0,,1,11,0,101,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042697,2,,3,6,0,,4,1,12,1,,0,9,,1,15,0,109,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042707,3,,3,7,1,,3,0,8,1,,0,24,,4,6,0,93,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042717,4,,0,7,1,,1,1,11,3,,0,7,,1,14,0,103,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042727,5,,1,5,2,,1,0,11,2,,0,9,,1,16,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042737,6,,0,8,0,,4,2,3,3,,0,5,,0,9,0,124,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8000,U.E. Delcy Martinez,7042747,7,,0,8,0,,1,2,3,1,,0,3,,0,7,0,103,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042597,1,,2,11,2,,2,0,14,4,,0,13,,0,16,0,85,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042607,2,,1,9,0,,2,0,15,0,,0,10,,4,12,0,82,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042617,3,,2,8,0,,2,3,8,3,,0,21,,0,9,0,88,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042627,4,,0,9,0,,3,1,11,6,,0,11,,2,12,0,83,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042637,5,,4,10,1,,2,3,17,3,,0,21,,1,14,0,121,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042647,6,,0,7,1,,2,2,14,3,,0,12,,0,19,0,92,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042657,7,,1,4,0,,2,3,8,6,,0,11,,3,10,0,99,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042667,8,,3,7,0,,1,0,7,1,,0,18,,0,17,0,92,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8001,Col. Esc. Roca Coronado,7042677,9,,1,19,0,,2,0,15,3,,0,19,,0,6,0,64,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033287,1,,2,7,1,,0,0,12,1,,0,6,,2,12,0,122,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033297,2,,0,10,0,,6,4,9,4,,0,3,,1,13,0,108,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033307,3,,1,10,0,,3,0,12,3,,0,10,,3,11,0,95,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033317,4,,1,12,0,,6,3,7,3,,0,21,,1,11,0,103,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033327,5,,1,9,0,,7,2,9,3,,0,9,,3,13,0,106,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033337,6,,1,10,0,,2,0,11,2,,0,10,,1,11,0,102,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033347,7,,1,7,0,,1,0,5,3,,0,3,,0,8,0,93,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033357,8,,0,5,0,,0,0,11,3,,0,10,,2,18,0,99,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8002,Colegio Martin Sapp,7033367,9,,0,1,0,,0,2,8,0,,0,2,,0,6,0,59,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036447,1,,3,2,1,,3,2,4,1,,0,9,,1,14,0,105,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036457,2,,1,9,1,,3,2,7,2,,0,4,,1,19,0,110,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036467,3,,4,5,0,,2,1,6,4,,0,14,,0,22,0,111,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036477,4,,1,12,1,,3,2,7,2,,0,16,,0,7,0,105,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036487,5,,4,6,0,,4,1,9,3,,0,8,,1,15,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036497,6,,0,8,2,,2,4,9,2,,0,11,,1,7,0,88,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036507,7,,2,6,0,,4,1,14,1,,0,15,,1,7,0,94,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036517,8,,0,10,3,,5,3,5,0,,0,14,,0,16,0,108,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036527,9,,0,10,0,,5,2,3,1,,0,8,,1,11,0,86,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036537,10,,1,5,0,,1,1,4,3,,0,11,,2,13,0,114,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036547,11,,0,7,0,,4,0,6,1,,0,11,,2,11,0,113,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036557,12,,0,11,0,,5,3,7,1,,0,12,,3,15,0,109,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036567,13,,0,8,1,,2,1,12,1,,0,10,,0,7,0,114,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036577,14,,0,4,0,,2,3,3,0,,0,3,,1,12,0,130,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8003,Col. Rodolfo Joem,7036587,15,,1,1,0,,1,1,6,0,,0,1,,1,4,0,52,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028257,1,,0,9,0,,3,1,9,5,,0,6,,1,14,0,110,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028267,2,,0,4,1,,5,5,6,1,,0,5,,0,12,0,126,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028277,3,,1,7,0,,6,1,10,1,,0,6,,1,15,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028287,4,,0,9,0,,2,1,7,4,,0,4,,0,15,0,121,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028297,5,,0,8,0,,5,0,6,2,,0,10,,0,9,0,112,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028307,6,,0,13,2,,1,0,14,0,,0,8,,1,15,0,97,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028317,7,,2,7,2,,4,3,6,1,,0,6,,0,14,0,102,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028327,8,,0,6,2,,4,1,5,1,,0,4,,1,27,0,115,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028337,9,,1,7,0,,4,1,10,3,,0,1,,0,14,0,94,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028347,10,,1,8,0,,3,1,4,1,,0,3,,0,14,0,107,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028357,11,,0,9,1,,3,2,9,1,,0,8,,0,13,0,113,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8004,Col. Cañada Pailitas,7028367,12,,0,9,1,,2,7,3,0,,0,2,,0,20,0,71,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030037,1,,1,4,0,,2,0,4,1,,0,9,,1,8,0,86,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030047,2,,2,10,0,,5,2,7,2,,0,10,,1,9,0,97,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030057,3,,0,9,0,,0,0,11,0,,0,14,,2,13,0,112,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030067,4,,0,7,0,,2,1,9,2,,0,9,,0,12,0,101,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030077,5,,3,15,1,,3,1,18,3,,0,11,,4,19,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030087,6,,0,12,0,,10,1,11,1,,0,7,,2,9,0,120,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030097,7,,1,7,0,,2,2,9,2,,0,16,,2,18,0,82,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030107,8,,2,13,1,,2,2,12,2,,0,15,,3,11,0,90,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030117,9,,0,13,0,,0,2,5,3,,0,1,,0,10,0,104,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030127,10,,2,10,2,,7,1,7,1,,0,21,,1,15,0,90,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030137,11,,2,7,1,,6,2,12,2,,0,18,,3,9,0,104,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030147,12,,0,8,0,,2,1,10,1,,0,4,,1,15,0,104,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030157,13,,1,10,1,,3,2,12,1,,0,11,,0,7,0,105,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030167,14,,1,4,0,,4,4,7,1,,0,9,,2,18,0,98,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030177,15,,2,7,1,,5,1,9,4,,0,11,,2,7,0,100,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030187,16,,3,14,2,,5,5,11,4,,0,9,,2,22,0,96,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030197,17,,1,10,1,,5,2,5,2,,0,11,,3,15,0,121,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030207,18,,1,7,0,,1,1,5,0,,0,15,,2,12,0,116,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030217,19,,0,9,0,,4,3,4,0,,0,8,,2,10,0,112,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030227,20,,4,9,1,,3,3,8,2,,0,12,,4,12,0,102,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030237,21,,2,10,1,,0,0,8,1,,0,4,,0,20,0,118,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030247,22,,1,6,1,,4,1,4,3,,0,11,,0,12,0,119,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030257,23,,1,13,1,,2,6,10,3,,0,17,,4,10,0,107,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030267,24,,1,5,1,,0,1,5,4,,0,7,,2,10,0,121,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030277,25,,0,8,0,,4,1,9,2,,0,3,,0,17,0,111,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030287,26,,0,7,1,,4,5,7,6,,0,6,,1,9,0,114,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030297,27,,1,15,0,,4,1,8,0,,0,3,,2,13,0,103,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030307,28,,2,8,0,,6,2,14,2,,0,10,,1,9,0,104,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030317,29,,0,4,0,,2,2,6,1,,0,7,,1,6,0,126,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030327,30,,0,8,0,,4,3,9,0,,0,7,,1,15,0,115,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8005,Col. Buenas Nuevas,7030337,31,,0,5,0,,3,1,8,3,,0,7,,1,5,0,122,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029047,1,,1,10,1,,3,0,6,2,,0,13,,2,10,0,85,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029057,2,,3,10,1,,2,2,8,3,,0,10,,0,13,0,86,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029067,3,,1,9,0,,1,2,9,4,,0,4,,1,11,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029077,4,,0,13,1,,4,3,4,1,,0,6,,2,9,0,110,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029087,5,,2,12,0,,1,4,7,1,,0,23,,1,10,0,103,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029097,6,,5,10,1,,7,0,12,2,,0,6,,5,10,0,85,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029107,7,,0,17,0,,1,0,8,1,,0,23,,7,8,0,90,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029117,8,,2,14,0,,1,1,5,0,,0,13,,2,6,0,94,3,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029127,9,,2,8,0,,1,2,6,2,,0,2,,1,12,0,92,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029137,10,,4,6,1,,0,2,4,3,,0,8,,2,11,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029147,11,,0,6,0,,4,4,17,0,,0,6,,1,10,0,95,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029157,12,,0,6,1,,1,0,11,3,,0,13,,1,9,0,89,3,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029167,13,,1,6,0,,2,2,15,1,,0,9,,1,9,0,103,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029177,14,,1,6,1,,1,2,6,3,,0,8,,1,18,0,93,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029187,15,,3,14,0,,4,1,11,2,,0,20,,3,8,0,77,4,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029197,16,,2,13,0,,1,1,5,1,,0,11,,2,8,0,88,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029207,17,,1,10,0,,1,0,7,1,,0,3,,1,11,0,100,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029217,18,,2,7,0,,4,0,9,3,,0,3,,2,13,0,104,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029227,19,,0,13,0,,2,1,11,2,,0,9,,0,5,0,103,3,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029237,20,,1,11,2,,2,1,5,1,,0,4,,0,16,0,111,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029247,21,,2,11,1,,3,1,9,1,,0,9,,0,9,0,89,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029257,22,,4,13,0,,2,0,9,0,,0,17,,0,10,0,88,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029267,23,,2,6,0,,3,1,14,1,,0,5,,0,9,0,107,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029277,24,,1,6,1,,2,2,4,3,,0,6,,1,11,0,103,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029287,25,,2,12,0,,2,0,10,2,,0,12,,0,14,0,104,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029297,26,,2,7,0,,5,1,7,2,,0,7,,4,9,0,102,2,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029307,27,,0,7,0,,1,0,5,4,,0,8,,1,13,0,107,1,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029317,28,,1,13,1,,2,1,10,3,,0,7,,2,9,0,87,4,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029327,29,,0,7,0,,3,0,8,1,,0,7,,2,8,0,113,0,,,,,,,,,,,
1,Andrés Ibáñez,1,Santa Cruz de La Sierra,2234,Santa Cruz de la Sierra,8006,Col. 12 de Diciembre,7029337,30,,1,16,0,,4,1,10,2,,0,8,,0,2,0,90,1,,,,,,,,,,,
