CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,DEMOCRATAS,PDC,ISA,CDC,T,UNIR,PATRIA,AIR,NGP,SOMOSCHACO,MATE,APB-SUMATE,A-UPP,FAU,CCGT
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005357,11,3,0,12,2,,118,0,59,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005367,12,2,0,15,3,,113,0,55,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005377,13,2,0,14,3,,121,0,52,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,70,U.E. Juana Azurduy De Padilla,6005387,14,4,0,24,3,,96,0,40,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004617,1,7,0,19,4,,114,0,52,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004627,2,8,0,17,3,,125,0,35,,5,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004637,3,7,0,17,4,,100,0,53,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004647,4,8,0,24,5,,103,0,34,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004657,5,8,0,25,3,,107,0,41,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004667,6,16,0,13,6,,112,0,46,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004677,7,9,0,17,5,,122,0,41,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004687,8,10,0,19,2,,115,0,58,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004697,9,7,0,30,4,,100,0,42,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004707,10,3,0,34,2,,117,0,45,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004717,11,6,0,24,6,,101,0,39,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004727,12,4,0,19,5,,121,0,47,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004737,13,14,0,29,3,,112,0,42,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004747,14,6,0,20,4,,108,0,54,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004757,15,9,0,19,7,,112,0,39,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004767,16,5,0,12,4,,116,0,55,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,71,U.E. Esteban Migliaci,6004777,17,0,0,2,0,,14,0,4,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004097,1,2,0,15,3,,133,0,43,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004107,2,6,0,15,6,,109,0,49,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004117,3,3,0,17,3,,112,0,50,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004127,4,6,0,19,2,,120,0,54,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004137,5,6,0,23,2,,87,0,52,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004147,6,4,0,15,1,,125,0,39,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004157,7,8,0,17,5,,131,0,43,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004167,8,4,0,17,4,,112,0,58,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004177,9,8,0,22,4,,113,0,50,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004187,10,4,0,16,3,,105,0,50,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004197,11,6,0,16,4,,106,0,69,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004207,12,6,0,23,2,,99,0,60,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004217,13,6,0,22,1,,113,0,48,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004227,14,6,0,18,7,,107,0,50,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004237,15,5,0,21,7,,97,0,51,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004247,16,7,0,10,1,,113,0,57,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004257,17,0,0,25,3,,92,0,58,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004267,18,5,0,13,4,,121,0,48,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,72,U.E. Juan XXIII,6004277,19,3,0,11,2,,63,0,30,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6004987,1,6,0,21,9,,105,0,42,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6004997,2,11,0,20,4,,115,0,35,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005007,3,4,0,29,7,,100,0,43,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005017,4,4,0,26,5,,99,0,46,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005027,5,4,0,33,12,,106,0,35,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005037,6,5,0,21,3,,95,0,33,,5,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005047,7,9,0,26,7,,86,0,34,,3,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005057,8,7,0,18,2,,112,0,36,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005067,9,7,0,22,6,,114,0,41,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005077,10,7,0,32,4,,89,0,41,,4,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005087,11,11,0,21,7,,102,0,36,,4,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005097,12,5,0,26,5,,97,0,34,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005107,13,2,0,21,4,,106,0,31,,5,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005117,14,7,0,27,3,,101,0,33,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005127,15,7,0,32,12,,102,0,25,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005137,16,7,0,21,3,,123,0,39,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005147,17,5,0,27,2,,111,0,37,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005157,18,6,0,26,2,,100,0,40,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005167,19,3,0,28,11,,98,0,34,,3,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005177,20,3,0,31,5,,106,0,39,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005187,21,3,0,28,4,,108,0,42,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005197,22,3,0,21,3,,112,0,35,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005207,23,4,0,33,2,,89,0,40,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005497,1,1,0,24,4,,109,0,47,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005507,2,0,0,26,2,,121,0,47,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005517,3,2,0,23,2,,114,0,47,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005527,4,4,0,20,1,,98,0,57,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005537,5,1,0,20,4,,122,0,36,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005547,6,2,0,21,2,,118,0,48,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005557,7,3,0,19,4,,121,0,40,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005567,8,4,0,24,1,,114,0,48,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005577,9,3,0,17,1,,83,0,33,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001527,1,3,0,21,8,,111,0,58,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001537,2,5,0,16,3,,105,0,57,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001547,3,6,0,31,1,,100,0,62,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001557,4,4,0,14,2,,126,0,40,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001567,5,7,0,14,3,,101,0,57,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001577,6,9,0,16,5,,94,0,58,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001587,7,2,0,20,5,,116,0,48,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001597,8,2,0,20,3,,116,0,49,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001607,9,4,0,37,3,,104,0,47,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001617,10,5,0,21,2,,112,0,37,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001627,11,3,0,22,5,,107,0,36,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001637,12,5,0,17,7,,104,0,60,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001647,13,3,0,25,4,,104,0,48,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001657,14,8,0,16,5,,113,0,40,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001667,15,8,0,21,3,,97,0,59,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001677,16,5,0,11,6,,107,0,56,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001687,17,4,0,20,1,,99,0,71,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001697,18,8,0,22,1,,83,0,57,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001707,19,5,0,14,5,,114,0,41,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001717,20,7,0,24,4,,103,0,57,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001727,21,6,0,17,3,,110,0,57,,0,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001737,22,8,0,30,7,,93,0,48,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001747,23,5,0,30,2,,101,0,51,,5,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001757,24,6,0,20,4,,112,0,46,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001767,25,7,0,22,1,,112,0,55,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001777,26,1,0,18,2,,98,0,39,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005667,1,6,0,18,5,,101,0,51,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005677,2,3,0,31,8,,94,0,41,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005687,3,2,0,17,0,,125,0,53,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005697,4,2,0,32,2,,106,0,44,,0,,,,8,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005707,5,5,0,23,6,,99,0,37,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005717,6,4,0,19,5,,101,0,35,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005727,7,3,0,26,6,,109,0,46,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005737,8,7,0,26,4,,97,0,44,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005747,9,4,0,20,3,,108,0,45,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005757,10,9,0,11,6,,110,0,46,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005767,11,5,0,31,3,,102,0,37,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005777,12,7,0,26,7,,79,0,60,,2,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005787,13,3,0,32,5,,107,0,41,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005797,14,5,0,18,5,,99,0,52,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005807,15,8,0,27,5,,96,0,41,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005817,16,13,0,19,7,,116,0,37,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005827,17,9,0,26,3,,97,0,51,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005837,18,5,0,20,4,,112,0,46,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007847,1,5,0,16,2,,94,0,42,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007857,2,6,0,19,5,,112,0,38,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007867,3,5,0,29,10,,87,0,36,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007877,4,9,0,20,1,,100,0,39,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007887,5,5,0,17,3,,112,0,43,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007897,6,7,0,18,8,,94,0,35,,4,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007907,7,4,0,20,8,,101,0,46,,1,,,,7,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007917,8,6,0,16,5,,116,0,41,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007927,9,10,0,15,2,,115,0,40,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007937,10,6,0,13,5,,109,0,41,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007947,11,2,0,2,2,,27,0,6,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005847,1,4,0,14,10,,48,0,62,,3,,,,12,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005857,2,2,0,17,1,,54,0,54,,2,,,,12,,
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005867,3,2,0,17,2,,52,0,59,,3,,,,15,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006057,1,6,0,18,2,,71,0,50,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006067,2,3,0,11,1,,91,0,57,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006077,3,2,0,19,1,,88,0,50,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006087,4,4,0,15,2,,51,0,32,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006097,5,7,0,14,2,,87,0,48,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006107,6,7,0,15,0,,82,0,39,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006117,7,5,0,21,4,,89,0,49,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006127,8,4,0,19,4,,87,0,39,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006137,9,3,0,17,4,,78,0,27,,3,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006147,10,5,0,16,2,,83,0,41,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006157,11,3,0,13,1,,101,0,38,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006167,12,2,0,9,3,,76,0,48,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006177,13,2,0,20,2,,80,0,42,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006187,14,3,0,11,2,,90,0,60,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006197,15,5,0,15,6,,81,0,48,,1,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006207,16,4,0,14,2,,98,0,52,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006217,17,3,0,3,0,,46,0,35,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005927,1,6,0,12,6,,86,0,49,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005937,2,4,0,16,1,,83,0,54,,0,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005947,3,3,0,15,5,,78,0,58,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005957,4,6,0,20,3,,82,0,45,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005967,5,5,0,20,1,,73,0,50,,4,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005977,6,5,0,19,2,,87,0,49,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005987,7,2,0,17,2,,97,0,38,,4,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005997,8,9,0,16,4,,88,0,43,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006007,9,5,0,20,2,,111,0,40,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006017,10,2,0,23,2,,90,0,44,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006027,11,4,0,18,2,,85,0,47,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006037,12,3,0,19,6,,110,0,38,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006047,13,1,0,18,5,,99,0,61,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006237,1,6,0,13,4,,113,0,54,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006247,2,3,0,19,3,,117,0,39,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006257,3,2,0,12,3,,101,0,57,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006267,4,1,0,27,5,,104,0,50,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006277,5,6,0,19,4,,98,0,56,,0,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006287,6,4,0,11,2,,110,0,51,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006297,7,4,0,22,2,,102,0,34,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006307,8,2,0,13,1,,114,0,48,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006317,9,1,0,13,2,,128,0,39,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006327,10,1,0,18,1,,55,0,20,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006337,1,3,0,20,5,,106,0,49,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006347,2,1,0,24,1,,124,0,40,,2,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006357,3,8,0,13,4,,126,0,43,,3,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006367,4,8,0,17,2,,94,0,58,,2,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006377,5,1,0,15,1,,141,0,34,,2,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006387,6,1,0,2,0,,18,0,12,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006447,1,8,0,15,2,,105,0,56,,0,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006457,2,7,0,24,5,,100,0,50,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006467,3,8,0,21,6,,108,0,45,,0,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006477,4,16,0,21,3,,117,0,41,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007707,1,3,0,12,3,,134,0,41,,3,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007717,2,4,0,20,2,,105,0,42,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007727,3,6,0,17,4,,108,0,48,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007737,4,4,0,20,4,,125,0,43,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007747,5,2,0,19,3,,107,0,57,,1,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007757,6,3,0,18,5,,111,0,42,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007767,7,1,0,16,6,,115,0,50,,3,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007777,8,3,0,23,10,,106,0,45,,0,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007787,9,0,0,3,1,,16,0,7,,1,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002197,1,9,0,31,9,,107,0,26,,1,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002207,2,13,0,27,13,,85,0,32,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002217,3,3,0,30,2,,96,0,52,,3,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002227,4,5,0,25,6,,109,0,39,,1,,,,6,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002237,5,12,0,34,5,,90,0,35,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002247,6,12,0,28,4,,104,0,26,,2,,,,5,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002257,7,0,0,25,6,,105,0,44,,2,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002267,8,5,0,20,5,,102,0,42,,0,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002277,9,8,0,27,6,,103,0,31,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002287,10,7,0,31,1,,109,0,30,,4,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002297,11,4,0,27,3,,97,0,49,,3,,,,4,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002307,12,5,0,33,10,,87,0,40,,7,,,,3,,
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002317,13,2,0,4,1,,38,0,19,,1,,,,1,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007007,1,3,0,19,6,,106,0,43,,2,,,,0,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007017,2,5,0,26,0,,109,0,40,,1,,,,2,,
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007027,3,4,0,19,0,,111,0,49,,2,,,,2,,
