CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,CDC
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001751,24,64,128
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001761,25,64,134
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001771,26,64,105
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005661,1,58,126
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005671,2,44,146
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005681,3,66,144
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005691,4,44,150
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005701,5,42,142
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005711,6,37,122
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005721,7,40,163
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005731,8,31,154
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005741,9,48,148
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005751,10,55,143
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005761,11,40,141
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005771,12,50,148
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005781,13,45,155
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005791,14,47,139
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005801,15,54,132
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005811,16,52,151
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005821,17,54,139
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005831,18,60,136
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007841,1,35,134
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007851,2,33,157
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007861,3,25,159
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007871,4,42,149
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007881,5,32,152
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007891,6,37,142
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007901,7,36,140
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007911,8,39,149
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007921,9,28,169
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007931,10,47,138
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007941,11,11,32
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005841,1,56,91
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005851,2,63,116
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005861,3,55,117
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006051,1,63,103
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006061,2,63,107
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006071,3,51,111
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006081,4,33,81
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006091,5,35,130
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006101,6,43,107
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006111,7,48,122
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006121,8,41,113
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006131,9,40,87
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006141,10,51,105
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006151,11,54,108
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006161,12,46,103
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006171,13,38,105
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006181,14,60,108
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006191,15,59,103
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006201,16,53,130
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006211,17,42,51
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005921,1,57,111
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005931,2,62,110
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005941,3,48,113
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005951,4,51,106
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005961,5,70,99
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005971,6,56,108
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005981,7,52,106
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005991,8,61,108
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006001,9,49,131
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006011,10,57,115
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006021,11,57,97
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006031,12,68,110
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006041,13,56,129
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006231,1,39,157
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006241,2,53,141
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006251,3,60,120
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006261,4,48,149
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006271,5,67,127
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006281,6,51,143
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006291,7,54,141
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006301,8,55,137
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006311,9,56,144
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006321,10,22,79
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006331,1,49,134
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006341,2,51,146
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006351,3,67,130
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006361,4,54,135
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006371,5,40,170
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006381,6,11,25
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006441,1,51,144
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006451,2,56,146
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006461,3,66,136
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006471,4,49,154
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007701,1,43,157
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007711,2,46,144
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007721,3,51,152
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007731,4,56,153
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007741,5,53,135
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007751,6,49,136
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007761,7,51,148
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007771,8,60,130
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007781,9,12,18
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002191,1,65,130
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002201,2,42,137
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002211,3,69,128
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002221,4,53,136
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002231,5,55,131
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002241,6,55,140
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002251,7,54,136
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002261,8,47,139
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002271,9,53,127
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002281,10,57,123
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002291,11,58,130
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002301,12,50,140
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002311,13,26,42
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007001,1,55,135
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007011,2,49,136
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007021,3,64,121
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007031,4,59,136
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007041,5,63,128
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007051,6,50,135
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007061,7,59,127
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007071,8,58,132
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007081,9,70,115
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007091,10,54,128
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007101,11,67,127
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007111,12,57,124
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007121,13,55,130
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007131,14,70,128
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007141,15,68,102
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007151,16,78,124
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007161,17,62,136
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007171,18,24,38
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006801,1,61,135
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006811,2,73,124
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006821,3,55,139
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006831,4,74,116
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006841,5,54,130
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006851,6,57,152
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006861,7,74,127
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006871,8,52,126
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006881,9,73,120
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006891,10,61,117
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006901,11,93,113
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006911,12,57,143
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006921,13,59,117
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006931,14,60,133
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006941,15,10,25
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004781,1,41,157
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004791,2,54,136
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004801,3,56,137
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004811,4,40,149
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004821,5,49,145
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004831,6,33,152
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004841,7,53,142
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004851,8,47,140
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004861,9,41,149
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004871,10,43,147
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004881,11,44,132
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004891,12,71,129
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004901,13,49,142
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004911,14,56,134
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004921,15,48,132
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004931,16,44,150
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004941,17,52,139
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004951,18,51,138
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004961,19,33,165
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004971,20,12,51
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006391,1,64,137
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006401,2,73,122
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006411,3,61,126
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006421,4,60,145
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006431,5,48,64
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006611,1,63,140
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006621,2,48,134
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006631,3,46,141
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006641,4,61,141
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006651,5,49,139
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006661,6,38,99
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002501,1,42,145
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002511,2,47,148
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002521,3,61,111
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002531,4,65,118
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002541,5,37,120
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002551,6,31,142
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002561,7,58,109
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002571,8,41,135
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002581,9,45,133
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002591,10,45,131
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002601,11,47,129
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002611,12,55,123
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002621,13,57,127
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002631,14,56,118
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002641,15,46,128
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002651,16,51,134
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002661,17,55,132
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002671,18,43,123
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002681,19,41,137
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002691,20,39,94
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007461,1,51,127
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007471,2,43,140
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007481,3,61,137
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007491,4,49,143
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007501,5,50,141
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007511,6,46,154
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007521,7,40,145
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007531,8,44,153
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007541,9,35,149
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007551,10,49,153
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007561,11,48,141
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007571,12,56,148
1,Cercado,1,Tarija,2680,Tarija,95,U.E. Eduardo Orozco Alfaro,6007581,13,33,126
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007231,1,59,131
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007241,2,68,132
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007251,3,49,139
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007261,4,29,133
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007271,5,53,139
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007281,6,58,138
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007291,7,70,126
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007301,8,55,141
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007311,9,49,136
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007321,10,44,136
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007331,11,36,144
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007341,12,51,146
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007351,13,62,129
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007361,14,57,124
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007371,15,49,146
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007381,16,32,162
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007391,17,54,136
1,Cercado,1,Tarija,2680,Tarija,97,U.E. J. Naval Monzon,6007401,18,17,41
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003391,1,46,139
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003401,2,51,133
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003411,3,45,150
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003421,4,50,137
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003431,5,45,135
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003441,6,48,143
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003451,7,45,139
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003461,8,33,139
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003471,9,54,135
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003481,10,54,142
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003491,11,65,124
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003501,12,49,140
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003511,13,39,146
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003521,14,62,127
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003531,15,50,134
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003541,16,53,129
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003551,17,59,131
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003561,18,60,139
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003571,19,39,146
1,Cercado,1,Tarija,2680,Tarija,98,U.E. Julio Calvo,6003581,20,50,120
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002701,1,49,137
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002711,2,62,123
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002721,3,44,138
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002731,4,55,114
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002741,5,59,113
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002751,6,50,125
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002761,7,60,125
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002771,8,67,113
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002781,9,63,130
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002791,10,39,146
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002801,11,62,131
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002811,12,37,132
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002821,13,65,112
1,Cercado,1,Tarija,2680,Tarija,99,U.E. Nuestra Señora Del Rosario,6002831,14,19,53
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001781,1,46,130
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001791,2,42,143
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001801,3,42,137
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001811,4,44,140
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001821,5,37,139
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001831,6,46,132
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001841,7,44,141
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001851,8,61,133
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001861,9,42,132
1,Cercado,1,Tarija,2680,Tarija,100,C.E.B.A.,6001871,10,9,24
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003801,1,54,135
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003811,2,56,139
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003821,3,49,150
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003831,4,55,136
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003841,5,55,130
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003851,6,55,138
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003861,7,66,124
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003871,8,64,134
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003881,9,56,140
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003891,10,69,127
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003901,11,53,135
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003911,12,59,120
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003921,13,53,144
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003931,14,54,133
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003941,15,64,141
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003951,16,64,124
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003961,17,54,130
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003971,18,51,144
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003981,19,66,122
1,Cercado,1,Tarija,2680,Tarija,110,U.E. Jose Manuel Avila,6003991,20,31,54
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003081,1,35,152
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003091,2,48,132
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003101,3,35,149
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003111,4,43,124
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003121,5,40,127
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003131,6,43,130
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003141,7,52,146
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003151,8,51,128
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003161,9,51,139
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003171,10,46,130
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003181,11,51,119
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003191,12,46,123
1,Cercado,1,Tarija,2680,Tarija,111,U.E. Tarija,6003201,13,50,130
