CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,SOMOS,JACHAJAKISASOLFESORC,AORA,PATRIA-ORURO,A-UPP,NGP,LIBRE,PDC,UN,APB-SUMATE,P.P.,FRI
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000791,9,6,23,24,11,13,9,11,33,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000801,10,2,16,39,4,18,11,15,26,,5,15,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000811,11,5,15,34,6,15,7,13,42,,3,19,,
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000821,12,1,9,21,3,10,5,8,21,,1,7,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003141,1,4,14,36,7,10,5,13,34,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003151,2,6,22,44,9,5,3,11,28,,8,10,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003161,3,8,20,24,8,16,6,14,27,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003171,4,6,22,36,8,17,12,10,21,,13,7,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003181,5,5,6,37,7,8,3,15,28,,13,8,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003191,6,4,18,43,5,6,11,12,26,,8,5,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003201,7,7,13,25,11,17,12,9,21,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003211,8,12,29,34,5,13,6,9,23,,7,3,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003221,9,4,22,43,2,12,7,15,33,,8,4,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003231,10,5,19,26,9,12,15,18,30,,14,7,,
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003241,11,4,7,26,2,11,3,6,38,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003331,1,3,16,47,11,11,9,18,15,,9,11,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003341,2,3,17,38,5,10,9,22,24,,11,5,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003351,3,5,18,45,8,12,11,14,11,,9,3,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003361,4,5,28,45,4,18,3,14,13,,10,5,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003371,5,3,12,41,7,6,10,10,27,,12,11,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003381,6,5,17,53,12,9,5,17,13,,10,0,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003391,7,0,12,45,10,10,21,11,13,,11,0,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003401,8,8,20,24,15,15,6,10,20,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003411,9,3,21,54,11,7,8,16,20,,9,0,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003421,10,5,14,35,8,12,14,8,21,,12,9,,
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003431,11,0,3,14,2,1,4,2,3,,1,1,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005491,1,5,16,24,5,25,10,15,36,,8,12,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005501,2,1,18,20,7,23,9,10,31,,12,10,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005511,3,4,21,23,8,21,7,15,31,,11,12,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005521,4,5,16,33,16,20,6,13,35,,9,7,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005531,5,1,16,29,7,11,8,11,36,,7,9,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005541,6,3,10,44,8,19,9,10,32,,12,11,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005551,7,7,10,25,1,28,16,9,42,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005561,8,3,13,29,3,19,5,11,23,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005571,1,2,18,29,3,8,9,12,33,,9,6,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005581,2,5,14,36,8,20,6,10,27,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005591,3,6,16,31,7,26,15,11,27,,11,12,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005601,4,5,19,34,7,22,6,6,33,,8,5,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005611,5,7,11,29,5,20,3,13,41,,9,12,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005621,6,9,10,40,9,15,4,12,29,,14,8,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005631,7,3,18,34,3,20,8,20,30,,9,8,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005641,8,3,17,32,13,31,8,11,23,,6,14,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005651,9,3,22,39,7,18,11,13,29,,9,9,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005661,10,3,26,31,5,18,8,10,30,,14,6,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005671,11,1,14,41,8,12,3,5,45,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005681,12,2,17,36,6,21,6,8,42,,9,8,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005691,13,3,9,28,2,21,7,10,38,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005701,14,0,12,21,2,8,3,2,15,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003601,1,4,14,35,11,11,8,10,24,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003611,2,10,21,31,8,11,10,10,33,,3,2,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003621,3,4,13,39,9,13,6,16,19,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003631,4,3,16,35,13,14,14,15,20,,9,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003641,5,1,15,39,13,17,11,18,21,,2,4,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003651,6,3,16,25,10,17,11,10,21,,9,6,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003661,7,2,16,30,7,15,15,15,22,,5,11,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003671,8,8,12,30,12,22,7,9,35,,3,14,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003681,9,5,20,29,6,14,8,17,34,,5,13,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003691,10,4,11,41,7,7,14,12,24,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003701,11,2,8,19,9,10,7,6,20,,5,6,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001231,1,6,23,46,7,16,1,12,34,,7,11,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001241,2,9,14,48,2,14,11,9,28,,7,9,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001251,3,5,18,33,10,13,4,11,27,,4,9,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001261,4,5,15,32,7,15,11,13,38,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001271,5,5,10,31,9,17,15,14,24,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001281,6,4,16,35,7,22,7,12,35,,7,6,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001291,7,5,22,35,7,16,5,9,30,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001301,8,2,10,34,6,19,9,21,34,,4,13,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001311,9,4,17,34,6,17,4,11,41,,2,11,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001321,10,4,17,34,5,11,7,16,33,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001331,11,6,21,32,8,16,7,12,48,,4,17,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000831,1,3,16,33,5,19,8,9,40,,7,12,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000841,2,4,14,29,7,18,11,11,34,,10,14,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000851,3,1,9,30,5,10,12,8,38,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000861,4,3,15,21,3,18,7,7,47,,10,12,,
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000871,5,0,1,11,1,8,2,1,13,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007221,1,1,12,29,3,16,12,20,33,,9,9,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007231,2,11,9,39,11,11,3,17,27,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007241,3,6,19,34,7,15,12,8,26,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007251,4,6,10,34,12,16,7,21,35,,10,8,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007261,5,6,14,30,6,11,8,16,22,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007271,6,3,15,35,7,14,9,10,43,,2,10,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007281,7,6,9,34,8,10,10,14,35,,2,7,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007291,8,6,14,44,6,11,4,12,17,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007301,9,3,11,29,9,11,8,8,30,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007311,10,1,14,27,13,11,3,9,26,,10,12,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007321,11,1,17,34,7,10,5,9,28,,7,13,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007331,12,7,19,28,7,9,6,10,31,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007341,13,4,3,9,1,5,1,1,8,,0,4,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007351,1,12,17,43,11,18,8,18,35,,4,7,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007361,2,5,13,37,8,7,9,22,34,,6,15,,
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007371,3,4,5,5,0,8,3,5,12,,0,2,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007381,1,7,8,34,6,17,14,14,27,,9,7,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007391,2,12,10,24,9,15,12,9,26,,4,3,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007401,3,10,17,31,6,13,7,10,31,,8,10,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007411,4,11,16,36,5,26,8,11,22,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007421,5,2,11,43,11,24,9,13,26,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007431,6,8,15,41,7,20,9,4,32,,2,3,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007441,7,8,14,33,8,12,7,5,26,,7,12,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007451,8,15,11,30,14,10,6,6,33,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007461,9,8,15,31,12,15,6,13,20,,12,6,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007471,10,10,20,27,10,17,6,15,26,,6,9,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007481,11,6,20,33,8,16,7,9,29,,10,8,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007491,12,10,19,31,9,10,11,8,28,,1,9,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007501,13,10,15,29,8,12,7,19,21,,9,2,,
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007511,14,3,8,16,7,20,9,8,21,,4,13,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000011,1,4,11,42,9,15,7,15,39,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000021,2,6,22,27,7,18,14,6,41,,3,5,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000031,3,7,8,35,6,19,11,16,32,,9,8,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000041,4,6,16,37,0,15,7,16,38,,4,12,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000051,5,4,13,34,6,13,6,8,42,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000061,6,5,15,29,9,12,7,12,29,,9,4,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000071,7,8,18,24,8,15,6,11,36,,11,0,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000081,8,3,19,32,6,15,3,15,37,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000091,9,3,18,26,5,17,11,19,31,,7,9,,
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000101,10,7,13,27,6,8,3,12,27,,4,11,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000111,1,3,19,26,12,18,3,13,40,,10,11,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000121,2,4,11,29,4,16,6,10,37,,16,8,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000131,3,5,11,29,3,21,5,14,51,,12,7,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000141,4,2,9,28,10,20,7,16,33,,3,11,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000151,5,1,12,34,4,23,10,5,44,,11,3,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000161,6,3,19,38,2,15,10,3,30,,12,16,,
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000171,7,1,12,26,3,14,8,5,39,,5,7,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000181,1,5,10,34,9,30,8,7,34,,7,4,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000191,2,3,9,30,3,18,11,13,45,,9,9,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000201,3,1,12,39,10,11,5,9,35,,8,11,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000211,4,9,21,36,4,10,10,9,41,,6,5,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000221,5,4,14,26,1,14,6,4,45,,9,13,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000231,6,4,14,22,4,18,15,7,46,,6,13,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000241,7,3,16,32,9,14,5,9,36,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000251,8,7,14,34,0,17,5,4,56,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000261,9,2,14,22,9,22,4,6,38,,15,11,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000271,10,2,18,28,4,14,7,4,37,,11,10,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000281,11,4,12,35,4,10,5,8,32,,7,17,,
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000291,12,0,5,6,0,2,0,4,14,,1,3,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000301,1,1,12,37,7,15,10,12,47,,7,7,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000311,2,4,19,29,11,11,5,10,41,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000321,3,2,12,32,1,24,6,11,40,,10,12,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000331,4,1,17,41,6,16,3,5,53,,5,14,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000341,5,3,12,29,5,17,3,6,45,,6,14,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000351,6,2,12,21,8,23,11,11,41,,4,14,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000361,7,5,14,45,5,15,6,8,29,,8,9,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000371,8,8,14,27,8,16,10,7,35,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000381,9,6,16,36,1,20,3,3,50,,12,10,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000391,10,0,12,25,3,17,3,5,46,,10,13,,
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000401,11,1,2,7,3,6,1,4,5,,0,0,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000411,1,6,23,26,2,11,6,15,40,,10,13,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000421,2,4,14,30,8,13,10,13,36,,11,8,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000431,3,2,18,23,2,17,5,7,59,,10,7,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000441,4,6,14,39,12,12,9,6,35,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000451,5,4,19,34,3,23,6,13,44,,5,12,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000461,6,4,15,34,5,19,7,10,41,,6,12,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000471,7,2,10,17,4,15,9,10,49,,10,15,,
1,Cercado,1,Oruro,2059,Oruro,113,Col. Donato Vasquez,4000481,8,1,3,6,4,6,1,3,14,,0,3,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001421,1,6,5,37,5,13,3,7,30,,5,8,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001431,2,6,7,33,9,24,13,5,28,,14,10,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001441,3,2,17,38,6,8,7,9,23,,3,6,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001451,4,4,14,31,10,14,5,12,32,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001461,5,0,20,31,7,15,10,10,39,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001471,6,6,16,27,9,17,4,8,30,,6,4,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001481,7,7,16,34,7,24,4,9,32,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001491,8,8,23,34,7,10,11,8,43,,3,10,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001501,9,5,16,31,4,13,11,9,40,,6,10,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001511,10,3,11,37,6,12,12,8,36,,6,18,,
1,Cercado,1,Oruro,2059,Oruro,114,U. E. Mcal. Antonio Jose De Sucre,4001521,11,8,10,28,10,11,3,8,37,,1,4,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001531,1,5,11,32,5,18,7,12,44,,11,9,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001541,2,2,10,32,9,15,3,16,36,,10,12,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001551,3,5,12,36,4,17,11,13,37,,7,10,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001561,4,2,11,32,6,21,13,7,35,,12,5,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001571,5,4,14,34,8,11,5,7,48,,3,15,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001581,6,5,12,26,6,15,8,12,42,,13,8,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001591,7,1,10,33,8,17,4,5,46,,13,8,,
1,Cercado,1,Oruro,2059,Oruro,115,Col. Jorge Oblitas,4001601,8,0,10,10,3,6,1,3,31,,3,2,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001611,1,3,13,29,6,15,8,14,30,,9,10,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001621,2,3,13,37,4,13,6,9,31,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001631,3,3,15,26,7,7,9,11,42,,8,7,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001641,4,4,19,30,4,9,11,7,49,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,116,U. E. Anglo Americano,4001651,5,7,13,30,3,9,7,11,32,,3,8,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000881,1,2,17,35,8,15,9,15,46,,6,7,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000891,2,5,13,34,8,9,15,13,29,,7,15,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000901,3,4,16,33,4,16,8,10,42,,5,16,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000911,4,1,12,34,3,16,7,6,43,,6,8,,
1,Cercado,1,Oruro,2059,Oruro,117,U. Esc. Luis Llosa   España,4000921,5,2,5,18,1,9,2,2,2,,5,3,,
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000931,1,4,11,38,4,27,10,11,46,,4,8,,
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000941,2,3,10,40,2,9,16,7,41,,3,7,,
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000951,3,1,13,27,5,14,6,15,41,,6,6,,
1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho,4000961,4,0,7,21,4,16,6,11,29,,11,6,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000971,1,1,10,23,5,14,8,3,48,,13,7,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000981,2,4,18,38,7,11,3,7,40,,9,8,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4000991,3,1,10,24,5,15,8,9,52,,6,5,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001001,4,5,10,29,7,19,9,13,56,,7,8,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001011,5,2,20,36,3,19,6,2,60,,5,15,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001021,6,3,8,29,3,22,6,11,57,,6,5,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001031,7,3,8,28,4,29,6,6,52,,12,11,,
1,Cercado,1,Oruro,2059,Oruro,119,Col. Nal. Juan Misael Saracho,4001041,8,1,8,19,2,11,3,6,30,,5,5,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001051,1,3,11,26,7,14,6,6,60,,10,7,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001061,2,4,11,36,9,21,5,9,35,,6,11,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001071,3,4,9,36,6,12,3,7,48,,9,5,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001081,4,1,12,28,5,17,5,9,54,,8,8,,
1,Cercado,1,Oruro,2059,Oruro,120,U. E. Eduardo Avaroa,4001091,5,0,3,8,1,0,0,4,16,,1,1,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010281,1,5,12,39,12,12,8,20,25,,4,6,,
1,Cercado,1,Oruro,2059,Oruro,121,Esc. Juan Pablo,4010291,2,3,11,27,6,17,6,16,29,,3,7,,
