CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,APB-SUMATE,LIBRE,NGP,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
4,Chayanta,1,Colquechaca,3946,Comunidad Iru Coyana Distrito Surumi,1,U.E. Ayacucho De Sicuta,5011947,2,2,137,4,1,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,3946,Comunidad Iru Coyana Distrito Surumi,1,U.E. Ayacucho De Sicuta,5011957,3,1,19,5,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,3947,Comunidad Jamachiri Distrito Chairapata,1,U.E. Jaime Mendoza De Jamachiri,5011967,1,1,200,4,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4083,Viluyo,25489,U.E. Tomas Katari de Viluyo,5012127,1,1,115,5,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4100,Collpacochi,25509,U.E. Juana Azurduy De Padilla De San Lazaro,5012137,1,36,97,6,2,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4569,Turco,32278,U.E. 27 de Mayo de Thurko,5012167,1,2,147,3,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4570,Chuarani,32279,U.E. Topater,5012177,1,0,110,0,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4652,Comunidad Caracochi Distrito Chairapata,32477,U.E. Manuel Ascencio Padilla de Khara Khochi,5012187,1,1,89,11,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4654,Comunidad Chullpa Q’asa Distrito Chairapata,32479,U.E. Tupac Amaru de Chullpa Kasa,5012197,1,0,63,0,0,,,,,,,,,,,,,,,,,
4,Chayanta,1,Colquechaca,4670,Comunidad Chairapata Distrito Chairapata,32515,U.E. Bernardo Fey De Chairapata,5012207,1,5,75,15,3,,,,,,,,,,,,,,,,,
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012417,1,11,11,5,27,,9,32,,,,,34,,,,,,,,,12
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012427,2,5,5,4,27,,13,41,,,,,40,,,,,,,,,15
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012437,3,9,2,4,46,,7,23,,,,,66,,,,,,,,,12
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012447,4,11,9,2,38,,13,33,,,,,50,,,,,,,,,4
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012457,5,9,6,3,24,,7,26,,,,,69,,,,,,,,,4
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012467,6,2,4,2,22,,18,26,,,,,71,,,,,,,,,15
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012477,7,9,5,3,30,,6,27,,,,,57,,,,,,,,,4
4,Chayanta,2,Ravelo,1578,Ravelo,146,Esc. M. Ascencio Padilla,5012487,8,2,0,2,7,,1,7,,,,,13,,,,,,,,,3
4,Chayanta,2,Ravelo,1579,Pitantora,148,Esc. Pitantora,5012497,1,3,4,9,1,,35,33,,,,,16,,,,,,,,,14
4,Chayanta,2,Ravelo,1579,Pitantora,148,Esc. Pitantora,5012507,2,2,0,1,1,,7,8,,,,,6,,,,,,,,,3
4,Chayanta,2,Ravelo,1580,Tomoyo,149,Esc. Tomoyo,5012517,1,6,5,45,14,,4,34,,,,,5,,,,,,,,,13
4,Chayanta,2,Ravelo,1580,Tomoyo,149,Esc. Tomoyo,5012527,2,3,1,6,6,,2,5,,,,,3,,,,,,,,,5
4,Chayanta,2,Ravelo,1581,Antora,150,Esc. Antora,5012537,1,12,6,12,3,,14,6,,,,,71,,,,,,,,,4
4,Chayanta,2,Ravelo,1581,Antora,150,Esc. Antora,5012547,2,1,1,0,1,,2,0,,,,,9,,,,,,,,,0
4,Chayanta,2,Ravelo,1583,Huaycoma,152,Esc. Huaycoma,5012557,1,1,11,1,7,,11,33,,,,,3,,,,,,,,,5
4,Chayanta,2,Ravelo,1584,Toroca,153,Toroca,5012567,1,5,0,4,18,,0,15,,,,,12,,,,,,,,,3
4,Chayanta,2,Ravelo,1599,Yurubamba,487,Esc. S. Yurubamba,5012617,1,3,6,4,1,,145,23,,,,,8,,,,,,,,,3
4,Chayanta,2,Ravelo,1599,Yurubamba,487,Esc. S. Yurubamba,5012627,2,1,5,1,0,,63,20,,,,,4,,,,,,,,,4
4,Chayanta,2,Ravelo,2823,Rodeo Huayllas,482,Esc. Central Rodeo Huayllas,5012597,1,3,2,7,3,,7,44,,,,,44,,,,,,,,,30
4,Chayanta,2,Ravelo,2823,Rodeo Huayllas,482,Esc. Central Rodeo Huayllas,5012607,2,4,3,5,3,,4,38,,,,,17,,,,,,,,,16
4,Chayanta,2,Ravelo,2826,Molle Molle,481,Esc. Seccional Molle Molle,5012577,1,12,14,6,2,,7,4,,,,,3,,,,,,,,,95
4,Chayanta,2,Ravelo,2826,Molle Molle,481,Esc. Seccional Molle Molle,5012587,2,10,12,6,0,,12,3,,,,,2,,,,,,,,,39
4,Chayanta,2,Ravelo,2910,Luqui Pampa,500,Esc. Secc. Luqui Pampa,5012637,1,5,2,1,1,,2,4,,,,,1,,,,,,,,,2
4,Chayanta,2,Ravelo,3211,Sasanta Socorro,578,Esc. Sasanta,5012647,1,1,0,7,1,,133,38,,,,,1,,,,,,,,,2
4,Chayanta,2,Ravelo,3212,Cuturi Quirpe,579,Esc. Central 1ro. de Mayo,5012657,1,15,18,26,3,,7,43,,,,,6,,,,,,,,,6
4,Chayanta,2,Ravelo,3212,Cuturi Quirpe,579,Esc. Central 1ro. de Mayo,5012667,2,3,8,4,1,,10,13,,,,,2,,,,,,,,,2
4,Chayanta,2,Ravelo,3283,Moko Kotani,1,Esc. Seccional Moko Kotani,5012297,1,1,3,1,1,,2,47,,,,,2,,,,,,,,,10
4,Chayanta,2,Ravelo,3284,Lamphasuni,1,Esc. Lamphasuni,5012307,1,0,1,2,4,,6,39,,,,,0,,,,,,,,,21
4,Chayanta,2,Ravelo,3326,Teja Molino,1,Esc. Secc. Teja Molino,5012317,1,2,3,3,0,,7,32,,,,,0,,,,,,,,,68
4,Chayanta,2,Ravelo,3327,Saucy Mayu,1,Esc. Central Saucy Mayu,5012327,1,6,29,16,22,,7,36,,,,,14,,,,,,,,,6
4,Chayanta,2,Ravelo,3327,Saucy Mayu,1,Esc. Central Saucy Mayu,5012337,2,3,19,13,11,,2,33,,,,,8,,,,,,,,,4
4,Chayanta,2,Ravelo,3352,Lacayani,1,Esc. Lacayani,5012347,1,5,5,5,61,,10,27,,,,,14,,,,,,,,,7
4,Chayanta,2,Ravelo,3728,San Luis de Chipirina,2,Esc. Chipirina,5012397,1,0,0,0,1,,0,11,,,,,58,,,,,,,,,3
4,Chayanta,2,Ravelo,3729,Sorocoto,2,Col. Jose Alonso De Ibañez,5012407,1,5,1,7,17,,1,10,,,,,58,,,,,,,,,16
4,Chayanta,2,Ravelo,3949,Janina,1,U.E. Janina,5012357,1,65,3,4,5,,16,13,,,,,20,,,,,,,,,19
4,Chayanta,2,Ravelo,3949,Janina,1,U.E. Janina,5012367,2,37,3,4,1,,7,6,,,,,12,,,,,,,,,10
4,Chayanta,2,Ravelo,3950,Challuma,1,Esc. Challuma,5012377,1,6,6,1,6,,6,35,,,,,9,,,,,,,,,3
4,Chayanta,2,Ravelo,3951,Moroto,1,Esc. Moroto,5012387,1,4,2,10,23,,2,15,,,,,12,,,,,,,,,3
4,Chayanta,3,Pocoata,1567,Kapar Rancho,135,Esc. Kaparancho,5012747,1,0,,33,,,,,,,,,127,,,4,1,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,5012757,1,9,,86,,,,,,,,,13,,,48,5,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,5012767,2,12,,72,,,,,,,,,10,,,50,2,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,5012777,3,10,,88,,,,,,,,,15,,,48,6,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,5012787,4,12,,81,,,,,,,,,10,,,46,4,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,157,U. E. Pedro Gutierrez,5012797,5,11,,88,,,,,,,,,14,,,54,2,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,5013217,1,6,,94,,,,,,,,,11,,,60,1,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,5013227,2,11,,75,,,,,,,,,15,,,48,7,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,5013237,3,25,,78,,,,,,,,,11,,,44,8,,,,,
4,Chayanta,3,Pocoata,1585,Pocoata,31153,U.E. 24 de Agosto,5013247,4,16,,66,,,,,,,,,11,,,58,6,,,,,
4,Chayanta,3,Pocoata,1586,Jarana,157,U. E. Jarana,5012807,1,7,,78,,,,,,,,,53,,,24,4,,,,,
4,Chayanta,3,Pocoata,1586,Jarana,157,U. E. Jarana,5012817,2,15,,54,,,,,,,,,43,,,5,1,,,,,
4,Chayanta,3,Pocoata,1587,Comunidad Saye,158,U.E. Saye,5012827,1,0,,147,,,,,,,,,2,,,11,3,,,,,
4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,5012837,1,12,,67,,,,,,,,,17,,,59,3,,,,,
4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,5012847,2,13,,56,,,,,,,,,22,,,56,3,,,,,
4,Chayanta,3,Pocoata,1588,Huancarani,159,U. E. Huancarani,5012857,3,21,,30,,,,,,,,,9,,,30,4,,,,,
4,Chayanta,3,Pocoata,1589,Vila Vila,160,U. E. Vila Vila,5012867,1,7,,172,,,,,,,,,2,,,6,3,,,,,
4,Chayanta,3,Pocoata,1589,Vila Vila,160,U. E. Vila Vila,5012877,2,0,,74,,,,,,,,,3,,,7,10,,,,,
4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,5012887,1,1,,18,,,,,,,,,8,,,186,2,,,,,
4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,5012897,2,1,,3,,,,,,,,,0,,,198,0,,,,,
4,Chayanta,3,Pocoata,1590,Collana Tuica,161,U. E. Collana Tuica,5012907,3,0,,5,,,,,,,,,3,,,14,0,,,,,
4,Chayanta,3,Pocoata,1591,Cenajo,162,U. E. Senajo,5012917,1,2,,34,,,,,,,,,5,,,22,5,,,,,
4,Chayanta,3,Pocoata,1593,Comunidad de Sarijchi,164,U.E. Sarijchi,5012927,1,0,,137,,,,,,,,,37,,,17,1,,,,,
4,Chayanta,3,Pocoata,1593,Comunidad de Sarijchi,164,U.E. Sarijchi,5012937,2,0,,18,,,,,,,,,2,,,5,1,,,,,
4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,5012947,1,24,,113,,,,,,,,,5,,,3,28,,,,,
4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,5012957,2,17,,146,,,,,,,,,2,,,4,17,,,,,
4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,5012967,3,30,,99,,,,,,,,,5,,,6,26,,,,,
4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,5012977,4,37,,131,,,,,,,,,8,,,1,11,,,,,
4,Chayanta,3,Pocoata,1594,Campaya,165,U. E. Tomas Katari,5012987,5,29,,97,,,,,,,,,4,,,11,22,,,,,
4,Chayanta,3,Pocoata,1595,San Juan de Arrospata,166,U. E. Arrozpata,5012997,1,1,,14,,,,,,,,,17,,,53,0,,,,,
4,Chayanta,3,Pocoata,1596,Quesem Phuco,167,Nucleo Escolar Kesimpucu,5013007,1,1,,54,,,,,,,,,28,,,107,3,,,,,
4,Chayanta,3,Pocoata,1596,Quesem Phuco,167,Nucleo Escolar Kesimpucu,5013017,2,3,,40,,,,,,,,,36,,,65,4,,,,,
4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,5013027,1,13,,28,,,,,,,,,27,,,112,3,,,,,
4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,5013037,2,9,,38,,,,,,,,,25,,,123,7,,,,,
4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,5013047,3,12,,29,,,,,,,,,39,,,93,4,,,,,
4,Chayanta,3,Pocoata,2661,San Miguel de Khari,168,U. E. Kari,5013057,4,8,,10,,,,,,,,,5,,,9,1,,,,,
4,Chayanta,3,Pocoata,2828,Yahuaco,485,U. E. Yahuaco,5013087,1,24,,10,,,,,,,,,18,,,1,3,,,,,
4,Chayanta,3,Pocoata,2829,Villa Alcarapi,468,U. E. Villa Alcarapi,5013067,1,2,,213,,,,,,,,,3,,,0,2,,,,,
4,Chayanta,3,Pocoata,2829,Villa Alcarapi,468,U. E. Villa Alcarapi,5013077,2,1,,140,,,,,,,,,0,,,0,1,,,,,
4,Chayanta,3,Pocoata,3037,Tomoyo  B,523,U. E. Tomoyo,5013097,1,2,,112,,,,,,,,,13,,,8,3,,,,,
4,Chayanta,3,Pocoata,3143,Pacotanca,555,U.E. Elizardo Pérez,5013107,1,0,,81,,,,,,,,,0,,,1,0,,,,,
4,Chayanta,3,Pocoata,3213,Jachataco,580,U. E. Jachataco,5013117,1,1,,53,,,,,,,,,16,,,3,2,,,,,
4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,5012677,1,3,,126,,,,,,,,,29,,,4,3,,,,,
4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,5012687,2,1,,194,,,,,,,,,16,,,3,1,,,,,
4,Chayanta,3,Pocoata,3285,Turberia,1,U. E. Turberia,5012697,3,3,,113,,,,,,,,,24,,,5,4,,,,,
4,Chayanta,3,Pocoata,3390,Collpa Ckasa,1,U. E. Collpa Ckasa,5012707,1,31,,119,,,,,,,,,10,,,2,2,,,,,
4,Chayanta,3,Pocoata,3501,Achacana,1,U. E. Achacana,5012717,1,0,,52,,,,,,,,,10,,,73,2,,,,,
4,Chayanta,3,Pocoata,3501,Achacana,1,U. E. Achacana,5012727,2,1,,37,,,,,,,,,6,,,85,0,,,,,
4,Chayanta,3,Pocoata,3945,Cachuyo,1,U. E. Cachuyo,5012737,1,2,,113,,,,,,,,,24,,,19,2,,,,,
4,Chayanta,3,Pocoata,4461,Corojti,26492,U.E.Corojti,5013127,1,6,,180,,,,,,,,,2,,,4,2,,,,,
4,Chayanta,3,Pocoata,4508,Vilapampa,32145,U. E. Vilapampa,5013137,1,0,,104,,,,,,,,,6,,,6,1,,,,,
4,Chayanta,3,Pocoata,4563,Yusfaya,32268,U.E.Yusfaya,5013147,1,0,,103,,,,,,,,,0,,,8,0,,,,,
4,Chayanta,3,Pocoata,4573,Totora,32282,U.E. Totora,5013157,1,0,,121,,,,,,,,,7,,,0,3,,,,,
4,Chayanta,3,Pocoata,4594,Taracachi,32336,U.E. Taracachi,5013167,1,0,,37,,,,,,,,,3,,,110,3,,,,,
4,Chayanta,3,Pocoata,4594,Taracachi,32336,U.E. Taracachi,5013177,2,1,,17,,,,,,,,,0,,,61,2,,,,,
4,Chayanta,3,Pocoata,4615,Chacafuco,32384,U.E. Chacafuco,5013187,1,2,,40,,,,,,,,,21,,,81,4,,,,,
4,Chayanta,3,Pocoata,4657,Comunidad de Kapac Macha Macha,32484,U.E. Kapaj Machamacha,5013197,1,3,,47,,,,,,,,,16,,,99,2,,,,,
4,Chayanta,3,Pocoata,4657,Comunidad de Kapac Macha Macha,32484,U.E. Kapaj Machamacha,5013207,2,0,,3,,,,,,,,,3,,,22,1,,,,,
4,Chayanta,4,Ocurí,1582,Ckara Ckara,151,Esc. Kara Kara,5013267,1,11,16,16,,,13,,,52,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1582,Ckara Ckara,151,Esc. Kara Kara,5013277,2,5,12,6,,,9,,,37,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,5013457,1,8,50,33,,,24,,,41,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,5013467,2,9,47,31,,,16,,,43,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,5013477,3,9,42,20,,,26,,,49,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,5013487,4,5,64,22,,,25,,,39,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,169,Col. Nac. Marcelo Quiroga Santa Cruz,5013497,5,4,25,20,,,10,,,21,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,5013407,1,12,47,15,,,29,,,38,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,5013417,2,16,53,24,,,30,,,35,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,5013427,3,14,38,34,,,12,,,42,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,5013437,4,11,44,30,,,25,,,46,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1597,Ocuri,170,Colegio Daniel Salamanca,5013447,5,4,24,29,,,14,,,25,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,5013287,1,17,51,16,,,9,,,54,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,5013297,2,15,39,9,,,7,,,69,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,5013307,3,19,33,18,,,9,,,65,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1598,Maragua,170,Esc. Maragua,5013317,4,1,28,11,,,4,,,32,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1600,Marcoma,171,Esc. Seccional Marcoma,5013327,1,50,10,86,,,3,,,9,,,,,,,,,,,,
4,Chayanta,4,Ocurí,1600,Marcoma,171,Esc. Seccional Marcoma,5013337,2,38,4,60,,,4,,,11,,,,,,,,,,,,
4,Chayanta,4,Ocurí,3085,Yurimata,524,Esc. Yurimata,5013347,1,15,9,53,,,28,,,5,,,,,,,,,,,,
4,Chayanta,4,Ocurí,3085,Yurimata,524,Esc. Yurimata,5013357,2,1,1,6,,,4,,,0,,,,,,,,,,,,
4,Chayanta,4,Ocurí,3145,Peaña,556,Esc. Simon Bolivar De Peana,5013367,1,11,17,25,,,22,,,47,,,,,,,,,,,,
4,Chayanta,4,Ocurí,3145,Peaña,556,Esc. Simon Bolivar De Peana,5013377,2,6,11,18,,,10,,,19,,,,,,,,,,,,
4,Chayanta,4,Ocurí,3948,Roco Roco,1,Esc. Roco Roco,5013257,1,2,58,11,,,5,,,5,,,,,,,,,,,,
4,Chayanta,4,Ocurí,4056,Chaupiloma,25387,U.E. Chaupi Loma,5013387,1,2,46,33,,,2,,,4,,,,,,,,,,,,
4,Chayanta,4,Ocurí,4057,Jatumwasi,25388,U.E. Collpa,5013397,1,1,83,29,,,2,,,3,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013577,1,1,56,61,6,,11,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013587,2,0,58,74,4,,15,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013597,3,7,63,49,8,,12,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013607,4,3,76,47,7,,8,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013617,5,3,63,64,7,,13,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013627,6,0,65,47,11,,16,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013637,7,1,51,59,3,,10,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013647,8,1,74,62,8,,7,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1568,Macha,136,U. E. Tomas Katari De Macha,5013657,9,1,20,17,1,,3,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013717,1,1,96,15,26,,10,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013727,2,3,75,12,17,,7,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013737,3,2,85,10,19,,7,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1569,Uluchi,139,U. E. Elizardo Perez,5013747,4,3,11,1,6,,0,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,5013667,1,8,95,26,20,,3,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,5013677,2,3,115,21,13,,5,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,5013687,3,1,73,36,11,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1570,Salinas,137,U. E. 1ro. de Mayo De Salinas Alta,5013697,4,2,34,11,2,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1571,Salinas Baja,138,U. E. Oscar Alfaro De Salinas Baja,5013707,1,16,71,12,9,,3,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,5013757,1,5,58,22,11,,19,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,5013767,2,3,60,26,9,,26,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1573,Ayoma,141,U. E. Franz Tamayo De Ayoma,5013777,3,3,2,4,1,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,5013787,1,0,111,19,7,,8,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,5013797,2,1,80,12,13,,27,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,5013807,3,0,94,11,9,,17,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,1574,Bombori,142,U. E. Jaime Mendoza,5013817,4,1,59,10,4,,15,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,2822,Tomaycuri,465,U. E. 6 de Junio,5013827,1,2,61,44,14,,16,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,2822,Tomaycuri,465,U. E. 6 de Junio,5013837,2,2,38,40,18,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3144,Comunidad Colcha Pocro,553,U.E. Simón Bolivar de Choquecayara Baja,5013847,1,0,113,28,8,,16,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,5013507,1,6,62,28,8,,7,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,5013517,2,3,70,29,12,,3,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,5013527,3,1,78,23,11,,5,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3351,Futina,1,U. E. Juancito Pinto De Phutina,5013537,4,3,38,9,11,,5,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3389,Challviri,1,U.E. Gualberto Villarroel de Challviri,5013547,1,1,68,34,22,,6,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3389,Challviri,1,U.E. Gualberto Villarroel de Challviri,5013557,2,0,59,34,20,,12,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,3854,Titiri,1,U. E. Gualberto Villarroel de Titiri,5013567,1,0,28,69,14,,16,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4055,Milluri,25386,U. E. Avelino Siñani de Milluri,5013857,1,0,50,15,9,,35,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4082,Qheojo,25488,U.E. 1ro. de Mayo De Qheojo,5013867,1,0,120,4,1,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4564,Yocona Centro,32272,U.E. Potosí de Yocona Centro,5013877,1,1,150,6,14,,3,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4564,Yocona Centro,32272,U.E. Potosí de Yocona Centro,5013887,2,0,40,3,0,,2,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4571,Pampa Colorada,32281,U.E. Moto Mendez,5013897,1,2,81,20,7,,6,,,,,,,,,,,,,,,
4,Chayanta,5,San Pedro de Macha,4571,Pampa Colorada,32281,U.E. Moto Mendez,5013907,2,4,34,7,2,,0,,,,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014017,1,36,100,3,1,,,12,,10,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014027,2,29,67,10,1,,,27,,22,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014037,3,19,74,7,1,,,20,,16,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014047,4,19,94,5,2,,,27,,13,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014057,5,30,82,6,2,,,13,,8,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,172,U. E. Charcas,5014067,6,6,19,1,0,,,4,,2,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,31150,U. E. Pastor Sainz,5014417,1,45,69,10,4,,,12,,23,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,31150,U. E. Pastor Sainz,5014427,2,43,82,11,2,,,12,,4,,,,,,,,,,,,
5,Chárcas,1,San Pedro,1601,San Pedro de Buena Vista,31150,U. E. Pastor Sainz,5014437,3,33,80,9,7,,,16,,7,,,,,,,,,,,,
