CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,APB-SUMATE,LIBRE,NGP,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000677,4,30,26,30,1,5,2,4,5,6,10,5,5,,,,,7,10,16,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000687,5,28,27,44,3,3,1,2,3,1,11,4,3,,,,,7,12,10,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000697,6,22,24,52,10,3,4,7,3,9,9,3,2,,,,,6,7,18,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000707,7,38,22,35,1,0,0,4,2,3,10,6,7,,,,,8,12,13,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000717,8,33,21,30,2,3,0,10,1,7,22,1,1,,,,,11,9,17,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000727,9,26,36,40,2,2,2,11,3,7,4,1,0,,,,,7,11,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000737,10,20,36,40,2,4,4,8,6,7,15,4,6,,,,,2,10,12,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000747,11,28,27,39,3,3,6,4,3,5,3,1,5,,,,,13,21,16,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000757,12,24,32,39,2,2,1,3,6,5,8,4,6,,,,,9,15,17,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000767,13,24,33,36,2,3,4,7,3,2,8,8,1,,,,,4,13,10,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000777,14,25,26,47,2,3,1,4,5,4,10,3,10,,,,,1,7,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000787,15,28,26,29,3,0,1,5,9,2,11,2,7,,,,,11,12,17,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000797,16,30,33,40,2,3,0,3,2,1,4,2,5,,,,,6,10,15,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000807,17,14,13,24,0,3,1,4,6,7,8,2,0,,,,,12,9,11,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000467,1,23,43,28,2,2,2,2,5,6,10,8,6,,,,,7,9,10,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000477,2,18,43,42,3,2,3,3,2,5,8,8,5,,,,,4,15,11,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000487,3,25,25,41,8,1,0,4,1,4,16,3,6,,,,,17,11,12,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000497,4,30,35,41,0,2,1,5,7,10,13,2,9,,,,,2,9,12,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000507,5,19,25,33,5,0,2,0,7,6,6,3,7,,,,,4,6,11,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000517,6,27,34,26,5,3,2,4,3,2,23,6,14,,,,,8,9,7,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000527,7,31,42,34,3,1,0,0,5,3,11,2,11,,,,,4,11,17,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003037,1,29,38,19,4,2,4,2,4,2,18,10,20,,,,,4,10,12,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003047,2,20,28,30,11,1,2,0,1,8,8,2,24,,,,,11,12,14,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003057,3,28,40,27,6,0,4,5,0,9,16,2,9,,,,,9,10,14,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003067,4,31,33,23,5,2,0,3,2,1,14,3,10,,,,,10,12,10,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003077,5,22,33,33,7,1,0,3,5,5,17,2,10,,,,,5,17,15,23,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003087,6,35,29,24,2,0,2,2,9,1,9,4,19,,,,,5,11,12,29,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003097,7,4,9,9,3,1,0,1,3,2,6,0,8,,,,,2,4,7,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001247,1,28,23,30,6,2,2,4,7,3,9,2,12,,,,,3,13,10,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001257,2,22,35,19,5,5,0,7,5,7,15,4,15,,,,,1,8,14,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001267,3,29,29,38,7,4,1,4,2,2,9,7,18,,,,,4,14,16,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001277,4,28,39,21,1,2,0,7,13,5,10,1,22,,,,,3,16,13,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001287,5,25,25,31,4,2,0,7,11,7,19,4,9,,,,,3,8,11,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001297,6,13,19,23,2,1,0,1,3,4,12,4,9,,,,,3,5,13,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003897,1,27,24,17,8,0,1,3,7,4,13,8,20,,,,,1,13,13,38,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003907,2,27,35,21,6,2,1,2,3,2,24,3,22,,,,,3,3,20,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003917,3,17,30,21,5,3,1,3,4,2,16,4,18,,,,,4,8,16,37,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004217,1,21,36,23,7,1,2,7,8,3,14,5,17,,,,,2,6,14,22,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004227,2,27,34,31,3,1,0,1,6,3,13,5,19,,,,,3,10,15,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004237,3,5,9,6,0,0,0,1,0,1,2,0,2,,,,,0,1,2,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5003997,1,28,44,15,4,3,2,5,4,7,14,9,16,,,,,14,10,9,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004007,2,28,43,30,6,1,1,4,5,8,18,2,12,,,,,1,3,8,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004017,3,22,31,29,4,2,2,8,2,4,15,2,7,,,,,10,10,14,23,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004027,4,25,46,19,5,0,2,6,6,1,7,9,17,,,,,6,17,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004037,5,16,20,10,4,2,2,2,6,4,6,2,7,,,,,5,4,6,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003267,1,27,47,21,6,2,1,1,3,3,13,4,24,,,,,6,14,14,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003277,2,15,44,19,8,0,1,1,3,2,14,5,34,,,,,3,9,19,32,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003287,3,22,55,17,4,1,1,3,3,0,11,4,36,,,,,1,10,9,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003297,4,20,50,30,2,0,0,1,7,6,18,6,16,,,,,3,8,14,25,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003307,5,9,34,16,0,0,0,2,4,2,9,4,21,,,,,3,7,12,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003317,1,16,26,11,8,0,2,1,2,0,11,9,33,,,,,4,11,7,55,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003327,2,24,27,7,4,1,0,2,7,2,20,4,40,,,,,3,2,12,36,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003337,3,17,41,19,9,0,1,1,8,0,15,13,20,,,,,4,9,18,25,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003347,4,18,28,19,7,0,0,5,8,2,15,3,15,,,,,0,16,13,38,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003357,5,23,41,16,5,0,2,1,6,3,13,12,30,,,,,2,6,10,35,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003367,6,23,30,20,5,0,1,3,7,2,20,7,25,,,,,2,6,11,43,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003377,7,20,36,12,5,1,1,2,3,5,14,4,36,,,,,4,11,15,36,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003387,8,20,16,10,2,0,0,3,1,0,5,3,22,,,,,0,3,10,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002457,1,30,24,23,4,1,1,3,5,3,9,15,24,,,,,6,9,12,29,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002467,2,28,33,23,8,2,0,4,3,0,20,5,31,,,,,7,4,13,26,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002477,3,30,26,17,8,1,1,5,3,1,10,8,33,,,,,1,6,17,23,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002487,4,16,5,4,3,0,1,3,2,1,7,1,15,,,,,5,7,5,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005187,1,26,26,33,5,0,5,11,7,3,16,6,10,,,,,5,6,9,23,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005197,2,25,39,33,3,2,0,3,6,3,16,3,9,,,,,4,3,31,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005207,3,19,17,15,3,3,0,3,3,1,14,5,7,,,,,0,3,13,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001807,1,15,34,35,3,2,0,6,5,6,11,5,9,,,,,10,6,16,20,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001817,2,32,38,25,7,1,2,4,7,4,11,3,11,,,,,5,14,12,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001827,3,28,29,39,6,2,1,5,3,2,20,5,4,,,,,5,8,24,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001837,4,30,19,34,8,2,1,2,1,5,17,5,11,,,,,6,0,19,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001847,5,25,31,32,5,3,0,3,2,3,18,3,13,,,,,8,6,23,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001857,6,31,25,36,1,1,1,6,1,1,11,9,10,,,,,8,7,16,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001867,7,17,38,21,7,1,0,3,3,6,16,6,13,,,,,5,7,20,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001877,8,21,36,40,7,0,0,4,8,5,16,5,11,,,,,7,8,14,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001887,9,16,35,32,4,3,2,4,2,9,14,4,19,,,,,8,9,14,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001897,10,23,31,36,9,4,0,5,4,4,10,4,14,,,,,7,12,19,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001907,11,3,8,13,2,0,2,1,3,2,6,2,5,,,,,3,3,6,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006447,1,29,30,30,6,1,4,7,5,8,12,3,8,,,,,6,8,6,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006457,2,33,23,43,6,2,2,3,1,5,7,4,6,,,,,7,4,14,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006467,3,21,33,33,1,2,2,5,5,9,9,4,12,,,,,4,4,23,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006477,4,18,10,10,2,1,0,1,3,2,2,2,5,,,,,1,2,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007127,1,19,22,33,8,3,2,10,8,3,14,6,9,,,,,9,7,19,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007137,2,21,27,27,1,2,1,8,5,7,17,3,5,,,,,7,9,19,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007147,3,23,41,26,4,0,0,5,2,2,14,8,15,,,,,7,9,14,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007157,4,21,34,32,7,3,0,8,1,9,9,5,15,,,,,5,0,24,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007167,5,12,28,35,4,2,0,9,5,6,13,3,14,,,,,2,12,13,25,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007177,6,25,13,38,3,2,0,5,6,4,16,4,13,,,,,2,11,9,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007187,7,16,26,47,5,2,1,4,9,8,21,2,11,,,,,2,10,16,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007197,8,17,21,20,5,0,1,1,4,2,14,3,13,,,,,7,4,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004967,1,25,22,25,1,2,1,4,6,0,15,11,23,,,,,1,8,9,31,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004977,2,16,34,41,7,0,0,1,5,2,8,3,22,,,,,3,7,12,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004987,3,14,42,29,6,1,3,1,7,3,14,3,20,,,,,6,10,12,24,
1,Tomás Frías,1,Potosí,1494,Potosí,31122,U. E. Niño Jesús (Inicial),5004997,4,5,2,2,1,0,0,0,0,0,1,1,4,,,,,1,2,1,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005217,1,26,27,31,8,0,0,0,10,4,9,7,20,,,,,4,4,7,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005227,2,18,27,23,7,3,2,3,6,1,19,6,17,,,,,7,7,16,29,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005237,3,17,32,30,8,0,1,7,6,7,8,2,16,,,,,6,4,12,24,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005247,4,19,36,31,4,1,0,4,5,3,20,7,20,,,,,2,11,13,26,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005257,5,23,30,37,8,1,2,1,5,6,13,2,28,,,,,0,13,14,19,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005267,6,13,34,47,9,0,1,5,4,1,13,4,24,,,,,2,6,16,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31123,U.A.T.F. Carrera Economía,5005277,7,21,26,30,3,4,2,2,4,0,18,3,25,,,,,4,3,10,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002717,1,39,21,32,4,3,1,6,3,8,9,8,4,,,,,5,9,12,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002727,2,31,34,28,4,2,1,12,3,6,9,5,9,,,,,4,12,13,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002737,3,25,34,34,1,1,2,6,3,4,11,3,14,,,,,1,10,19,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002747,4,35,36,29,7,2,0,6,3,5,6,2,10,,,,,3,8,15,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31125,Instituto Tecnológico Superior Nuevo Amanecer,5002757,5,27,16,24,1,4,0,9,1,2,7,3,7,,,,,3,5,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005707,1,28,32,26,9,2,3,5,7,6,13,13,11,,,,,7,8,16,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005717,2,29,35,24,3,2,2,2,3,4,14,9,17,,,,,1,13,11,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005727,3,37,38,14,2,1,1,5,6,0,12,3,22,,,,,0,8,11,32,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005737,4,33,35,24,9,0,2,2,5,2,8,6,15,,,,,2,5,20,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005747,5,33,31,24,7,1,0,6,5,3,22,5,18,,,,,4,7,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005757,6,17,30,28,7,2,0,3,5,4,20,6,21,,,,,4,6,20,26,
1,Tomás Frías,1,Potosí,1494,Potosí,31127,U. E. Divino Maestro  C,5005767,7,7,10,12,3,0,0,2,2,2,6,3,6,,,,,2,5,4,6,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006187,1,32,32,11,3,2,1,15,3,16,6,4,3,,,,,5,4,4,2,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006197,2,32,45,21,2,4,0,11,2,25,16,4,1,,,,,6,4,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006207,3,30,28,20,4,1,0,6,8,25,11,2,3,,,,,4,5,7,3,
1,Tomás Frías,1,Potosí,1494,Potosí,32391,U. E. Técnico Humanístico Warisata,5006217,4,29,39,22,1,1,0,7,3,21,13,2,3,,,,,5,4,3,3,
1,Tomás Frías,1,Potosí,1503,Tarapaya,58,Esc. Tarapaya,5000017,1,16,23,32,10,5,0,7,2,2,7,3,8,,,,,4,10,22,7,
1,Tomás Frías,1,Potosí,1503,Tarapaya,58,Esc. Tarapaya,5000027,2,3,16,11,2,1,0,2,0,4,2,1,3,,,,,4,5,2,8,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000037,1,10,64,71,1,3,0,5,1,3,7,5,2,,,,,6,16,1,2,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000047,2,13,66,61,5,4,1,7,1,5,4,3,5,,,,,1,7,2,3,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000057,3,15,89,55,2,2,1,4,2,2,1,4,1,,,,,3,8,2,5,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000067,4,11,56,59,3,5,1,6,4,1,2,1,4,,,,,4,2,2,4,
1,Tomás Frías,1,Potosí,1506,Huari Huari,61,Coleg. San Rafael,5000077,5,6,31,25,0,1,0,4,0,3,0,2,1,,,,,4,0,2,2,
1,Tomás Frías,1,Potosí,1507,Manquiri,62,Esc. Manquiri,5000087,1,27,9,16,1,6,0,2,0,1,2,2,2,,,,,0,0,14,1,
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000097,1,34,46,30,4,4,1,8,3,11,9,4,4,,,,,7,9,5,2,
1,Tomás Frías,1,Potosí,1508,Chullchucani,64,Esc. Martin Cruz,5000107,2,28,33,34,2,3,1,10,3,3,7,3,4,,,,,7,22,7,6,
1,Tomás Frías,1,Potosí,2741,Santiago de Ockoruro,65,Esc. Ockoruro,5000117,1,11,6,11,1,2,0,2,0,2,1,3,0,,,,,1,3,2,0,
1,Tomás Frías,1,Potosí,2889,Comunidad de Paranturi,509,U.E. Germán Busch,5000127,1,0,57,6,0,2,0,3,0,1,1,1,0,,,,,0,0,7,0,
1,Tomás Frías,1,Potosí,3030,Modragon,513,Esc. Tomas Frias,5000137,1,3,9,85,3,0,0,0,0,9,2,0,4,,,,,0,2,9,5,
1,Tomás Frías,1,Potosí,3134,Parantaca,535,Esc. Parantaca,5000147,1,10,6,8,1,1,2,0,1,1,2,0,0,,,,,3,86,1,3,
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000157,1,8,7,8,4,0,0,4,3,3,9,3,4,,,,,135,5,5,1,
1,Tomás Frías,1,Potosí,4568,Pati Pati,32277,U.E. San José de Pati Pati,5000167,2,11,2,0,2,1,0,1,1,3,3,0,2,,,,,85,1,4,1,
1,Tomás Frías,2,Tinguipaya,1495,Tinguipaya,51,U. E. Mariscal Sucre A,5007407,1,18,,67,26,,57,,,5,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1495,Tinguipaya,51,U. E. Mariscal Sucre A,5007417,2,13,,67,15,,40,,,2,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1495,Tinguipaya,51,U. E. Mariscal Sucre A,5007427,3,17,,47,44,,43,,,6,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1495,Tinguipaya,51,U. E. Mariscal Sucre A,5007437,4,16,,73,29,,32,,,5,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1495,Tinguipaya,51,U. E. Mariscal Sucre A,5007447,5,5,,15,7,,13,,,7,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1496,Piquira,52,U. E. Turiri,5007457,1,10,,14,100,,43,,,0,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1496,Piquira,52,U. E. Turiri,5007467,2,17,,20,73,,59,,,3,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1496,Piquira,52,U. E. Turiri,5007477,3,9,,5,69,,17,,,2,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1497,Anthura,63,U. E. Anthura,5007587,1,19,,77,55,,18,,,0,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1497,Anthura,63,U. E. Anthura,5007597,2,11,,62,70,,6,,,3,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1497,Anthura,63,U. E. Anthura,5007607,3,16,,80,45,,9,,,4,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1497,Anthura,63,U. E. Anthura,5007617,4,9,,52,71,,10,,,8,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1497,Anthura,63,U. E. Anthura,5007627,5,16,,33,44,,2,,,2,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1498,Jahuacaya,53,U. E. Jahuacaya,5007487,1,25,,17,48,,20,,,3,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1498,Jahuacaya,53,U. E. Jahuacaya,5007497,2,46,,23,40,,16,,,3,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1498,Jahuacaya,53,U. E. Jahuacaya,5007507,3,50,,19,37,,22,,,6,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1498,Jahuacaya,53,U. E. Jahuacaya,5007517,4,9,,1,9,,14,,,2,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1499,Tacohuara,54,U. E. Tacohara Baja,5007527,1,2,,25,3,,76,,,1,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1500,Actara,55,U. E. Franz Tamayo De Actara,5007537,1,32,,5,60,,17,,,6,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1500,Actara,55,U. E. Franz Tamayo De Actara,5007547,2,32,,7,74,,20,,,5,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1500,Actara,55,U. E. Franz Tamayo De Actara,5007557,3,29,,16,66,,27,,,4,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1500,Actara,55,U. E. Franz Tamayo De Actara,5007567,4,20,,5,43,,3,,,1,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,1502,Isla,57,U. E. Isla,5007577,1,0,,7,8,,19,,,3,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,2817,Utacalla,495,U. E. Juan Victor Montoya Medinacelli,5007637,1,5,,17,61,,73,,,13,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,2817,Utacalla,495,U. E. Juan Victor Montoya Medinacelli,5007647,2,3,,6,23,,40,,,4,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,2890,Foroctiri,510,U. E. Foroctiri Junin,5007657,1,6,,144,43,,2,,,2,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,2890,Foroctiri,510,U. E. Foroctiri Junin,5007667,2,12,,116,21,,5,,,1,,,,,,,,,,,,
1,Tomás Frías,2,Tinguipaya,3031,Talula,514,U. E. Mcal. Antonio José De Sucre,5007677,1,5,,15,141,,23,,,2,,,,,,,,,,,,
