CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AORA,MTS,JACHAJAKISASOLFESORC,PDC,A-UPP,P.P.,NGP,LIBRE,SOMOS,JACHA MARKA T.C.A.,PATRIA-ORURO,S.A.M. CHALLAPATA,APB-SUMATE,SUMA,UQ,IOTAYAQUIRAMD,FRI,LEAL,UN,MCSFA
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009787,3,7,13,34,0,2,2,68,9,14,,18,,0,,,,0,11,4,9
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009797,4,9,12,36,0,7,1,55,15,20,,10,,0,,,,1,10,3,4
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009807,5,7,13,34,0,6,0,55,6,21,,7,,0,,,,2,14,8,7
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009817,6,7,7,34,1,6,5,58,9,14,,8,,0,,,,6,9,14,11
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009827,7,7,7,23,1,10,1,73,10,11,,18,,0,,,,2,8,5,6
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009837,8,7,9,35,3,6,1,65,8,14,,8,,0,,,,2,11,3,11
1,Cercado,1,Oruro,2059,Oruro,122,U. Esc. Uru Uru,4009847,9,0,2,12,0,2,0,13,2,2,,2,,0,,,,0,3,1,0
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009857,1,6,8,30,1,10,2,46,5,11,,9,,0,,,,6,12,4,14
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009867,2,7,6,34,1,8,2,62,3,11,,17,,0,,,,3,16,4,10
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009877,3,14,7,27,4,8,1,53,8,14,,19,,0,,,,1,8,4,2
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009887,4,3,12,33,1,10,3,47,6,23,,13,,0,,,,6,5,8,13
1,Cercado,1,Oruro,2059,Oruro,123,Fundacion Infocal,4009897,5,3,8,8,0,1,1,33,2,6,,7,,0,,,,1,5,1,3
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009907,1,6,14,29,1,8,0,48,11,16,,15,,0,,,,2,7,5,11
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009917,2,4,11,34,2,8,1,56,4,17,,7,,0,,,,4,14,4,11
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009927,3,6,5,37,1,4,4,53,6,18,,12,,0,,,,1,15,10,11
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009937,4,7,7,45,2,8,1,53,4,18,,6,,0,,,,5,10,5,6
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009947,5,10,13,29,0,11,2,48,9,17,,11,,0,,,,2,13,9,7
1,Cercado,1,Oruro,2059,Oruro,124,Kinder Juancito Pinto,4009957,6,6,9,40,1,5,0,50,15,25,,15,,0,,,,5,11,1,7
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009497,1,8,13,25,1,12,2,55,3,20,,12,,0,,,,2,10,6,8
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009507,2,6,9,28,0,5,1,56,11,15,,19,,0,,,,4,12,7,9
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009517,3,11,8,27,0,12,2,53,8,12,,12,,0,,,,4,12,5,14
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009527,4,8,11,21,2,5,2,79,6,17,,11,,0,,,,2,8,7,5
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009537,5,10,9,27,1,6,0,61,7,16,,11,,0,,,,1,12,10,11
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009547,6,13,10,25,0,7,5,63,8,12,,8,,0,,,,2,15,7,13
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009557,7,11,12,31,0,4,2,47,6,26,,11,,0,,,,1,7,4,8
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009567,8,7,11,24,2,10,0,57,9,10,,15,,0,,,,2,8,2,12
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009577,9,3,12,27,0,15,1,62,7,12,,10,,0,,,,1,13,6,14
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009587,10,5,4,42,1,8,0,46,11,16,,16,,0,,,,6,8,7,17
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009597,11,5,7,35,0,14,1,57,16,12,,16,,0,,,,0,7,5,9
1,Cercado,1,Oruro,2059,Oruro,125,Centro Educativo Alcira Cardona,4009607,12,1,2,12,0,2,2,39,3,4,,2,,0,,,,1,13,1,4
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009967,1,10,19,32,0,3,2,47,8,17,,15,,0,,,,2,4,4,17
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009977,2,9,15,26,2,8,2,43,6,20,,10,,0,,,,3,8,2,16
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009987,3,12,18,35,2,5,1,52,5,11,,16,,0,,,,1,14,2,12
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4009997,4,10,16,35,2,12,3,46,10,24,,8,,0,,,,2,8,4,11
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010007,5,10,11,23,1,6,2,65,5,19,,13,,0,,,,1,6,2,15
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010017,6,7,17,31,0,10,1,57,2,8,,13,,0,,,,2,4,2,12
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010027,7,10,12,18,1,9,0,62,5,16,,7,,0,,,,1,14,6,4
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010037,8,9,13,22,0,7,1,54,6,20,,11,,0,,,,1,10,3,7
1,Cercado,1,Oruro,2059,Oruro,126,U. Esc. Hijos Del Sol (Plan 500),4010047,9,0,5,8,0,5,0,13,2,5,,0,,0,,,,0,1,4,2
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010097,1,11,17,32,0,7,1,57,2,14,,6,,0,,,,2,14,5,3
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010107,2,10,16,38,1,3,0,66,3,13,,7,,0,,,,5,7,4,8
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010117,3,11,11,27,2,4,4,51,8,19,,10,,0,,,,1,5,3,13
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010127,4,6,8,38,4,6,2,54,7,11,,5,,0,,,,2,12,7,8
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010137,5,14,15,48,0,3,1,52,3,15,,7,,0,,,,2,7,2,8
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010147,6,7,17,19,3,6,1,61,8,12,,11,,0,,,,6,11,3,6
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010157,7,6,12,33,2,10,2,51,6,15,,10,,0,,,,3,12,2,9
1,Cercado,1,Oruro,2059,Oruro,127,Col. Nal.Mixto Mejillones (V. Challacollo),4010167,8,3,11,20,2,3,1,22,2,7,,3,,0,,,,4,8,3,5
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009617,1,3,7,44,3,6,1,55,11,19,,12,,0,,,,0,15,12,10
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009627,2,7,4,30,3,5,1,57,11,15,,26,,0,,,,4,7,5,8
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009637,3,4,6,39,1,8,1,58,6,9,,14,,0,,,,1,12,12,20
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009647,4,7,6,35,0,12,0,43,7,18,,18,,0,,,,0,10,13,16
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009657,5,8,14,35,0,7,3,53,21,13,,16,,0,,,,3,11,8,11
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009667,6,7,7,30,0,9,0,71,14,18,,13,,0,,,,1,7,9,9
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009677,7,6,3,41,3,17,1,53,12,4,,11,,0,,,,0,7,12,11
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009687,8,2,7,34,1,6,2,48,18,11,,26,,0,,,,0,12,19,8
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009697,9,4,6,25,1,3,4,55,16,12,,12,,0,,,,0,13,15,16
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009707,10,3,6,31,1,9,0,48,12,16,,16,,0,,,,2,12,20,7
1,Cercado,1,Oruro,2059,Oruro,128,Col. Particular La Salle,4009717,11,3,5,27,1,4,1,40,10,12,,4,,0,,,,0,6,12,4
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007527,1,3,10,40,1,7,2,61,7,18,,13,,0,,,,2,2,6,12
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007537,2,7,11,38,2,8,0,42,9,17,,13,,0,,,,0,8,9,12
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007547,3,4,12,20,1,7,4,71,6,24,,17,,0,,,,1,9,8,9
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007557,4,0,11,22,2,11,0,54,12,19,,15,,0,,,,2,11,6,11
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007567,5,8,8,45,1,8,0,60,8,18,,6,,0,,,,0,11,6,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007577,6,12,10,32,1,5,0,65,7,12,,11,,0,,,,3,4,8,10
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007587,7,4,9,34,0,8,2,52,4,18,,22,,0,,,,2,7,5,14
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007597,8,5,10,36,0,11,0,58,10,20,,8,,0,,,,1,19,7,6
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007607,9,2,12,39,2,12,0,56,19,14,,12,,0,,,,1,14,5,7
1,Cercado,1,Oruro,2059,Oruro,129,Col. Marcos Beltran Avila,4007617,10,6,6,40,4,9,1,39,6,16,,17,,0,,,,1,15,5,3
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006907,1,11,16,41,0,10,3,48,6,10,,10,,0,,,,1,24,4,9
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006917,2,13,16,34,2,8,2,53,5,9,,9,,0,,,,0,29,4,9
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006927,3,11,9,30,0,16,0,63,6,13,,7,,0,,,,1,10,6,9
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006937,4,3,12,25,3,5,1,57,5,13,,8,,0,,,,1,15,4,11
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006947,5,10,11,21,0,10,2,63,9,12,,6,,0,,,,6,20,3,7
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006957,6,6,16,33,2,8,0,54,6,16,,8,,0,,,,0,14,6,11
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006967,7,8,13,26,0,7,2,48,14,16,,7,,0,,,,1,10,7,16
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006977,8,3,10,36,1,9,0,69,10,18,,7,,0,,,,2,6,7,7
1,Cercado,1,Oruro,2059,Oruro,130,U. Esc. Benemeritos De La Patria,4006987,9,9,8,25,1,7,4,55,5,11,,9,,0,,,,3,11,5,8
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007627,1,5,11,21,0,3,2,61,6,16,,16,,0,,,,2,10,4,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007637,2,3,12,26,1,3,0,69,5,20,,8,,0,,,,0,6,9,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007647,3,9,13,33,0,7,1,53,8,14,,6,,0,,,,3,15,7,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007657,4,6,15,30,0,8,0,62,3,17,,5,,0,,,,1,12,3,11
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007667,5,15,14,37,0,7,0,56,4,11,,6,,0,,,,4,7,0,7
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007677,6,6,19,31,0,10,2,57,4,16,,11,,0,,,,0,14,3,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007687,7,11,9,25,1,9,4,63,4,15,,5,,0,,,,2,10,5,13
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007697,8,7,11,40,1,6,1,58,5,15,,9,,0,,,,1,13,3,8
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007707,9,8,15,33,1,6,3,67,2,11,,10,,0,,,,0,9,9,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007717,10,12,17,20,1,2,0,45,3,13,,8,,0,,,,0,20,7,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007727,11,5,20,33,2,10,1,45,4,9,,11,,0,,,,1,9,4,9
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007737,12,6,11,30,0,5,2,65,6,12,,7,,0,,,,2,15,4,9
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007747,13,2,21,45,3,8,0,55,9,13,,12,,0,,,,1,14,2,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007757,14,9,24,21,2,8,2,64,5,13,,11,,0,,,,0,13,4,10
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007767,15,6,13,20,1,1,0,47,4,7,,6,,0,,,,4,14,4,3
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007777,16,4,11,32,1,9,1,72,6,15,,6,,0,,,,2,12,3,15
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007787,17,8,20,43,1,6,0,40,6,22,,9,,0,,,,3,5,3,6
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007797,18,10,13,23,1,9,1,64,1,13,,5,,0,,,,2,13,4,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007807,19,3,22,25,1,4,2,62,4,6,,11,,0,,,,1,12,4,6
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007817,20,7,13,26,0,9,6,62,4,12,,16,,0,,,,2,14,5,9
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007827,21,10,12,34,2,6,0,40,6,17,,12,,0,,,,2,15,3,12
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007837,22,12,22,17,1,4,1,63,15,13,,14,,0,,,,2,11,6,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007847,23,10,18,22,2,9,2,65,5,11,,7,,0,,,,1,11,6,11
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007857,24,3,12,38,2,9,1,58,7,13,,17,,0,,,,0,8,3,4
1,Cercado,1,Oruro,2059,Oruro,131,U. E. Luis Mario Careaga,4007867,25,8,7,26,2,5,0,60,2,18,,13,,0,,,,1,9,4,9
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007877,1,11,20,32,1,9,1,60,8,13,,10,,0,,,,0,13,9,5
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007887,2,6,16,32,0,7,1,55,7,20,,19,,0,,,,0,17,2,6
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007897,3,3,17,32,0,8,1,59,7,19,,11,,0,,,,0,15,6,14
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007907,4,8,17,24,1,6,1,75,8,10,,11,,0,,,,4,14,5,7
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007917,5,10,15,32,1,12,0,55,3,12,,14,,0,,,,1,8,6,5
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007927,6,4,17,39,2,5,0,71,4,11,,6,,0,,,,1,8,6,10
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007937,7,9,14,32,4,4,1,59,9,15,,11,,0,,,,1,8,4,10
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007947,8,10,13,43,1,10,1,46,7,9,,8,,0,,,,0,20,3,17
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007957,9,3,21,31,2,8,0,63,3,12,,6,,0,,,,0,24,3,5
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007967,10,8,10,26,1,3,0,64,3,10,,13,,0,,,,1,20,7,5
1,Cercado,1,Oruro,2059,Oruro,132,Kinder Edith Zamora De Paz,4007977,11,4,8,12,1,2,0,16,0,2,,4,,0,,,,1,8,0,3
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007987,1,4,8,50,1,11,2,62,13,18,,12,,0,,,,2,10,7,8
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4007997,2,3,6,37,1,13,4,51,16,11,,16,,0,,,,1,9,10,18
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008007,3,6,11,42,1,18,0,41,5,15,,14,,0,,,,1,12,8,13
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008017,4,3,5,40,1,11,2,55,9,16,,14,,0,,,,3,13,7,17
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008027,5,4,0,51,1,13,3,49,8,13,,11,,0,,,,0,17,7,8
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008037,6,4,7,38,0,9,1,61,9,9,,20,,0,,,,3,18,6,9
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008047,7,9,8,46,1,6,1,51,6,18,,12,,0,,,,4,11,2,9
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008057,8,6,6,41,2,15,0,46,7,17,,18,,0,,,,1,12,8,7
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008067,9,0,4,37,1,7,1,53,9,20,,12,,0,,,,1,15,7,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008077,10,4,10,42,0,6,2,47,16,20,,12,,0,,,,1,5,5,16
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008087,11,3,15,31,0,14,3,56,2,16,,13,,0,,,,2,7,13,5
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008097,12,3,12,30,0,19,1,55,5,19,,8,,0,,,,0,10,6,9
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008107,13,4,10,35,1,15,1,39,6,19,,16,,0,,,,2,17,9,14
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008117,14,9,14,41,2,13,2,59,7,18,,8,,0,,,,1,8,12,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008127,15,4,17,40,2,15,3,57,11,11,,13,,0,,,,1,12,4,4
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008137,16,4,6,40,1,8,1,47,8,20,,16,,0,,,,0,23,6,13
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008147,17,4,5,44,1,15,1,49,12,17,,17,,0,,,,0,12,3,14
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008157,18,1,14,32,1,9,2,46,7,13,,15,,0,,,,2,20,13,6
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008167,19,3,8,51,0,8,1,47,10,14,,17,,0,,,,1,7,10,15
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008177,20,3,7,41,4,7,0,42,12,20,,20,,0,,,,1,6,8,14
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008187,21,2,9,45,3,10,3,56,7,19,,17,,0,,,,3,8,8,9
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008197,22,3,7,44,1,15,1,49,9,18,,17,,0,,,,1,12,6,8
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008207,23,4,6,47,1,18,2,38,11,22,,21,,0,,,,0,7,7,15
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008217,24,10,5,38,3,13,0,48,8,20,,8,,0,,,,1,13,6,14
1,Cercado,1,Oruro,2059,Oruro,133,U. Esc. San Ignacio De Loyola,4008227,25,1,5,25,0,5,0,19,4,6,,5,,0,,,,0,5,2,3
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008237,1,6,9,33,0,8,2,62,9,13,,9,,0,,,,1,19,8,14
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008247,2,6,12,6,4,4,0,54,39,13,,13,,0,,,,4,18,5,8
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008257,3,10,4,26,1,6,2,61,2,23,,13,,0,,,,3,5,8,6
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008267,4,7,13,36,1,5,2,62,4,16,,8,,0,,,,2,11,5,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008277,5,7,9,35,3,12,2,49,2,18,,8,,0,,,,4,16,9,11
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008287,6,6,16,31,0,6,5,63,5,13,,10,,0,,,,0,19,7,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008297,7,9,16,23,1,5,0,69,3,15,,16,,0,,,,2,10,2,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008307,8,6,9,37,1,9,0,59,3,14,,11,,0,,,,0,11,6,12
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008317,9,7,8,25,0,8,3,55,5,9,,9,,0,,,,0,23,14,7
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008327,10,4,10,31,2,10,2,72,6,12,,6,,0,,,,1,13,6,11
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008337,11,9,8,36,4,9,1,54,4,12,,11,,0,,,,1,17,4,10
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008347,12,7,8,18,1,13,2,65,6,11,,10,,0,,,,3,9,9,6
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008357,13,8,9,38,1,5,0,53,5,15,,19,,0,,,,2,14,4,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008367,14,4,5,22,3,15,0,63,4,25,,15,,0,,,,1,10,7,5
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008377,15,3,10,30,1,6,0,67,5,17,,14,,0,,,,4,9,6,8
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008387,16,4,10,37,1,5,0,49,6,15,,9,,0,,,,1,10,7,10
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008397,17,5,7,19,0,17,3,59,3,14,,15,,0,,,,5,14,8,9
1,Cercado,1,Oruro,2059,Oruro,134,U. E. Jesus de Nazareth,4008407,18,3,10,14,0,5,0,27,2,5,,4,,0,,,,0,7,2,7
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008417,1,5,6,49,0,6,1,43,11,14,,21,,0,,,,2,8,11,12
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008427,2,5,13,40,0,7,1,39,10,19,,19,,0,,,,4,15,7,14
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008437,3,4,11,36,1,16,0,55,10,10,,8,,0,,,,1,11,8,5
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008447,4,2,3,28,2,11,0,56,14,14,,23,,0,,,,2,10,5,16
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008457,5,4,6,50,2,7,0,53,13,9,,14,,0,,,,2,9,12,12
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008467,6,8,5,34,1,9,1,47,10,12,,15,,0,,,,1,6,15,14
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008477,7,2,13,35,1,10,2,43,6,28,,19,,0,,,,1,7,12,7
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008487,8,6,8,37,1,12,2,53,14,13,,15,,0,,,,5,11,6,5
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008497,9,3,4,53,1,9,3,45,9,21,,13,,0,,,,1,9,6,13
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008507,10,5,7,32,0,11,0,53,9,13,,18,,0,,,,1,11,7,12
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008517,11,2,5,54,0,10,2,38,12,15,,19,,0,,,,0,7,8,13
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008527,12,7,8,31,2,18,1,42,11,15,,21,,0,,,,1,8,9,8
1,Cercado,1,Oruro,2059,Oruro,135,U. Esc. Oruro Otawa (Primaria),4008537,13,3,7,41,2,9,2,62,10,12,,17,,0,,,,2,11,6,12
