CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AORA,MTS,JACHAJAKISASOLFESORC,PDC,A-UPP,P.P.,NGP,LIBRE,SOMOS,JACHA MARKA T.C.A.,PATRIA-ORURO,S.A.M. CHALLAPATA,APB-SUMATE,SUMA,UQ,IOTAYAQUIRAMD,FRI,LEAL,UN,MCSFA
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006077,6,3,5,35,2,12,1,68,7,15,,14,,0,,,,2,6,7,13
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006087,7,5,14,36,0,4,1,53,5,15,,14,,0,,,,2,8,8,11
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006097,8,3,8,22,0,10,0,44,9,13,,13,,0,,,,0,9,2,10
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006107,9,0,9,45,0,15,2,50,6,14,,21,,0,,,,0,11,9,12
1,Cercado,1,Oruro,2059,Oruro,25036,U. E. Misael Pacheco Loma,4006117,10,3,5,32,2,7,0,28,5,13,,12,,0,,,,2,7,3,8
1,Cercado,1,Oruro,2059,Oruro,25037,U. E. Carmela Cerruto,4009727,1,1,11,26,1,4,3,68,8,16,,8,,0,,,,0,10,8,6
1,Cercado,1,Oruro,2059,Oruro,25037,U. E. Carmela Cerruto,4009737,2,5,2,29,1,11,2,66,4,20,,8,,0,,,,4,10,3,6
1,Cercado,1,Oruro,2059,Oruro,25037,U. E. Carmela Cerruto,4009747,3,5,16,15,1,11,4,58,6,13,,13,,0,,,,2,8,5,7
1,Cercado,1,Oruro,2059,Oruro,25037,U. E. Carmela Cerruto,4009757,4,3,12,34,1,4,3,43,8,11,,9,,0,,,,3,5,2,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009137,1,18,16,29,1,5,0,42,7,9,,6,,0,,,,0,14,7,3
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009147,2,9,8,50,2,9,1,41,3,10,,7,,0,,,,4,10,11,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009157,3,13,9,30,4,10,0,41,3,8,,4,,0,,,,1,17,12,7
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009167,4,11,22,39,0,8,1,41,5,10,,4,,0,,,,1,4,11,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009177,5,8,17,43,3,6,0,42,4,10,,6,,0,,,,1,7,7,10
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009187,6,11,14,45,3,4,0,46,3,6,,6,,0,,,,1,7,9,8
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009197,7,15,18,46,1,7,0,52,6,9,,3,,0,,,,0,2,11,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009207,8,8,15,31,1,4,0,48,1,15,,5,,0,,,,2,11,19,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009217,9,8,14,37,2,3,1,45,3,14,,7,,0,,,,1,8,8,5
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009227,10,14,9,40,1,12,1,41,4,13,,6,,0,,,,2,7,16,6
1,Cercado,1,Oruro,2059,Oruro,25038,U. Esc. San Juan De Dios,4009237,11,11,15,43,1,4,2,52,1,6,,4,,0,,,,1,11,10,4
1,Cercado,1,Oruro,2059,Oruro,25039,U. Esc. El Kasso   El Progreso,4005127,1,5,13,84,3,9,1,36,5,9,,12,,0,,,,0,4,1,7
1,Cercado,1,Oruro,2059,Oruro,25039,U. Esc. El Kasso   El Progreso,4005137,2,19,15,53,1,7,1,43,3,10,,10,,0,,,,1,11,5,4
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006307,1,8,9,39,2,5,0,56,6,12,,15,,0,,,,1,7,3,14
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006317,2,13,12,45,2,5,1,52,4,17,,13,,0,,,,2,8,6,10
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006327,3,3,8,42,0,8,1,49,5,13,,11,,0,,,,1,7,8,6
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006337,4,16,12,38,2,17,2,42,6,11,,6,,0,,,,2,10,5,10
1,Cercado,1,Oruro,2059,Oruro,25040,U. Esc. Santa Ana I  Arenales,4006347,5,4,0,10,1,3,0,32,0,7,,7,,0,,,,0,6,4,2
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007107,1,7,9,33,3,6,1,62,4,5,,0,,0,,,,7,20,3,3
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007117,2,7,7,36,1,1,0,57,4,13,,7,,0,,,,1,21,7,5
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007127,3,10,4,36,2,8,1,60,3,7,,10,,0,,,,3,21,3,1
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007137,4,7,9,37,2,5,1,59,1,8,,10,,0,,,,1,24,3,4
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007147,5,6,9,46,0,14,3,47,2,7,,6,,0,,,,3,24,3,1
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007157,6,3,8,40,4,6,0,42,2,9,,7,,0,,,,5,34,2,2
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007167,7,6,12,34,1,3,0,57,4,15,,7,,0,,,,2,23,2,5
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007177,8,2,13,39,1,11,1,51,3,8,,7,,0,,,,3,20,1,4
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007187,9,5,15,47,1,13,0,65,3,7,,5,,0,,,,1,20,1,5
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007197,10,6,15,30,2,10,1,50,5,9,,6,,0,,,,2,29,2,8
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007207,11,4,11,41,0,8,0,60,2,14,,10,,0,,,,2,16,4,5
1,Cercado,1,Oruro,2059,Oruro,25043,U. Esc. Dios Es Amor,4007217,12,10,7,34,3,8,0,36,1,13,,13,,0,,,,0,14,2,8
1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,4001107,1,3,5,46,0,7,2,39,12,17,,18,,0,,,,1,8,16,12
1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,4001117,2,1,2,34,1,9,0,38,5,1,,17,,0,,,,1,7,14,7
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001897,1,5,19,33,3,4,2,50,10,12,,11,,0,,,,2,9,3,9
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001907,2,6,14,28,1,10,1,52,7,24,,11,,0,,,,0,8,4,6
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001917,3,12,14,43,1,6,3,63,1,18,,8,,0,,,,3,4,2,10
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001927,4,9,21,38,1,4,4,43,3,20,,11,,0,,,,0,10,4,4
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001937,5,7,22,29,2,10,6,57,2,23,,7,,0,,,,1,7,2,8
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001947,6,10,17,29,1,6,3,60,1,24,,12,,0,,,,0,7,1,4
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001957,7,9,25,32,1,9,2,49,9,15,,9,,0,,,,2,9,5,4
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001967,8,5,14,36,2,1,0,50,4,26,,8,,0,,,,0,8,3,8
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001977,9,3,18,26,0,12,3,66,4,26,,5,,0,,,,2,11,3,7
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001987,10,6,22,17,1,8,3,56,3,12,,11,,0,,,,2,7,1,6
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4001997,11,3,16,29,0,8,3,53,5,20,,5,,0,,,,2,15,2,9
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002007,12,6,8,33,2,7,5,58,0,18,,9,,0,,,,2,9,3,14
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002017,13,14,22,29,1,4,1,56,4,29,,4,,0,,,,0,5,3,2
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002027,14,10,26,30,1,4,5,59,2,24,,8,,0,,,,2,4,1,5
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002037,15,8,7,35,1,10,2,76,6,16,,12,,0,,,,0,9,4,4
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002047,16,4,21,25,1,6,3,64,5,18,,8,,0,,,,0,12,4,6
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002057,17,4,14,29,1,8,3,66,7,17,,9,,0,,,,1,11,1,5
1,Cercado,1,Oruro,2059,Oruro,25046,U.E. Marcelo Quiroga Santa Cruz,4002067,18,0,7,13,1,1,1,8,1,3,,2,,0,,,,0,3,0,2
1,Cercado,1,Oruro,2059,Oruro,25047,U.E. Virgen Del Mar III,4001127,1,0,9,33,0,13,1,59,8,21,,20,,0,,,,0,10,10,14
1,Cercado,1,Oruro,2059,Oruro,25047,U.E. Virgen Del Mar III,4001137,2,1,11,47,1,11,0,55,8,17,,16,,0,,,,1,9,9,6
1,Cercado,1,Oruro,2059,Oruro,25047,U.E. Virgen Del Mar III,4001147,3,2,12,39,0,12,3,50,15,9,,20,,0,,,,0,12,8,17
1,Cercado,1,Oruro,2059,Oruro,25047,U.E. Virgen Del Mar III,4001157,4,2,1,7,0,1,0,3,4,2,,2,,0,,,,0,0,0,3
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004707,1,7,10,34,2,8,0,78,5,17,,11,,0,,,,0,19,2,3
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004717,2,7,10,30,1,7,1,78,7,11,,6,,0,,,,6,12,6,2
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004727,3,1,7,35,0,6,2,70,8,18,,13,,0,,,,2,10,4,6
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004737,4,7,5,25,4,9,1,74,10,17,,12,,0,,,,3,14,5,3
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004747,5,4,8,28,1,5,1,76,6,15,,6,,0,,,,1,6,1,9
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004757,6,7,12,35,3,9,1,73,4,12,,4,,0,,,,1,16,4,5
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004767,7,4,10,37,3,10,3,66,2,15,,8,,0,,,,2,12,10,2
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004777,8,8,10,32,0,6,0,76,5,14,,8,,0,,,,5,11,2,3
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004787,9,5,15,26,1,6,2,69,4,16,,12,,0,,,,3,9,1,9
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004797,10,5,12,31,5,5,2,67,8,20,,12,,0,,,,2,10,0,7
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004807,11,3,15,40,1,2,1,62,9,18,,9,,0,,,,0,8,2,8
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004817,12,3,9,32,0,10,0,64,10,15,,13,,0,,,,3,13,3,11
1,Cercado,1,Oruro,2059,Oruro,25048,U.E. Nal. Mixto Huajara Secundario,4004827,13,1,2,0,1,4,0,14,1,3,,0,,0,,,,1,4,0,1
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004437,1,15,14,35,1,6,3,54,4,8,,5,,0,,,,1,15,3,4
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004447,2,7,11,34,2,5,2,67,3,11,,4,,0,,,,2,14,2,5
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004457,3,15,12,32,1,7,3,58,0,11,,5,,0,,,,2,6,1,5
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004467,4,11,12,28,0,8,4,64,3,7,,2,,0,,,,0,11,0,3
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004477,5,9,16,24,1,5,1,71,3,13,,4,,0,,,,3,10,0,9
1,Cercado,1,Oruro,2059,Oruro,25049,U.E. San Luis,4004487,6,7,11,28,2,11,3,50,4,13,,7,,0,,,,1,9,3,10
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006357,1,10,8,42,1,9,1,70,5,11,,4,,0,,,,1,11,8,14
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006367,2,6,8,52,2,14,3,53,6,15,,7,,0,,,,2,7,6,10
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006377,3,6,15,39,1,10,0,59,7,16,,11,,0,,,,4,7,4,9
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006387,4,5,9,36,0,7,1,53,5,14,,5,,0,,,,4,7,11,7
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006397,5,4,8,46,1,10,1,64,5,16,,8,,0,,,,1,8,4,10
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006407,6,11,12,47,0,9,0,63,3,15,,7,,0,,,,1,8,6,4
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006417,7,5,10,53,1,10,2,49,6,21,,15,,0,,,,0,10,7,9
1,Cercado,1,Oruro,2059,Oruro,25050,U.E. Magdalena Postel II,4006427,8,2,2,2,0,1,0,10,1,1,,2,,0,,,,0,1,2,0
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010237,1,8,18,20,0,6,0,78,7,19,,3,,0,,,,0,6,6,1
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010247,2,5,17,28,3,7,1,67,3,17,,6,,0,,,,1,8,0,4
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010257,3,7,18,21,2,4,4,72,8,12,,8,,0,,,,2,15,1,6
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010267,4,13,11,17,5,8,1,65,5,18,,9,,0,,,,0,5,5,2
1,Cercado,1,Oruro,2059,Oruro,25051,U.E. Mejillones II (Secundario),4010277,5,9,4,21,1,2,2,45,2,7,,2,,0,,,,1,5,3,2
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005147,1,7,15,39,1,4,2,67,5,11,,16,,0,,,,3,5,3,7
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005157,2,14,12,29,1,6,2,48,2,18,,16,,0,,,,4,10,1,7
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005167,3,7,18,38,0,4,3,55,5,11,,6,,0,,,,3,10,3,14
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005177,4,15,17,26,1,9,4,48,4,15,,7,,0,,,,0,9,4,4
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005187,5,7,22,47,1,7,1,50,7,15,,6,,0,,,,3,8,6,8
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005197,6,7,13,41,3,3,4,52,6,15,,12,,0,,,,0,9,3,12
1,Cercado,1,Oruro,2059,Oruro,25627,CEA Boliviano Alemán,4005207,7,10,7,32,2,10,5,48,10,15,,9,,0,,,,2,9,9,11
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4003997,1,10,9,32,1,10,5,55,7,20,,10,,0,,,,2,8,4,17
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004007,2,10,12,32,0,8,6,61,4,15,,14,,0,,,,1,10,3,6
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004017,3,8,15,30,3,5,1,45,5,18,,15,,0,,,,2,12,7,9
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004027,4,7,19,30,0,5,5,69,4,11,,10,,0,,,,2,13,2,10
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004037,5,4,5,46,1,10,2,65,2,14,,10,,0,,,,0,8,1,4
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004047,6,7,16,32,1,9,4,69,9,14,,5,,0,,,,1,15,3,4
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004057,7,7,16,35,1,6,5,59,8,22,,12,,0,,,,1,6,2,5
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004067,8,5,10,31,3,10,1,68,8,14,,11,,0,,,,0,11,5,7
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004077,9,2,13,35,0,6,7,54,9,18,,9,,0,,,,3,17,6,2
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004087,10,7,11,32,2,8,1,59,3,14,,8,,0,,,,2,18,5,9
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004097,11,4,16,36,0,9,4,58,6,11,,6,,0,,,,0,16,4,6
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004107,12,6,14,33,0,10,2,59,5,16,,11,,0,,,,1,14,5,17
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004117,13,5,11,0,0,6,8,75,3,30,,7,,0,,,,1,9,6,4
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004127,14,6,13,39,2,6,6,64,5,11,,11,,0,,,,2,12,1,9
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004137,15,5,11,38,0,9,5,74,6,11,,9,,0,,,,2,11,1,8
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004147,16,5,8,31,1,10,3,53,3,18,,16,,0,,,,1,17,3,8
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004157,17,6,6,36,1,15,4,53,7,11,,16,,0,,,,0,13,2,11
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004167,18,7,11,54,0,6,2,54,9,9,,8,,0,,,,0,8,4,7
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004177,19,5,17,33,0,5,6,52,7,11,,17,,0,,,,1,13,2,9
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004187,20,7,13,26,2,8,5,58,7,17,,7,,0,,,,1,20,7,10
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004197,21,5,9,45,0,5,2,57,6,9,,7,,0,,,,2,8,5,10
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004207,22,6,15,43,0,9,5,60,7,14,,10,,0,,,,0,9,3,8
1,Cercado,1,Oruro,2059,Oruro,25628,U.E. Avelino Siñani Magisterio,4004217,23,4,18,27,0,8,2,42,7,10,,7,,0,,,,1,5,4,3
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002077,1,9,27,37,0,6,0,45,8,10,,10,,0,,,,0,10,1,6
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002087,2,13,13,31,1,6,0,48,7,17,,5,,0,,,,2,23,0,7
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002097,3,3,9,43,0,3,0,52,7,23,,8,,0,,,,5,10,5,3
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002107,4,8,19,44,1,6,2,47,7,14,,10,,0,,,,5,10,3,2
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002117,5,7,25,33,1,2,1,43,5,17,,13,,0,,,,1,5,9,16
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002127,6,8,21,44,1,12,0,36,1,12,,10,,0,,,,0,12,5,11
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002137,7,10,24,31,1,8,0,54,4,10,,11,,0,,,,0,11,6,10
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002147,8,10,15,44,0,7,2,37,11,21,,12,,0,,,,0,8,4,13
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002157,9,15,17,43,0,7,1,35,9,20,,17,,0,,,,0,14,7,5
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002167,10,13,14,36,0,11,1,48,11,19,,10,,0,,,,2,10,7,7
1,Cercado,1,Oruro,2059,Oruro,25629,U.E. Cristo el Salvador,4002177,11,1,3,15,1,1,0,16,2,7,,4,,0,,,,0,4,1,2
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009397,1,7,13,58,0,4,1,33,1,6,,10,,0,,,,2,19,2,1
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009407,2,9,13,55,1,10,0,24,1,7,,9,,0,,,,1,8,6,0
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009417,3,6,7,53,4,11,1,25,2,6,,4,,0,,,,2,8,6,2
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009427,4,7,12,62,0,5,1,17,0,7,,5,,0,,,,3,7,13,5
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009437,5,6,12,52,3,5,1,35,0,5,,5,,0,,,,2,9,5,2
1,Cercado,1,Oruro,2059,Oruro,25944,U.E. Valle Hermoso   Vinto II,4009447,6,13,11,52,1,2,0,22,1,8,,6,,0,,,,5,8,10,5
1,Cercado,1,Oruro,2059,Oruro,25945,U.E. Gerardina Lafuente Callejas,4003737,1,11,12,28,3,6,2,52,2,12,,3,,0,,,,3,19,1,7
1,Cercado,1,Oruro,2059,Oruro,25945,U.E. Gerardina Lafuente Callejas,4003747,2,14,14,27,1,5,3,55,0,16,,3,,0,,,,2,13,1,1
1,Cercado,1,Oruro,2059,Oruro,25945,U.E. Gerardina Lafuente Callejas,4003757,3,9,16,29,1,9,3,42,1,12,,10,,0,,,,1,18,1,3
1,Cercado,1,Oruro,2059,Oruro,25945,U.E. Gerardina Lafuente Callejas,4003767,4,4,15,45,2,8,2,56,2,13,,10,,0,,,,0,17,7,1
1,Cercado,1,Oruro,2059,Oruro,25945,U.E. Gerardina Lafuente Callejas,4003777,5,1,5,6,0,0,0,11,0,4,,3,,0,,,,0,3,0,0
1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,4009367,1,12,10,35,1,3,0,55,8,17,,11,,0,,,,1,10,9,6
1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,4009377,2,13,8,42,1,12,3,43,3,13,,8,,0,,,,2,5,2,10
1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,4009387,3,3,8,20,0,3,2,31,5,8,,5,,0,,,,0,8,6,3
1,Cercado,1,Oruro,2059,Oruro,26491,U.E. Uru Uru 2,4005457,1,18,27,20,4,6,3,33,8,16,,11,,0,,,,1,11,3,6
1,Cercado,1,Oruro,2059,Oruro,26491,U.E. Uru Uru 2,4005467,2,11,32,29,3,6,1,56,2,16,,10,,0,,,,3,7,2,5
1,Cercado,1,Oruro,2059,Oruro,26491,U.E. Uru Uru 2,4005477,3,13,32,30,5,4,3,36,5,22,,9,,0,,,,2,5,4,5
1,Cercado,1,Oruro,2059,Oruro,26491,U.E. Uru Uru 2,4005487,4,4,14,15,4,3,2,22,2,6,,5,,0,,,,3,11,2,6
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001347,1,3,7,32,1,13,1,60,14,16,,12,,0,,,,0,10,4,7
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001357,2,2,9,37,0,7,2,37,9,24,,18,,0,,,,0,13,8,17
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001367,3,2,6,41,2,18,1,37,9,17,,13,,0,,,,1,17,15,10
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001377,4,3,7,34,2,16,0,47,5,13,,17,,0,,,,3,13,9,16
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001387,5,2,8,40,1,15,1,46,10,16,,19,,0,,,,1,12,12,7
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001397,6,5,8,37,0,11,0,41,11,21,,11,,0,,,,1,13,14,11
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001407,7,8,7,39,0,13,0,33,15,17,,13,,0,,,,0,15,15,9
1,Cercado,1,Oruro,2059,Oruro,31001,U.E.  Ildefonso Murguia,4001417,8,2,2,41,1,7,1,42,5,15,,12,,0,,,,0,11,13,13
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001737,1,1,4,42,2,8,2,63,5,22,,16,,0,,,,0,7,16,3
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001747,2,3,13,33,1,8,0,47,13,13,,17,,0,,,,1,11,8,21
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001757,3,0,7,25,1,9,0,45,15,15,,16,,0,,,,0,10,24,16
1,Cercado,1,Oruro,2059,Oruro,31005,U.E. Nuestra Señora del Socavón 1,4001767,4,3,10,39,0,6,1,58,8,17,,10,,0,,,,3,19,11,13
