CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,FRI,CHR,NGP,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009487,8,39,26,7,15,4,18,12,12,,,4,14,10
1,Oropeza,1,Sucre,2794,Sucre,210,Esc. Josefina Goytia,1009497,9,16,25,7,13,0,15,14,10,,,5,13,5
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008047,1,20,23,4,19,6,9,8,8,,,3,31,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008057,2,22,30,2,11,9,9,8,4,,,6,17,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008067,3,21,29,1,12,7,7,7,6,,,7,21,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008077,4,21,15,2,13,11,8,26,10,,,6,16,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008087,5,17,24,8,14,6,5,11,6,,,7,16,11
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008097,6,21,19,3,9,3,10,16,5,,,10,16,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008107,7,28,13,8,15,5,5,12,3,,,4,14,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008117,8,17,29,5,14,9,7,12,3,,,6,14,14
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008127,9,19,21,7,6,1,5,8,4,,,3,16,2
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008137,10,26,29,4,16,8,5,7,3,,,6,11,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008147,11,16,15,2,10,3,7,20,6,,,6,31,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008157,12,19,27,3,11,4,5,12,4,,,2,29,7
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008167,13,15,26,1,10,5,7,6,7,,,2,18,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008177,14,22,22,4,14,6,9,14,6,,,5,27,2
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008187,15,14,31,4,14,4,8,12,11,,,2,20,7
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008197,16,17,26,2,18,5,5,12,8,,,6,20,4
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008207,17,28,23,2,14,5,6,12,10,,,9,18,7
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008217,18,31,16,3,19,6,3,19,2,,,7,18,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008227,19,23,20,2,14,4,3,8,7,,,4,4,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005857,1,28,29,7,14,8,5,10,6,,,9,18,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005867,2,33,23,6,19,5,6,18,9,,,6,19,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005877,3,27,30,3,13,11,8,18,2,,,3,23,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005887,4,24,28,4,15,9,3,15,11,,,6,16,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005897,5,21,27,8,14,5,6,11,4,,,6,24,1
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005907,6,22,18,5,13,7,6,7,7,,,11,14,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005917,7,25,15,9,15,6,11,11,9,,,7,13,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005927,8,25,38,5,13,2,9,12,7,,,5,18,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005937,9,36,20,8,9,4,7,11,5,,,5,17,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005947,10,21,41,6,16,9,3,20,5,,,9,9,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005957,11,22,17,5,9,4,7,18,8,,,7,15,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005967,12,35,37,4,9,7,4,16,8,,,2,5,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005977,13,20,19,3,13,10,7,11,8,,,3,13,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005987,14,30,20,4,24,4,7,14,9,,,5,17,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005997,15,36,28,10,17,9,5,9,0,,,4,18,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006007,16,18,27,9,16,10,5,17,7,,,9,11,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006017,17,25,23,6,13,7,5,13,8,,,9,20,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006027,18,26,21,6,11,3,2,12,6,,,2,18,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006037,19,16,24,5,14,6,8,23,4,,,6,20,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006047,20,28,33,2,19,10,6,16,8,,,1,18,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006057,21,22,38,7,9,2,7,20,4,,,4,22,2
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006067,22,19,26,6,14,4,2,23,10,,,8,17,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006077,23,34,24,6,14,17,8,10,5,,,5,17,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006087,24,17,11,1,9,6,2,7,1,,,5,12,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002947,1,25,37,2,13,9,2,11,7,,,4,18,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002957,2,27,28,4,15,5,5,22,7,,,3,20,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002967,3,32,30,7,16,5,2,13,7,,,4,25,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002977,4,22,30,5,17,6,7,14,7,,,5,22,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002987,5,20,31,5,10,10,2,12,5,,,8,22,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002997,6,32,23,1,12,7,6,7,9,,,12,21,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003007,7,33,26,1,17,3,4,7,3,,,4,16,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003017,8,23,42,9,19,9,8,5,8,,,8,23,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003027,9,26,33,3,18,1,4,7,11,,,8,18,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003037,10,24,38,4,16,3,6,16,4,,,4,23,2
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003047,11,29,31,7,12,9,6,9,12,,,1,32,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003057,12,24,32,5,18,5,6,6,3,,,7,20,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003067,13,18,12,3,17,3,8,15,8,,,5,27,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003077,14,26,26,4,15,3,7,14,8,,,3,8,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003087,15,19,41,4,11,4,9,10,6,,,2,28,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003097,16,25,24,4,13,7,3,14,7,,,5,24,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003107,17,17,14,4,15,3,6,18,8,,,5,27,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003117,18,27,22,7,14,7,9,21,3,,,4,11,2
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003127,19,35,22,8,16,5,4,9,6,,,3,28,11
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003137,20,27,29,3,14,6,4,16,10,,,4,27,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003147,21,26,28,3,18,3,3,9,11,,,8,29,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003157,22,23,24,6,16,7,6,16,7,,,8,17,13
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003167,23,22,27,7,17,5,5,14,4,,,3,19,8
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003177,24,30,32,4,25,2,5,12,11,,,5,14,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003187,25,5,12,1,5,0,2,6,2,,,1,13,1
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002727,1,26,18,3,9,6,9,12,5,,,6,19,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002737,2,25,20,3,14,11,4,12,1,,,4,11,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002747,3,29,27,5,14,7,2,14,9,,,8,18,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002757,4,22,19,5,15,4,5,5,6,,,9,23,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002767,5,23,21,3,7,4,4,9,2,,,5,13,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002777,6,24,23,8,12,8,1,9,6,,,6,12,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002787,7,18,16,4,14,11,4,9,8,,,5,19,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002797,8,33,16,4,18,2,5,9,3,,,7,14,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002807,9,25,24,2,10,4,7,14,6,,,7,14,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002817,10,17,18,9,11,6,4,10,4,,,9,10,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002827,11,19,33,4,13,9,4,12,7,,,7,17,2
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002837,12,13,17,6,9,6,6,15,11,,,7,11,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002847,13,27,23,5,9,8,2,6,9,,,3,15,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002857,14,12,20,5,9,10,4,13,8,,,9,19,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002867,15,20,27,3,12,7,5,7,5,,,10,16,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002877,16,28,17,3,9,11,4,11,7,,,9,16,1
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002887,17,36,23,5,12,6,5,9,6,,,8,9,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002897,18,20,25,3,9,8,6,10,8,,,7,16,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002907,19,19,22,6,18,5,4,15,5,,,9,18,2
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002917,20,20,19,9,14,6,5,8,6,,,11,10,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002927,21,30,27,5,20,6,6,7,1,,,1,17,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002937,22,3,6,0,3,2,2,4,4,,,0,5,0
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003257,1,24,21,2,4,3,5,9,3,,,7,19,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003267,2,35,17,5,9,10,9,8,9,,,7,15,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003277,3,19,34,4,12,10,5,13,5,,,9,9,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003287,4,20,14,2,9,5,6,12,5,,,6,20,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003297,5,20,15,4,11,7,4,9,6,,,9,18,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003307,6,17,23,5,11,8,4,14,4,,,7,19,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003317,7,26,22,5,12,8,4,15,7,,,7,12,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003327,8,18,20,5,12,9,6,6,1,,,4,19,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003337,9,11,20,4,9,8,4,13,3,,,12,21,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003347,10,24,23,2,16,8,3,8,9,,,6,17,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003357,11,20,27,7,10,5,3,7,7,,,8,15,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003367,12,25,28,4,7,2,9,11,5,,,4,30,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003377,13,12,27,13,9,6,3,11,5,,,11,10,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003387,14,28,15,7,10,2,5,8,7,,,10,18,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003397,15,16,18,7,14,5,5,9,5,,,9,25,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003407,16,30,15,9,9,9,11,15,5,,,6,17,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003417,17,13,30,4,10,4,1,11,5,,,15,28,0
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003427,18,26,16,4,9,3,4,8,5,,,9,15,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003437,19,23,23,4,11,10,2,13,8,,,7,18,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003447,20,24,19,4,11,9,3,13,7,,,10,12,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003457,21,32,14,5,6,5,9,9,5,,,8,18,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003467,22,29,22,3,10,10,3,10,8,,,10,14,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003477,23,22,19,7,9,4,2,8,8,,,5,18,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003487,24,18,23,3,12,7,7,10,5,,,9,17,1
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003497,25,8,3,1,2,1,0,1,2,,,0,6,0
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001197,1,39,33,1,17,7,19,11,8,,,1,8,8
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001207,2,53,20,2,24,2,8,11,7,,,5,18,8
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001217,3,40,30,1,16,2,19,22,6,,,4,9,5
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001227,4,51,24,1,31,4,18,8,6,,,2,13,9
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001237,5,32,29,2,29,4,13,12,8,,,3,7,11
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001247,6,33,45,2,25,3,16,11,5,,,5,12,13
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001257,7,39,28,3,29,2,17,10,10,,,4,14,10
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001267,8,33,34,1,27,1,26,8,12,,,2,17,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001277,9,35,24,1,26,3,5,10,9,,,4,3,10
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002107,1,24,32,2,10,11,6,10,0,,,4,11,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002117,2,19,25,1,6,8,3,5,5,,,9,20,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002127,3,23,18,7,6,10,9,10,3,,,3,13,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002137,4,20,22,4,6,3,2,7,7,,,5,15,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002147,5,18,9,6,11,8,4,9,2,,,10,20,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002157,6,21,21,6,3,11,1,12,7,,,9,7,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002167,7,12,22,7,4,11,6,9,4,,,13,13,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002177,8,17,21,6,8,6,4,5,5,,,8,25,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002187,9,14,22,3,10,6,3,8,5,,,5,19,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002197,10,19,18,3,5,2,4,9,3,,,5,12,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002207,11,12,29,5,6,8,2,5,3,,,3,26,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002217,12,11,16,6,10,9,4,8,3,,,12,19,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002227,13,16,31,3,9,5,7,10,3,,,6,17,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002237,14,22,26,3,10,10,7,12,4,,,7,26,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002247,15,21,32,4,12,1,3,4,8,,,5,10,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002257,16,18,23,3,10,3,3,10,2,,,6,17,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002267,17,14,16,5,7,8,4,16,4,,,9,18,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002277,18,7,27,2,6,7,4,10,7,,,5,10,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002287,19,14,20,4,9,7,4,15,4,,,3,23,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002297,20,18,23,5,10,4,5,12,1,,,11,16,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002307,21,13,29,5,7,5,3,7,6,,,11,21,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002317,22,11,14,2,5,6,3,4,4,,,3,9,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006757,1,38,30,2,24,2,5,22,3,,,3,14,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006767,2,36,24,1,20,6,9,6,11,,,7,20,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006777,3,42,40,7,24,5,5,8,8,,,6,16,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006787,4,27,30,3,21,6,7,18,9,,,9,13,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006797,5,31,28,4,16,11,8,23,9,,,11,10,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006807,6,34,32,5,22,3,4,16,9,,,6,19,12
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006817,7,25,28,9,14,11,10,18,3,,,7,14,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006827,8,38,28,1,27,4,9,23,12,,,5,17,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006837,9,29,32,3,14,7,3,18,5,,,8,12,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006847,10,32,22,3,22,8,6,17,11,,,12,14,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006857,11,32,21,5,18,6,4,10,7,,,6,27,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006867,12,33,27,1,21,3,12,15,3,,,4,19,14
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006877,13,36,29,2,14,13,3,24,9,,,9,14,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006887,14,31,32,0,13,7,12,17,4,,,6,20,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006897,15,29,31,4,21,6,3,17,5,,,4,15,18
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006907,16,36,40,5,18,5,5,23,11,,,3,17,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006917,17,36,25,4,25,2,5,19,11,,,4,16,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006927,18,45,31,1,20,6,3,19,8,,,4,16,2
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006937,19,35,24,2,26,10,9,11,7,,,6,12,12
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006947,20,43,39,2,28,4,5,11,6,,,5,11,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006957,21,7,8,2,2,0,1,2,1,,,2,6,2
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007637,1,19,31,5,21,13,5,17,12,,,5,16,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007647,2,36,30,6,13,5,7,19,13,,,0,17,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007657,3,25,22,5,13,11,9,18,10,,,4,24,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007667,4,19,21,3,25,8,9,17,3,,,4,19,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007677,5,32,18,5,13,4,9,17,5,,,4,14,9
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007687,6,21,17,4,14,11,13,18,7,,,4,20,9
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007697,7,22,17,4,14,8,7,14,6,,,4,17,4
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007707,8,22,25,6,12,10,3,16,9,,,1,22,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007717,9,29,21,4,29,8,2,8,13,,,3,16,7
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007727,10,30,24,3,14,3,11,10,5,,,4,18,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007737,11,2,6,1,6,4,3,7,4,,,1,5,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007337,1,22,22,6,20,7,5,8,6,,,10,25,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007347,2,27,23,5,14,7,4,13,6,,,6,17,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007357,3,21,24,6,10,4,10,11,5,,,9,18,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007367,4,20,25,7,11,6,3,16,9,,,5,17,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007377,5,18,24,7,12,6,4,14,8,,,5,23,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007387,6,22,37,2,14,1,9,14,12,,,4,19,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007397,7,21,25,5,13,4,5,7,5,,,4,20,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007407,8,16,24,3,10,5,5,11,6,,,4,21,9
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007417,9,31,29,7,12,5,3,9,5,,,6,13,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007427,10,20,34,6,12,6,3,9,5,,,6,20,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007437,11,28,25,6,11,4,4,10,7,,,6,30,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007447,12,15,25,5,9,7,7,9,5,,,5,18,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007457,13,27,26,9,9,5,2,10,10,,,6,20,7
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007467,14,33,25,7,15,2,9,15,6,,,5,21,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007477,15,9,36,6,15,4,2,13,9,,,5,22,17
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007487,16,14,19,3,3,6,7,9,8,,,5,18,4
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001807,1,28,36,2,22,4,5,12,14,,,5,14,11
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001817,2,29,42,3,25,2,7,9,5,,,8,16,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001827,3,38,35,2,29,0,6,13,9,,,3,13,14
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001837,4,31,42,3,17,4,4,22,9,,,5,13,5
