CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,LIBRE,NGP,PATRIA-UNIDOS,MTS,FRI,XS-CH,A-UPP
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005901,6,26,9,5,36,3,10,7,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005911,7,33,16,6,36,6,11,5,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005921,8,37,25,7,46,8,9,3,3
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005931,9,41,9,3,34,9,9,7,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005941,10,29,19,3,52,4,10,9,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005951,11,22,15,6,36,2,5,8,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005961,12,34,21,0,50,4,8,6,2
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005971,13,32,14,3,36,5,5,8,1
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005981,14,31,23,5,39,7,5,4,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005991,15,38,21,2,42,8,7,9,3
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006001,16,29,21,4,45,6,6,6,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006011,17,35,14,5,49,3,9,4,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006021,18,36,11,2,34,7,5,2,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006031,19,40,17,3,37,6,3,10,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006041,20,31,14,6,53,4,7,9,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006051,21,26,10,2,51,6,7,11,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006061,22,36,15,6,45,2,4,9,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006071,23,43,19,3,31,7,9,10,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006081,24,25,11,6,19,1,4,3,2
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002941,1,30,17,2,58,5,5,13,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002951,2,43,18,5,49,2,6,7,9
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002961,3,45,13,4,49,2,5,13,9
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002971,4,42,16,6,46,2,9,4,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002981,5,38,13,4,47,6,6,2,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002991,6,38,11,5,40,4,5,7,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003001,7,34,15,5,38,3,8,4,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003011,8,36,17,3,68,5,6,11,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003021,9,31,14,8,50,4,10,7,9
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003031,10,30,11,1,60,4,7,4,8
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003041,11,40,21,5,49,6,6,4,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003051,12,31,19,3,50,5,9,3,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003061,13,27,14,6,34,4,7,14,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003071,14,29,24,5,40,0,12,6,3
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003081,15,34,10,5,60,3,10,5,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003091,16,45,9,0,40,5,3,8,12
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003101,17,27,18,3,40,4,4,6,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003111,18,38,11,4,39,4,11,6,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003121,19,37,13,5,41,7,7,9,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003131,20,41,10,3,56,1,8,8,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003141,21,42,11,7,47,5,7,4,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003151,22,41,20,6,37,4,6,8,8
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003161,23,29,11,3,48,4,7,6,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003171,24,41,28,5,42,4,8,6,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003181,25,5,12,2,18,1,3,3,0
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002721,1,36,10,8,35,1,6,10,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002731,2,32,8,2,37,3,2,15,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002741,3,34,15,8,36,4,7,15,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002751,4,32,14,5,35,8,3,4,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002761,5,19,8,1,40,4,7,4,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002771,6,26,15,6,28,3,6,11,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002781,7,21,15,8,39,3,6,6,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002791,8,37,14,5,42,2,6,2,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002801,9,31,17,1,32,2,6,6,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002811,10,22,11,3,33,2,4,11,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002821,11,26,10,9,47,6,7,5,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002831,12,22,11,10,27,4,10,9,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002841,13,35,18,6,29,3,0,10,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002851,14,24,10,6,31,6,9,10,10
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002861,15,29,12,3,31,6,4,6,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002871,16,28,10,5,35,3,3,8,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002881,17,30,16,4,39,4,3,6,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002891,18,24,12,9,33,3,8,4,10
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002901,19,28,19,2,39,3,5,7,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002911,20,27,12,6,34,4,6,9,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002921,21,29,22,3,34,7,6,8,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002931,22,4,1,2,7,1,0,4,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003251,1,22,9,3,38,12,2,4,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003261,2,32,13,4,39,4,4,9,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003271,3,27,16,4,34,2,5,15,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003281,4,34,8,2,27,2,10,7,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003291,5,22,16,7,20,2,8,6,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003301,6,24,13,2,39,3,5,9,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003311,7,28,11,4,47,2,4,7,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003321,8,23,15,1,36,6,6,10,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003331,9,19,12,0,35,7,4,11,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003341,10,27,11,3,49,5,5,7,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003351,11,18,15,3,37,9,5,11,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003361,12,23,11,3,56,1,7,9,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003371,13,22,11,3,32,8,8,9,10
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003381,14,25,10,5,29,3,8,8,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003391,15,24,15,1,38,2,12,3,9
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003401,16,30,11,1,38,4,12,7,4
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003411,17,30,10,3,43,4,4,6,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003421,18,19,10,5,33,4,5,8,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003431,19,25,12,2,40,4,6,11,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003441,20,35,11,3,30,3,4,8,9
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003451,21,34,13,2,34,1,5,10,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003461,22,35,9,5,34,3,5,13,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003471,23,24,7,3,42,5,9,7,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003481,24,25,11,4,48,2,6,2,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003491,25,8,3,2,7,0,0,3,1
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001191,1,39,21,9,48,2,11,6,0
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001201,2,54,27,8,27,4,9,5,4
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001211,3,51,19,3,50,3,13,1,3
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001221,4,58,26,3,30,4,18,6,4
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001231,5,54,23,2,46,2,4,5,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001241,6,55,20,3,53,2,9,3,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001251,7,50,32,10,42,4,9,4,3
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001261,8,60,25,7,39,2,16,4,5
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001271,9,46,31,3,26,3,6,0,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002101,1,25,8,3,38,3,4,12,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002111,2,27,7,2,32,1,2,10,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002121,3,23,9,3,36,5,5,8,0
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002131,4,26,3,2,33,3,1,7,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002141,5,23,12,3,27,7,6,5,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002151,6,25,5,4,32,7,2,6,8
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002161,7,27,7,2,30,8,6,14,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002171,8,24,9,3,38,5,3,8,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002181,9,23,6,3,32,6,8,4,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002191,10,25,7,4,22,6,5,4,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002201,11,10,8,3,50,7,6,5,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002211,12,18,8,6,26,3,9,13,8
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002221,13,16,4,3,46,2,8,4,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002231,14,27,9,4,46,4,13,6,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002241,15,22,6,7,34,6,4,3,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002251,16,23,11,3,29,3,4,6,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002261,17,18,9,1,19,7,8,10,8
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002271,18,22,7,0,32,2,8,5,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002281,19,19,8,2,42,5,8,2,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002291,20,23,11,2,27,6,2,7,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002301,21,23,7,5,47,3,4,5,10
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002311,22,19,5,2,19,2,2,7,0
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006751,1,50,23,2,44,4,9,6,2
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006761,2,37,22,4,40,2,10,4,9
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006771,3,53,21,6,59,3,3,5,14
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006781,4,32,30,6,39,1,9,4,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006791,5,53,22,7,39,2,14,7,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006801,6,47,18,8,49,4,4,11,3
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006811,7,40,22,5,42,8,9,7,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006821,8,59,23,5,45,3,12,3,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006831,9,40,21,5,44,1,2,7,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006841,10,47,30,6,41,4,7,7,0
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006851,11,45,14,3,48,4,8,7,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006861,12,45,17,5,44,4,11,5,3
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006871,13,53,17,5,43,5,4,9,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006881,14,41,14,6,53,4,14,4,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006891,15,47,31,4,44,5,4,5,4
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006901,16,42,24,3,55,8,5,5,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006911,17,46,26,1,50,8,9,5,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006921,18,50,30,3,45,9,4,3,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006931,19,54,24,2,39,5,12,6,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006941,20,52,21,11,46,3,5,5,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006951,21,13,2,0,12,2,2,0,2
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007631,1,22,20,4,43,4,4,27,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007641,2,47,26,11,42,3,5,6,1
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007651,3,27,14,13,47,4,7,14,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007661,4,32,24,1,40,5,6,11,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007671,5,41,14,6,35,5,8,4,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007681,6,27,18,5,45,6,4,11,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007691,7,33,13,3,32,2,3,12,7
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007701,8,28,13,3,34,6,4,15,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007711,9,30,23,10,51,2,6,8,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007721,10,43,16,4,33,1,14,5,3
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007731,11,3,6,1,18,2,2,2,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007331,1,35,26,2,35,10,8,6,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007341,2,37,12,4,40,11,4,9,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007351,3,22,11,2,42,13,5,4,10
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007361,4,18,9,5,46,11,8,7,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007371,5,24,10,3,52,7,6,6,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007381,6,21,11,10,66,4,7,4,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007391,7,32,12,2,48,5,6,6,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007401,8,29,14,1,39,2,5,3,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007411,9,29,13,6,43,5,6,7,1
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007421,10,28,11,1,48,4,5,8,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007431,11,41,13,2,48,5,7,6,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007441,12,18,11,1,46,5,8,9,9
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007451,13,32,14,4,46,8,8,8,1
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007461,14,37,15,1,47,10,4,2,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007471,15,28,22,4,40,3,5,5,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007481,16,25,8,3,34,3,5,5,4
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001801,1,34,26,10,45,0,6,4,9
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001811,2,39,13,6,58,5,9,5,4
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001821,3,56,30,7,44,2,6,2,2
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001831,4,37,21,5,59,3,10,6,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001841,5,54,24,10,51,2,7,4,2
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001851,6,48,19,2,49,4,5,11,6
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001861,7,7,6,2,2,0,1,0,1
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004501,1,56,13,3,44,2,5,9,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004511,2,49,28,7,42,2,7,2,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004521,3,47,21,3,57,1,11,7,1
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004531,4,59,21,2,63,6,4,2,3
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004541,5,51,20,3,34,3,11,8,5
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004551,6,49,27,4,35,8,6,4,5
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004561,7,51,37,5,55,4,5,5,1
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004571,8,47,25,1,55,2,8,6,7
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004581,9,57,22,3,37,4,4,3,6
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004591,10,36,23,5,55,4,10,2,2
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004601,11,41,22,7,65,6,5,11,5
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004611,12,44,25,5,41,2,2,9,1
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004621,13,41,33,6,50,0,12,3,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004631,14,57,18,5,42,4,6,3,4
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004641,15,51,22,10,43,6,6,3,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008931,1,31,20,0,39,5,5,10,7
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008941,2,37,15,1,37,12,2,7,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008951,3,57,14,0,41,4,4,4,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008961,4,45,9,2,39,1,3,11,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008971,5,35,16,3,37,4,3,10,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008981,6,43,13,2,34,2,6,6,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008991,7,46,9,2,40,2,5,9,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009001,8,43,11,4,40,8,1,7,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009011,9,43,17,6,36,6,3,4,1
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009021,10,51,5,3,38,1,6,5,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009031,11,27,14,3,53,7,7,16,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009041,12,49,15,2,37,1,6,9,1
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009051,13,34,20,7,47,7,3,5,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009061,14,36,15,6,32,7,3,9,7
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009071,15,51,9,6,46,9,2,7,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009081,16,34,12,1,60,6,4,4,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009091,17,54,17,2,48,8,5,10,0
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009101,18,36,15,2,30,9,6,15,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009111,19,37,10,4,33,4,5,7,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009121,20,19,4,0,21,6,1,2,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001471,1,42,11,5,32,9,12,8,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001481,2,45,22,6,37,2,6,7,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001491,3,31,18,0,37,8,8,9,12
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001501,4,35,16,3,35,3,4,10,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001511,5,44,15,5,33,7,8,7,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001521,6,29,12,2,31,5,13,12,10
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001531,7,28,13,3,52,8,5,3,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001541,8,30,18,2,48,8,2,5,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001551,9,42,17,5,26,10,3,6,11
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001561,10,33,15,5,30,8,8,8,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001571,11,26,17,4,39,7,10,6,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001581,12,38,14,5,29,7,6,7,10
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001591,13,32,13,9,53,2,8,7,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001601,14,37,17,2,46,9,3,10,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001611,15,31,20,5,40,7,6,5,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001621,16,37,12,4,40,5,7,6,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001631,17,39,15,5,30,10,8,5,3
