CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UN,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
1,Cercado,1,Cochabamba,821,Cochabamba,242,Unidad Educativa Hno Pacifico Feletti,3013997,15,,,7,1,5,3,7,5,3,52,,3,29,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,243,U.E. ADRA Juan XXIII,3006257,1,,,5,3,3,10,21,10,0,6,,4,105,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,243,U.E. ADRA Juan XXIII,3006267,2,,,12,3,7,7,17,8,2,10,,0,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,243,U.E. ADRA Juan XXIII,3006277,3,,,11,4,8,14,11,7,3,3,,2,99,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,243,U.E. ADRA Juan XXIII,3006287,4,,,4,1,1,2,3,2,0,2,,2,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013697,1,,,6,2,2,0,7,7,2,53,,1,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013707,2,,,5,2,5,2,3,7,3,65,,3,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013717,3,,,9,4,5,3,7,3,1,52,,1,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013727,4,,,5,0,0,4,3,9,8,60,,2,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013737,5,,,7,6,2,4,5,7,0,64,,1,22,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013747,6,,,8,4,7,7,4,6,4,54,,0,25,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013757,7,,,4,6,2,3,6,6,4,63,,2,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013767,8,,,3,2,4,7,7,5,7,55,,2,24,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013777,9,,,11,1,3,4,5,8,1,67,,3,12,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013787,10,,,8,2,7,3,6,4,0,54,,1,20,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013797,11,,,7,4,3,5,8,6,1,66,,1,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013807,12,,,11,4,6,1,7,8,1,51,,1,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013817,13,,,11,3,5,7,8,12,2,58,,2,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013827,14,,,8,4,3,2,2,6,4,63,,2,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013837,15,,,8,3,3,3,6,8,8,59,,1,19,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,244,Unidad Educativa Voces Libres,3013847,16,,,0,0,1,0,0,2,1,7,,0,4,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015667,1,,,4,7,3,3,15,11,4,62,,7,26,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015677,2,,,10,2,6,3,4,14,6,39,,2,27,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015687,3,,,6,2,5,6,9,18,4,51,,3,21,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015697,4,,,10,6,3,0,3,8,2,43,,3,29,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015707,5,,,4,2,3,1,5,16,5,64,,3,21,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015717,6,,,4,4,2,1,5,17,2,53,,0,20,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015727,7,,,5,4,6,5,11,13,4,67,,3,30,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015737,8,,,10,1,9,4,5,11,4,57,,2,28,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015747,9,,,8,4,2,4,7,23,6,35,,3,35,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015757,10,,,3,3,4,4,9,15,6,44,,4,37,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015767,11,,,9,3,7,3,10,15,3,45,,0,27,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015777,12,,,8,9,4,1,4,14,7,57,,3,14,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015787,13,,,12,2,7,2,12,25,2,48,,3,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015797,14,,,9,3,4,1,9,18,3,48,,3,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015807,15,,,6,2,11,2,7,14,8,55,,4,22,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015817,16,,,6,4,7,2,10,14,5,66,,1,28,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015827,17,,,10,4,7,2,7,22,3,42,,4,30,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015837,18,,,11,1,5,3,9,18,2,44,,1,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015847,19,,,9,4,4,0,7,15,7,50,,3,33,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,246,Unidad Educativa Antonio Diez,3015857,20,,,9,4,7,0,11,23,8,46,,3,27,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,247,Unidad Educativa Prof. Oscar Rojas Caballero,3007477,1,,,11,4,4,7,13,5,8,20,,3,66,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,247,Unidad Educativa Prof. Oscar Rojas Caballero,3007487,2,,,9,3,5,4,10,9,2,17,,1,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,247,Unidad Educativa Prof. Oscar Rojas Caballero,3007497,3,,,10,9,6,6,12,6,1,24,,1,56,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,247,Unidad Educativa Prof. Oscar Rojas Caballero,3007507,4,,,7,4,1,4,10,12,3,30,,3,56,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,247,Unidad Educativa Prof. Oscar Rojas Caballero,3007517,5,,,1,0,1,0,2,2,1,1,,0,10,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008167,1,,,5,6,8,3,18,8,2,25,,2,48,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008177,2,,,8,4,4,5,16,12,5,24,,1,59,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008187,3,,,7,4,5,3,10,8,7,21,,4,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008197,4,,,13,3,4,4,14,15,2,22,,4,66,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008207,5,,,6,7,2,7,11,9,5,29,,6,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25313,U.E. Madre De La Divina Providencia,3008217,6,,,1,2,3,3,1,3,0,9,,0,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012777,1,,,4,5,8,2,4,5,6,60,,2,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012787,2,,,4,4,4,1,5,8,5,63,,1,20,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012797,3,,,5,5,1,1,10,4,3,82,,2,11,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012807,4,,,3,10,3,0,5,0,1,69,,1,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012817,5,,,8,1,6,5,3,6,1,69,,1,13,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012827,6,,,6,3,5,3,5,10,2,56,,0,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012837,7,,,4,4,3,2,10,5,2,48,,5,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012847,8,,,7,7,3,4,6,9,5,70,,2,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012857,9,,,8,0,7,4,3,0,4,60,,3,14,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012867,10,,,7,4,1,2,6,13,2,64,,3,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012877,11,,,8,3,5,4,6,12,6,55,,1,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012887,12,,,6,3,6,3,7,13,3,65,,2,14,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012897,13,,,5,5,8,3,7,11,0,58,,2,21,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25358,U.E. Nacional San Isidro,3012907,14,,,3,3,3,7,5,10,3,64,,2,13,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014007,1,,,8,3,1,1,3,6,6,61,,2,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014017,2,,,2,3,1,2,10,4,8,62,,4,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014027,3,,,3,4,4,4,12,8,5,62,,3,22,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014037,4,,,4,4,3,1,9,2,7,82,,1,29,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014047,5,,,10,3,0,2,11,4,2,77,,2,22,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014057,6,,,6,7,3,2,12,6,4,81,,3,24,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014067,7,,,3,6,2,4,16,10,5,73,,3,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014077,8,,,7,4,2,4,10,7,3,97,,4,33,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014087,9,,,7,3,8,5,11,16,13,84,,1,24,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014097,10,,,5,6,3,7,10,11,3,86,,3,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014107,11,,,6,7,3,1,8,6,3,69,,3,34,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014117,12,,,6,4,3,3,13,5,5,65,,0,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014127,13,,,8,2,1,2,10,1,6,61,,5,35,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014137,14,,,3,5,5,3,11,7,4,61,,2,43,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014147,15,,,3,3,7,2,6,5,4,63,,3,27,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014157,16,,,9,4,4,5,14,4,3,50,,3,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25478,U.E. Israel,3014167,17,,,3,0,0,1,4,7,5,46,,1,16,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25479,Hogar Comunitario Disneylandia,3015257,1,,,7,1,6,7,23,8,3,27,,1,54,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25479,Hogar Comunitario Disneylandia,3015267,2,,,12,3,1,7,12,10,2,36,,4,62,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020427,1,,,14,6,6,20,33,9,2,1,,2,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020437,2,,,12,5,3,9,33,9,3,9,,6,63,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020447,3,,,12,2,4,16,24,10,2,5,,2,77,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020457,4,,,10,1,5,12,25,12,1,6,,0,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020467,5,,,14,3,5,12,21,11,5,1,,0,76,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25867,U. E. Isaac Attie,3020477,6,,,1,0,0,1,7,0,1,1,,1,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021537,1,,,17,2,3,9,20,6,2,8,,3,81,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021547,2,,,12,4,5,17,24,5,5,10,,2,89,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021557,3,,,10,3,4,5,17,5,2,5,,2,105,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021567,4,,,14,4,8,7,18,12,2,3,,4,94,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021577,5,,,14,7,2,6,25,5,4,3,,0,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021587,6,,,14,4,4,4,16,12,1,5,,1,108,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25868,U. E. España,3021597,7,,,4,0,2,7,11,2,2,1,,2,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019457,1,,,19,3,7,18,30,12,2,5,,4,80,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019467,2,,,19,1,4,21,38,17,3,8,,3,76,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019477,3,,,10,1,2,14,26,27,2,6,,2,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019487,4,,,8,2,6,18,21,10,4,1,,3,88,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019497,5,,,11,0,4,17,19,15,2,4,,2,80,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019507,6,,,11,3,1,20,12,12,2,11,,2,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019517,7,,,12,0,6,25,16,13,4,5,,3,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019527,8,,,14,7,1,15,21,16,1,11,,0,84,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019537,9,,,11,1,4,12,20,16,1,10,,3,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019547,10,,,9,5,5,17,21,10,2,5,,4,102,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019557,11,,,15,2,4,23,31,13,3,4,,1,72,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019567,12,,,16,1,8,10,20,8,2,8,,3,74,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019577,13,,,17,2,5,23,23,11,2,11,,1,69,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019587,14,,,9,2,6,18,23,17,0,5,,4,82,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019597,15,,,15,1,5,10,23,17,1,5,,1,79,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019607,16,,,14,3,7,19,23,16,4,7,,3,83,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019617,17,,,14,2,8,13,36,12,2,7,,4,78,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019627,18,,,14,3,3,14,24,12,0,12,,3,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019637,19,,,12,1,5,19,22,19,1,6,,3,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019647,20,,,16,3,6,19,22,15,1,8,,3,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019657,21,,,9,2,1,16,21,13,3,5,,3,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019667,22,,,12,3,6,9,25,21,2,5,,1,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019677,23,,,14,1,3,17,22,7,1,2,,3,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25869,U. E. San Agustín,3019687,24,,,5,0,0,8,13,1,1,5,,3,41,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004217,1,,,13,3,5,9,21,13,4,5,,3,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004227,2,,,13,6,9,6,25,8,4,9,,3,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004237,3,,,14,6,5,16,11,0,2,6,,1,103,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004247,4,,,14,4,2,15,32,5,1,13,,1,80,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004257,5,,,12,5,3,17,21,7,3,8,,4,98,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004267,6,,,13,3,4,6,27,6,2,5,,1,105,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004277,7,,,11,3,8,10,26,9,4,2,,3,92,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25870,U. E. San José,3004287,8,,,4,2,0,4,8,3,0,4,,1,30,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25871,U. E. Oscar Alfaro,3000557,1,,,14,5,3,5,21,14,3,12,,3,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25871,U. E. Oscar Alfaro,3000567,2,,,10,5,7,10,27,9,5,8,,4,87,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25871,U. E. Oscar Alfaro,3000577,3,,,8,4,10,11,22,14,6,18,,3,67,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25871,U. E. Oscar Alfaro,3000587,4,,,8,2,3,17,19,8,0,2,,7,75,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003317,1,,,13,2,1,12,23,7,2,6,,3,87,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003327,2,,,13,1,9,10,21,9,1,2,,3,91,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003337,3,,,6,4,2,11,20,16,6,7,,0,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003347,4,,,16,4,10,12,23,12,3,3,,1,82,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003357,5,,,10,2,2,15,23,5,2,6,,1,96,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003367,6,,,13,1,3,10,18,13,6,7,,4,85,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003377,7,,,16,3,3,13,24,6,6,5,,1,90,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003387,8,,,9,2,1,15,22,6,3,7,,4,88,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003397,9,,,11,2,5,14,21,9,1,0,,2,95,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25872,U. E. Jorge Vásquez,3003407,10,,,2,0,0,1,6,2,0,1,,0,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25873,Sede Social Sindicato Agrario Taquiña,3002087,1,,,6,1,1,10,9,10,3,14,,4,86,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25873,Sede Social Sindicato Agrario Taquiña,3002097,2,,,8,5,5,13,17,3,4,10,,2,73,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25873,Sede Social Sindicato Agrario Taquiña,3002107,3,,,5,4,6,11,9,5,3,12,,0,42,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25875,U. E. Peniel,3022677,1,,,8,11,4,4,20,12,8,30,,1,49,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25875,U. E. Peniel,3022687,2,,,8,8,3,8,9,11,4,41,,3,39,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25875,U. E. Peniel,3022697,3,,,10,8,3,6,11,11,4,43,,2,45,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25875,U. E. Peniel,3022707,4,,,7,3,5,6,11,16,5,47,,3,41,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25875,U. E. Peniel,3022717,5,,,10,7,1,8,10,13,3,38,,5,38,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25876,U. E. San Miguel Arcángel,3010477,1,,,11,4,2,6,7,2,6,46,,2,59,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25876,U. E. San Miguel Arcángel,3010487,2,,,9,8,3,11,8,10,7,41,,2,46,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25877,U. E. Túpac Katari,3010497,1,,,7,6,10,6,6,5,3,48,,2,34,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25877,U. E. Túpac Katari,3010507,2,,,7,5,14,2,2,6,4,45,,2,33,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25877,U. E. Túpac Katari,3010517,3,,,4,7,11,3,6,2,3,55,,2,38,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25877,U. E. Túpac Katari,3010527,4,,,8,5,7,6,6,6,3,30,,1,28,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25878,U. E. Vikinga Boliviana,3009487,1,,,13,3,3,2,10,5,6,29,,2,66,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25878,U. E. Vikinga Boliviana,3009497,2,,,6,1,2,1,4,1,2,7,,2,19,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012917,1,,,8,3,2,2,11,10,2,60,,3,28,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012927,2,,,16,2,7,4,23,11,10,44,,4,32,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012937,3,,,5,3,7,5,7,6,4,60,,1,30,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012947,4,,,8,6,4,4,7,11,5,51,,3,37,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012957,5,,,9,1,3,4,5,3,3,59,,2,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012967,6,,,5,5,4,3,9,9,4,62,,2,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012977,7,,,5,3,2,0,16,8,3,50,,3,28,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012987,8,,,10,4,1,4,13,8,5,52,,1,35,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3012997,9,,,6,5,3,5,8,5,3,54,,1,31,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25879,U. E. San Francisco Javier,3013007,10,,,2,1,3,3,5,4,7,26,,0,18,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25880,U. E. El Mirador,3013017,1,,,3,2,0,1,2,5,0,69,,3,15,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25880,U. E. El Mirador,3013027,2,,,3,3,5,4,4,4,3,67,,3,11,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25880,U. E. El Mirador,3013037,3,,,0,1,0,1,0,0,0,22,,1,4,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25881,U. E. 21 de Septiembre,3012587,1,,,8,2,1,4,5,3,6,72,,2,30,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25881,U. E. 21 de Septiembre,3012597,2,,,5,1,4,4,5,5,3,70,,3,23,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25881,U. E. 21 de Septiembre,3012607,3,,,9,1,3,1,7,2,4,38,,1,17,,,,,,,,
1,Cercado,1,Cochabamba,821,Cochabamba,25882,U. E. Nuestra Señora de la Merced A,3005377,1,,,13,4,4,8,15,6,2,20,,0,77,,,,,,,,
