CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UN,UNPA,NGP,MTS,UNIDOS-,PATRIA-UNIDOS,LIBRE,SOLUCIONES-CON-TODOS,PDC,A-UPP,POKUY,FRI,APB-SUMATE,U.P.C,CREE,UNE,FAP,F-S,ARI,TU,PPS
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3029987,6,16,,5,8,5,13,22,21,2,5,,31,13,,,8,7,4,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3029997,7,20,,3,3,6,11,19,14,3,4,,15,14,,,10,8,2,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030007,8,19,,4,4,5,16,13,20,2,5,,33,16,,,10,6,5,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030017,9,20,,6,1,10,7,18,16,2,3,,33,14,,,8,9,3,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030027,10,15,,3,4,4,13,13,7,2,9,,37,15,,,16,6,4,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030037,11,15,,7,3,7,13,6,14,2,8,,24,17,,,11,5,12,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030047,12,15,,3,7,3,8,19,13,2,0,,28,18,,,10,9,7,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9018,U. E. Milivoy Eterovic Matenda,3030057,13,14,,4,2,1,10,9,8,3,1,,14,13,,,7,2,6,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031847,1,15,,4,1,4,8,22,9,6,9,,35,20,,,6,4,7,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031857,2,13,,6,1,6,13,19,21,4,2,,36,9,,,8,2,10,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031867,3,16,,2,3,3,9,17,15,6,5,,47,10,,,8,5,6,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031877,4,19,,10,1,7,9,22,13,4,5,,48,14,,,9,3,6,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031887,5,19,,2,4,5,14,17,13,5,7,,32,9,,,6,4,6,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,9019,Colegio Nacional Calama (Nueva Infraestructura),3031897,6,22,,7,2,3,9,10,22,4,10,,45,3,,,10,4,3,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,26182,U.E. Cotapachi,3032887,1,77,,1,2,5,6,4,14,3,10,,31,5,,,4,0,2,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,26182,U.E. Cotapachi,3032897,2,73,,0,0,16,9,4,13,1,12,,29,0,,,10,2,5,,,
9,Quillacollo,1,Quillacollo,938,Cotapachi,26182,U.E. Cotapachi,3032907,3,24,,1,0,1,3,3,4,0,2,,10,1,,,2,1,0,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030067,1,19,,2,3,2,11,8,36,3,6,,14,5,,,14,7,6,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030077,2,15,,0,2,1,4,2,38,3,12,,18,8,,,4,2,6,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030087,3,14,,2,3,4,2,8,33,2,15,,6,6,,,6,1,5,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030097,4,19,,5,4,5,9,8,28,2,10,,20,5,,,9,3,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030107,5,8,,1,0,3,5,1,34,1,9,,21,7,,,4,2,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030117,6,19,,4,0,5,6,3,41,0,10,,17,5,,,11,2,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030127,7,10,,2,2,1,9,3,48,2,11,,19,7,,,10,5,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030137,8,12,,1,2,2,7,7,36,1,9,,15,10,,,7,3,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030147,9,13,,0,0,2,5,7,43,7,10,,15,4,,,12,1,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030157,10,14,,1,1,2,10,7,36,4,13,,18,7,,,11,2,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030167,11,13,,2,3,2,8,1,36,0,18,,9,8,,,11,2,0,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030177,12,14,,0,1,7,9,7,37,3,12,,23,8,,,8,5,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030187,13,16,,4,2,4,8,6,53,3,14,,14,5,,,7,3,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030197,14,10,,1,3,3,12,6,36,1,15,,9,4,,,12,3,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030207,15,14,,2,1,7,3,4,38,2,13,,22,3,,,14,3,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030217,16,12,,2,5,4,6,5,51,0,22,,22,2,,,9,1,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9018,Unidad Educativa El Paso,3030227,17,6,,2,2,2,10,7,26,1,9,,11,5,,,2,0,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029507,1,29,,9,8,3,5,16,18,1,16,,7,14,,,4,1,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029517,2,18,,5,8,3,6,7,32,2,13,,10,13,,,2,1,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029527,3,24,,1,2,5,6,15,22,3,16,,9,12,,,8,4,5,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029537,4,23,,5,14,1,9,13,27,1,12,,5,15,,,5,4,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029547,5,21,,3,6,7,5,11,37,6,10,,9,10,,,4,1,7,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029557,6,24,,7,4,7,9,9,23,3,18,,6,14,,,8,2,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9019,Unidad Educativa Maria Auxiliadora,3029567,7,6,,1,4,7,6,7,10,2,4,,6,7,,,5,0,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030817,1,23,,3,2,1,12,15,25,2,7,,24,8,,,9,2,8,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030827,2,26,,4,3,6,10,5,24,4,11,,20,6,,,5,3,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030837,3,22,,2,2,4,6,14,24,0,12,,25,6,,,12,1,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030847,4,21,,1,3,2,6,4,21,5,11,,29,9,,,14,3,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030857,5,26,,2,0,6,11,11,14,4,10,,25,12,,,11,3,0,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030867,6,26,,5,2,7,7,9,20,5,9,,31,9,,,7,3,5,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030877,7,23,,2,4,1,7,11,22,4,14,,18,14,,,4,5,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030887,8,23,,3,8,6,12,5,23,5,15,,25,10,,,7,2,7,,,
9,Quillacollo,1,Quillacollo,939,El Paso,9020,Instituto Tecnologico El Paso,3030897,9,24,,1,2,4,13,14,27,3,10,,22,4,,,3,4,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030267,1,11,,4,4,3,9,6,37,4,15,,13,6,,,5,10,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030277,2,14,,4,1,6,10,15,49,7,12,,17,13,,,6,2,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030287,3,14,,3,3,7,15,8,37,7,23,,17,6,,,7,4,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030297,4,13,,2,4,8,5,5,31,2,25,,9,11,,,6,3,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030307,5,22,,4,2,6,8,16,39,7,16,,14,10,,,13,5,5,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030317,6,18,,4,1,5,9,10,40,7,12,,12,16,,,14,2,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030327,7,18,,0,2,2,11,17,34,4,19,,13,11,,,8,3,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030337,8,12,,5,2,7,6,11,25,7,18,,20,11,,,7,5,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030347,9,14,,4,6,6,8,8,46,2,11,,14,14,,,7,4,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030357,10,8,,3,4,3,12,12,25,4,11,,15,4,,,7,6,0,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030367,11,10,,3,1,3,10,17,34,6,18,,17,11,,,6,3,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030377,12,15,,2,0,2,2,8,35,2,20,,16,9,,,9,0,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030387,13,8,,1,2,5,7,5,30,4,9,,14,5,,,10,2,1,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030397,14,24,,3,4,4,5,5,32,2,12,,15,6,,,9,6,0,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030407,15,9,,6,1,8,7,8,28,1,13,,11,6,,,7,5,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25684,U. E. El Paso  A,3030417,16,6,,3,4,3,5,1,28,1,6,,12,7,,,18,2,4,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25685,U.E. Molle Molle,3030927,1,5,,2,8,4,4,5,26,1,11,,8,2,,,11,5,3,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25685,U.E. Molle Molle,3030937,2,8,,1,0,2,5,5,36,1,16,,7,8,,,17,5,2,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25686,U.E. Santiago Apóstol,3030947,1,15,,1,6,7,12,13,34,4,9,,9,14,,,7,0,6,,,
9,Quillacollo,1,Quillacollo,939,El Paso,25686,U.E. Santiago Apóstol,3030957,2,12,,3,5,4,13,10,25,5,14,,17,16,,,9,3,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029577,1,9,,2,0,8,3,2,14,3,27,,55,3,,,3,1,2,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029587,2,6,,3,2,11,7,7,12,3,26,,51,1,,,7,2,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029597,3,21,,4,0,8,8,11,16,0,22,,24,6,,,6,0,5,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029607,4,14,,3,1,8,11,3,9,2,22,,35,2,,,1,2,6,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029617,5,6,,1,1,11,4,8,21,0,23,,50,1,,,8,3,3,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029627,6,13,,0,2,7,5,2,15,1,18,,19,0,,,7,1,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029637,7,13,,0,0,8,8,13,18,2,25,,39,1,,,3,1,2,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029647,8,9,,1,0,9,2,10,10,4,16,,41,3,,,2,1,0,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029657,9,10,,5,0,5,1,10,18,0,28,,26,0,,,0,1,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029667,10,13,,1,0,4,9,7,9,3,16,,50,2,,,8,1,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029677,11,7,,2,3,7,6,4,15,1,17,,41,1,,,4,3,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029687,12,12,,2,1,6,4,7,15,3,33,,34,0,,,7,0,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029697,13,6,,0,0,8,0,10,9,1,27,,32,1,,,8,1,2,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029707,14,7,,1,0,10,4,14,7,4,17,,44,1,,,7,3,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029717,15,11,,1,1,4,4,5,18,4,18,,38,2,,,3,4,3,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029727,16,9,,4,1,2,10,9,5,1,17,,32,5,,,2,1,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029737,17,4,,1,1,9,10,12,23,1,25,,39,4,,,8,0,1,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029747,18,11,,3,4,8,5,5,21,3,29,,34,4,,,10,1,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029757,19,9,,0,2,8,2,9,17,1,25,,38,2,,,5,0,0,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029767,20,10,,0,0,6,1,10,12,2,29,,33,4,,,1,5,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029777,21,5,,1,1,10,5,14,14,1,24,,43,6,,,8,2,4,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029787,22,11,,1,0,14,9,8,8,2,31,,38,5,,,9,2,0,,,
9,Quillacollo,1,Quillacollo,940,Bella Vista,9019,Unidad Educativa Bella Vista,3029797,23,6,,2,1,2,3,1,1,1,2,,13,1,,,1,0,0,,,
9,Quillacollo,1,Quillacollo,941,Misicuni,9020,U. E. Rene Barrienos Ortuño (Misicuni),3029807,1,6,,1,0,7,4,1,32,0,19,,9,0,,,2,0,3,,,
9,Quillacollo,1,Quillacollo,941,Misicuni,9020,U. E. Rene Barrienos Ortuño (Misicuni),3029817,2,5,,0,3,1,5,2,21,1,23,,9,0,,,2,0,3,,,
9,Quillacollo,1,Quillacollo,941,Misicuni,9021,Centro Internado Misicuni,3030237,1,11,,0,0,5,3,5,36,2,35,,19,0,,,4,0,4,,,
9,Quillacollo,1,Quillacollo,941,Misicuni,9021,Centro Internado Misicuni,3030247,2,11,,0,2,2,1,5,47,2,25,,18,2,,,7,0,3,,,
9,Quillacollo,1,Quillacollo,941,Misicuni,9021,Centro Internado Misicuni,3030257,3,4,,0,0,2,3,0,21,1,20,,7,0,,,1,0,3,,,
9,Quillacollo,1,Quillacollo,3863,Liriuni,1,Unidad Educativa Liriuni,3029267,1,2,,1,0,4,0,2,74,0,11,,17,3,,,6,0,0,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029867,1,9,,0,1,6,7,12,6,0,16,,30,3,,,16,0,1,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029877,2,10,,2,1,4,2,7,6,1,16,,22,1,,,18,1,3,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029887,3,5,,1,1,5,2,17,9,0,19,,16,2,,,21,3,5,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029897,4,14,,2,4,2,8,9,8,3,15,,10,3,,,6,1,3,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029907,5,14,,0,3,7,4,14,9,4,21,,13,2,,,9,1,2,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029917,6,12,,2,3,5,5,9,11,2,11,,16,2,,,12,3,0,,,
9,Quillacollo,1,Quillacollo,4262,Potrero,25948,U. E. Potrero,3029927,7,2,,0,1,1,0,1,5,0,1,,4,0,,,0,1,0,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035447,1,,,20,1,17,14,,20,,29,,43,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035457,2,,,16,3,12,15,,31,,32,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035467,3,,,20,3,17,18,,23,,29,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035477,4,,,17,5,11,15,,27,,28,,39,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035487,5,,,9,2,14,1,,33,,44,,24,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035497,6,,,15,3,10,14,,26,,27,,35,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035507,7,,,27,2,15,24,,25,,30,,25,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035517,8,,,15,2,9,12,,38,,25,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035527,9,,,26,2,16,8,,31,,17,,37,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035537,10,,,23,1,12,12,,23,,40,,24,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035547,11,,,22,2,5,10,,32,,20,,28,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035557,12,,,10,2,19,10,,30,,24,,23,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035567,13,,,11,4,8,4,,29,,22,,24,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035577,14,,,22,3,12,9,,19,,26,,26,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035587,15,,,14,5,17,20,,32,,23,,22,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035597,16,,,16,4,9,17,,28,,26,,21,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035607,17,,,30,0,11,12,,24,,40,,25,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035617,18,,,14,4,16,12,,24,,25,,32,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035627,19,,,19,3,19,13,,24,,31,,28,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035637,20,,,18,3,5,3,,44,,26,,14,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035647,21,,,22,3,4,10,,35,,26,,38,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035657,22,,,22,4,9,15,,27,,17,,31,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9021,Escuela Sucre (Sipe Sipe),3035667,23,,,20,1,8,9,,28,,20,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035677,1,,,18,4,13,6,,22,,32,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035687,2,,,15,5,10,5,,23,,26,,36,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035697,3,,,24,5,19,9,,22,,33,,29,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035707,4,,,19,3,18,10,,41,,28,,29,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035717,5,,,32,9,13,11,,28,,20,,40,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035727,6,,,11,4,9,6,,30,,22,,46,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035737,7,,,28,7,7,17,,30,,37,,35,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035747,8,,,18,8,11,9,,23,,22,,43,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035757,9,,,18,4,16,5,,42,,27,,20,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035767,10,,,17,5,13,10,,26,,28,,26,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035777,11,,,19,3,17,9,,47,,23,,32,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035787,12,,,19,2,11,5,,33,,22,,28,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035797,13,,,23,7,14,8,,27,,19,,35,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035807,14,,,31,6,11,10,,25,,24,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035817,15,,,18,5,10,9,,39,,33,,34,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035827,16,,,24,11,12,4,,16,,40,,23,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035837,17,,,22,3,15,6,,20,,37,,32,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035847,18,,,17,6,8,13,,40,,23,,28,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035857,19,,,18,11,9,12,,25,,36,,28,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035867,20,,,21,10,15,12,,20,,18,,42,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035877,21,,,21,7,12,5,,29,,17,,32,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,9022,Unidad Educativa Andres Uzeda Ocampo,3035887,22,,,3,1,3,4,,8,,7,,18,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,25696,U.E. Daniel Albornoz I,3035297,1,,,11,4,25,2,,37,,28,,20,,,,,,,,,
9,Quillacollo,2,Sipesipe,942,Sipe Sipe,25696,U.E. Daniel Albornoz I,3035307,2,,,11,3,13,4,,22,,17,,15,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034857,1,,,30,1,11,8,,14,,35,,35,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034867,2,,,24,4,3,6,,14,,18,,50,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034877,3,,,13,6,11,8,,21,,30,,41,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034887,4,,,14,10,12,14,,23,,37,,29,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034897,5,,,15,1,9,16,,35,,24,,29,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034907,6,,,17,4,5,17,,17,,30,,38,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034917,7,,,29,5,7,10,,12,,31,,46,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034927,8,,,19,6,11,9,,19,,32,,32,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034937,9,,,24,3,6,17,,19,,41,,38,,,,,,,,,
9,Quillacollo,2,Sipesipe,943,Suticollo,9022,Unidad Educativa Suticollo,3034947,10,,,11,4,19,10,,15,,32,,47,,,,,,,,,
