CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,SOLUCIONES-CON-TODOS,PATRIA-UNIDOS,MTS,UNIDOS-,NGP,PDC,FRI,A-UPP,APB-SUMATE,LIBRE
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011981,5,,7,28,3,10,0,4,42,37,15
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3011991,6,,7,29,1,13,6,6,28,45,14
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012001,7,,6,21,1,7,10,11,55,34,5
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012011,8,,5,13,1,6,4,8,45,40,12
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012021,9,,9,20,5,11,4,11,42,45,11
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012031,10,,7,24,2,4,8,6,54,34,11
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012041,11,,14,16,3,6,4,11,43,47,14
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012051,12,,3,18,2,10,3,8,49,41,10
1,Cercado,1,Cochabamba,821,Cochabamba,180,Unidad Educativa Obispo Anaya,3012061,13,,10,25,5,8,8,12,34,43,17
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010321,1,,6,19,1,7,5,4,29,51,6
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010331,2,,6,15,6,12,6,4,46,43,10
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010341,3,,2,23,2,9,4,5,47,39,8
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010351,4,,7,21,3,9,4,6,56,38,4
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010361,5,,6,20,4,6,5,10,35,51,11
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010371,6,,5,15,2,9,11,4,40,50,9
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010381,7,,3,31,3,2,3,3,48,30,9
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010391,8,,10,26,0,11,1,8,40,32,9
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010401,9,,8,19,3,5,5,6,57,36,11
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010411,10,,11,22,8,9,3,13,35,40,4
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010421,11,,3,16,3,4,2,4,44,45,11
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010431,12,,8,28,4,9,1,5,42,39,7
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010441,13,,3,17,4,5,8,11,46,46,4
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010451,14,,10,23,4,6,6,6,46,35,8
1,Cercado,1,Cochabamba,821,Cochabamba,181,Unidad Educativa Vision Mundial,3010461,15,,0,0,1,0,3,0,13,8,1
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012411,1,,8,20,2,5,5,4,61,30,7
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012421,2,,8,19,1,3,4,9,57,21,6
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012431,3,,5,21,4,6,4,3,55,24,7
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012441,4,,7,11,2,10,0,4,59,33,4
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012451,5,,6,14,4,4,7,8,52,32,1
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012461,6,,10,21,1,8,4,5,52,22,6
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012471,7,,9,12,4,9,1,7,48,43,10
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012481,8,,8,16,4,7,1,7,56,28,9
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012491,9,,4,13,4,4,0,4,44,30,4
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012501,10,,11,17,2,6,3,8,76,23,5
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012511,11,,11,19,2,2,6,5,47,33,4
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012521,12,,4,14,7,4,4,1,70,24,5
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012531,13,,7,23,1,5,6,10,44,32,7
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012541,14,,2,18,7,4,7,9,48,31,6
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012551,15,,13,20,6,4,4,10,69,27,4
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012561,16,,8,20,4,3,6,4,58,37,8
1,Cercado,1,Cochabamba,821,Cochabamba,182,Escuela Gerardo Vargas,3012571,17,,10,19,4,7,0,8,55,18,5
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010601,1,,10,19,3,10,2,3,38,39,10
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010611,2,,4,27,1,6,5,9,42,38,11
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010621,3,,6,17,5,4,7,12,45,46,7
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010631,4,,9,23,3,6,7,6,40,36,15
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010641,5,,5,11,4,13,4,11,54,31,9
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010651,6,,4,21,3,10,3,2,49,33,13
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010661,7,,12,23,6,9,7,11,43,38,12
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010671,8,,4,18,2,4,3,5,53,41,6
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010681,9,,3,15,3,6,4,6,57,35,3
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010691,10,,8,17,1,7,5,10,46,38,10
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010701,11,,12,22,3,3,9,7,45,55,9
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010711,12,,10,15,3,5,5,7,41,32,16
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010721,13,,6,31,6,8,3,7,41,35,10
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010731,14,,3,16,6,7,5,14,50,31,9
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010741,15,,6,33,5,9,9,6,46,38,14
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010751,16,,9,24,6,13,11,4,49,46,14
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010761,17,,7,19,1,12,10,10,59,41,13
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010771,18,,10,28,6,8,12,7,58,41,17
1,Cercado,1,Cochabamba,821,Cochabamba,183,Unidad Educativa El Salvador San Javier,3010781,19,,4,8,3,2,4,4,21,21,5
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011671,1,,10,20,4,4,4,9,48,40,9
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011681,2,,5,17,3,5,8,7,59,36,3
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011691,3,,5,16,6,11,6,3,47,37,5
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011701,4,,11,23,2,5,5,2,45,30,11
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011711,5,,9,19,3,8,5,5,51,41,7
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011721,6,,10,21,4,7,5,3,52,35,5
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011731,7,,11,21,3,3,4,10,45,33,10
1,Cercado,1,Cochabamba,821,Cochabamba,184,Centro Integrado El Salvador S Vera Cruz,3011741,8,,4,16,0,3,2,4,23,24,2
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011751,1,,7,15,3,7,4,11,94,21,6
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011761,2,,6,15,4,8,3,5,81,24,4
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011771,3,,4,11,2,6,5,5,71,25,3
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011781,4,,5,9,3,7,3,4,69,10,3
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011791,5,,6,6,7,4,2,9,69,20,0
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011801,6,,7,8,0,4,2,4,69,18,2
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011811,7,,10,14,1,5,3,10,58,19,3
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011821,8,,10,17,4,7,3,4,77,12,6
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011831,9,,5,7,2,4,3,2,68,16,4
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011841,10,,5,10,1,9,2,6,70,21,8
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011851,11,,7,14,4,5,7,5,75,19,4
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011861,12,,0,11,2,11,0,4,73,22,1
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011871,13,,4,9,4,4,2,2,85,14,2
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011881,14,,7,17,1,4,3,6,67,21,0
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011891,15,,2,15,5,4,2,2,71,14,5
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011901,16,,4,11,2,4,4,3,68,20,8
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011911,17,,3,15,2,4,5,4,75,22,4
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011921,18,,3,12,4,8,2,4,77,33,5
1,Cercado,1,Cochabamba,821,Cochabamba,185,Unidad Educativa Rene Barrientos Ortuño,3011931,19,,3,6,2,2,1,2,32,7,4
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014171,1,,4,9,2,3,5,8,72,37,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014181,2,,9,13,7,5,2,7,45,31,20
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014191,3,,10,15,3,3,6,3,55,45,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014201,4,,8,17,7,3,2,6,62,48,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014211,5,,7,10,3,1,7,10,51,34,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014221,6,,9,10,3,6,3,9,70,18,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014231,7,,7,15,6,7,3,8,61,29,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014241,8,,8,18,4,4,3,4,60,25,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014251,9,,5,15,3,2,8,6,70,27,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014261,10,,12,8,7,3,5,4,64,43,18
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014271,11,,10,8,3,6,6,3,80,23,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014281,12,,6,16,6,3,7,3,65,29,3
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014291,13,,5,10,1,7,0,6,61,26,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014301,14,,2,11,6,1,5,2,83,18,3
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014311,15,,8,16,2,5,5,10,71,27,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014321,16,,6,9,3,6,4,4,56,41,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014331,17,,3,11,6,3,5,8,61,29,7
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014341,18,,6,12,2,6,1,6,54,37,5
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014351,19,,6,18,2,2,2,5,77,24,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014361,20,,10,20,1,3,5,8,58,36,13
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014371,21,,7,17,8,10,6,1,63,29,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014381,22,,6,18,3,10,3,6,53,51,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014391,23,,5,9,4,6,6,6,64,44,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014401,24,,7,17,2,4,12,8,56,33,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014411,25,,6,15,2,5,5,4,58,29,19
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014421,26,,4,10,6,5,2,7,68,24,12
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014431,27,,11,15,2,2,6,1,59,31,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014441,28,,4,11,3,2,5,5,71,41,5
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014451,29,,7,15,3,12,6,7,59,34,4
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014461,30,,6,10,0,5,1,8,53,30,16
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014471,31,,5,11,5,3,7,4,63,26,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014481,32,,2,9,5,2,6,7,75,25,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014491,33,,6,9,5,1,2,8,85,30,7
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014501,34,,14,12,11,5,8,7,55,21,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014511,35,,6,14,1,4,3,10,52,38,12
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014521,36,,7,13,3,3,8,5,46,53,12
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014531,37,,8,13,4,4,2,6,72,38,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014541,38,,5,13,5,2,3,7,68,35,7
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014551,39,,8,11,2,4,8,5,63,36,14
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014561,40,,6,14,1,3,6,9,58,32,6
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014571,41,,4,13,1,1,3,11,58,42,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014581,42,,6,5,2,2,4,9,45,18,13
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014591,43,,10,12,2,6,2,5,64,34,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014601,44,,7,11,2,5,2,7,48,46,12
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014611,45,,7,11,3,5,6,5,54,24,5
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014621,46,,11,11,2,6,2,3,61,37,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014631,47,,8,10,2,9,2,5,48,36,11
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014641,48,,7,9,3,3,3,5,68,26,4
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014651,49,,6,17,2,9,4,6,60,26,7
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014661,50,,7,11,2,3,4,9,59,31,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014671,51,,8,16,6,6,3,11,55,31,10
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014681,52,,9,7,6,6,4,5,55,44,14
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014691,53,,6,23,7,2,4,2,54,43,9
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014701,54,,6,16,4,2,4,5,51,30,13
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014711,55,,13,22,6,8,5,1,72,21,8
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014721,56,,4,17,4,6,5,3,89,24,7
1,Cercado,1,Cochabamba,821,Cochabamba,187,Colegio San Antonio De Pucara,3014731,57,,5,6,7,1,7,4,48,18,9
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013301,1,,8,18,10,1,5,6,53,40,6
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013311,2,,10,13,9,10,7,8,50,38,7
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013321,3,,13,13,5,5,2,5,59,37,9
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013331,4,,7,6,2,5,7,10,40,47,11
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013341,5,,6,10,7,6,6,7,41,53,5
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013351,6,,14,20,3,6,4,9,61,43,9
1,Cercado,1,Cochabamba,821,Cochabamba,188,Colegio Laura Vicuña,3013361,7,,15,8,4,2,4,12,44,54,0
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015271,1,,6,22,4,3,5,12,36,51,9
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015281,2,,10,17,5,7,3,8,45,36,7
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015291,3,,3,10,7,8,3,4,58,32,9
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015301,4,,16,21,8,6,5,11,45,43,8
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015311,5,,8,22,6,3,6,10,36,26,15
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015321,6,,13,16,7,3,6,5,47,39,9
1,Cercado,1,Cochabamba,821,Cochabamba,189,Escuela Ceferino Namuncura,3015331,7,,13,11,4,5,2,12,37,33,3
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015401,1,,5,11,9,4,1,6,75,45,10
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015411,2,,8,15,2,7,1,14,40,42,9
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015421,3,,9,14,9,14,1,11,35,52,9
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015431,4,,7,13,6,5,7,9,42,61,9
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015441,5,,9,15,5,7,3,13,48,45,11
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015451,6,,9,13,5,11,7,7,40,43,10
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015461,7,,3,14,7,7,6,9,38,49,7
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015471,8,,9,16,4,12,6,16,52,43,9
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015481,9,,5,20,7,3,1,5,56,51,8
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015491,10,,6,18,4,11,4,5,47,56,11
1,Cercado,1,Cochabamba,821,Cochabamba,190,Unidad Educativa Demetrio Canelas,3015501,11,,7,19,12,10,2,7,52,45,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016381,1,,4,11,3,3,4,7,71,30,6
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016391,2,,7,13,5,3,3,10,71,20,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016401,3,,3,11,1,3,2,8,85,22,13
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016411,4,,6,10,2,4,3,6,67,34,8
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016421,5,,7,10,2,3,8,4,73,23,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016431,6,,6,8,5,4,3,4,84,20,8
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016441,7,,4,8,4,3,4,5,83,21,5
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016451,8,,8,11,2,1,8,3,69,16,6
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016461,9,,5,6,1,5,1,2,69,25,10
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016471,10,,2,8,7,8,1,6,83,16,5
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016481,11,,1,17,4,0,4,7,61,28,5
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016491,12,,6,11,3,0,5,3,92,24,3
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016501,13,,4,9,3,8,4,4,77,42,9
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016511,14,,9,7,4,6,3,5,73,19,5
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016521,15,,9,8,4,4,1,3,73,18,10
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016531,16,,6,9,3,4,2,5,82,24,8
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016541,17,,2,5,3,5,1,1,90,13,4
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016551,18,,4,10,2,4,2,4,97,34,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016561,19,,4,9,2,3,1,6,72,22,4
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016571,20,,8,7,7,2,5,2,85,12,3
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016581,21,,6,6,2,4,5,4,91,21,8
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016591,22,,5,7,4,5,1,6,77,34,4
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016601,23,,6,8,4,5,3,7,67,24,16
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016611,24,,7,11,4,5,1,6,65,23,6
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016621,25,,4,11,3,2,5,4,70,23,8
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016631,26,,2,13,5,8,4,7,90,27,12
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016641,27,,5,14,2,4,6,7,68,28,16
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016651,28,,3,20,1,6,6,2,72,23,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016661,29,,1,14,2,1,2,5,77,25,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016671,30,,2,5,1,3,4,3,75,27,5
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016681,31,,6,8,4,10,5,4,94,36,7
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016691,32,,3,5,2,2,3,5,92,30,10
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016701,33,,7,6,2,4,4,6,78,24,4
1,Cercado,1,Cochabamba,821,Cochabamba,191,Escuela 6 de Agosto,3016711,34,,2,15,3,1,1,1,42,24,7
