CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA-UNIDOS,MTS,A.S.,APP,DEMOCRATAS,A-UPP,PDC,UN,CAOP,NGP,APB-SUMATE,LIBRE,CAOCH,CONACH-W,CSUTOAPCH,A-P,ASCAP,JAP,S-P,MNR,POR
1,Tomás Frías,1,Potosí,1494,Potosí,25046,Unidad Educativa Santa Rosa,5003477,6,12,8,15,3,2,6,3,8,5,14,14,17,,,,,2,11,3,21,
1,Tomás Frías,1,Potosí,1494,Potosí,25046,Unidad Educativa Santa Rosa,5003487,7,19,15,14,8,0,1,1,3,3,10,13,14,,,,,4,10,12,14,
1,Tomás Frías,1,Potosí,1494,Potosí,25046,Unidad Educativa Santa Rosa,5003497,8,1,0,1,1,0,0,0,0,0,3,1,0,,,,,0,2,4,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000537,1,14,9,28,2,1,2,1,3,8,5,6,3,,,,,7,10,12,9,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000547,2,15,8,18,2,2,1,0,1,11,2,6,4,,,,,5,8,7,2,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000557,3,11,15,31,2,2,1,2,3,8,8,6,4,,,,,5,5,9,2,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000567,4,22,14,29,4,2,2,3,3,13,4,6,3,,,,,4,8,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000577,5,12,5,28,7,3,2,5,2,12,6,5,2,,,,,0,5,5,2,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000587,6,12,10,34,0,4,3,2,6,9,1,6,3,,,,,5,4,9,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000597,7,21,15,22,4,2,0,5,4,11,1,7,2,,,,,1,3,4,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000607,8,12,7,24,8,0,1,4,3,7,3,9,2,,,,,5,4,13,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000617,9,18,14,23,7,2,2,4,5,6,2,4,6,,,,,2,5,4,2,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000627,10,15,14,26,2,2,3,1,6,5,6,7,3,,,,,1,1,10,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25047,U.E. Dr. Gonzalo Calderon Rios,5000637,11,18,6,24,5,0,1,2,1,6,7,5,5,,,,,3,6,10,0,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004317,1,21,23,18,6,0,4,4,4,4,7,14,8,,,,,3,12,9,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004327,2,16,12,23,2,2,0,4,7,2,15,16,6,,,,,2,8,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004337,3,10,22,21,4,2,2,1,10,2,6,14,12,,,,,3,12,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004347,4,20,28,23,9,0,1,1,9,5,11,6,13,,,,,3,8,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004357,5,23,11,23,9,1,1,4,3,4,9,17,5,,,,,3,12,8,16,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004367,6,21,23,22,1,4,2,3,7,1,7,11,13,,,,,3,9,8,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004377,7,20,23,23,3,1,0,4,6,6,7,9,13,,,,,2,12,2,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004387,8,16,18,18,7,0,0,1,16,4,8,6,7,,,,,2,5,7,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004397,9,21,25,24,3,2,2,4,7,5,5,5,8,,,,,0,7,7,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25048,U.E. Don Bosco B,5004407,10,16,27,27,4,0,0,1,10,5,8,4,5,,,,,2,16,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005117,1,17,10,17,6,3,2,5,7,3,12,11,12,,,,,4,9,16,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005127,2,14,9,29,4,2,1,6,5,6,6,10,7,,,,,6,8,11,16,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005137,3,17,11,26,6,4,3,2,4,3,8,6,11,,,,,2,6,14,13,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005147,4,19,22,23,1,1,0,5,6,3,7,13,11,,,,,7,2,12,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005157,5,19,16,26,2,2,3,1,2,2,6,16,3,,,,,7,3,15,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005167,6,18,12,29,1,1,1,3,6,1,9,16,10,,,,,3,10,9,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25050,U.E. Cecilio Guzman Rojas,5005177,7,9,10,7,4,1,1,1,2,3,6,5,5,,,,,3,4,5,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25052,U.E. 1ro. de Mayo San Idelfonso,5000817,1,20,8,11,1,1,1,0,9,1,4,1,3,,,,,4,2,4,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005537,1,11,15,25,4,1,3,2,6,4,7,9,12,,,,,6,13,11,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005547,2,18,11,27,12,0,1,1,5,5,13,13,13,,,,,1,3,16,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005557,3,19,16,21,8,1,1,1,4,4,10,8,10,,,,,3,3,17,12,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005567,4,17,20,12,4,0,0,4,5,0,7,11,11,,,,,5,11,16,19,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005577,5,17,22,17,6,1,4,3,5,4,12,8,10,,,,,2,9,20,7,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005587,6,18,14,24,6,1,1,7,4,6,9,12,10,,,,,6,6,15,15,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005597,7,22,21,24,10,1,4,3,3,2,11,14,16,,,,,1,8,10,13,
1,Tomás Frías,1,Potosí,1494,Potosí,25504,U.E. Elizardo Perez,5005607,8,1,2,2,0,1,0,0,2,0,2,2,2,,,,,0,1,0,0,
1,Tomás Frías,1,Potosí,1494,Potosí,25505,U.E. Jesus Valle,5006877,1,17,9,26,5,3,2,3,6,4,7,9,4,,,,,4,15,5,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25505,U.E. Jesus Valle,5006887,2,4,2,8,1,2,0,0,1,0,3,5,1,,,,,2,5,5,1,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002067,1,30,13,32,2,0,2,4,1,4,4,5,9,,,,,2,6,8,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002077,2,24,20,20,1,0,3,2,3,1,2,7,6,,,,,2,10,8,4,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002087,3,15,13,25,1,1,2,6,2,1,5,5,9,,,,,6,5,7,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002097,4,10,19,22,0,1,1,6,2,6,5,4,4,,,,,1,3,13,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002107,5,15,16,30,2,4,1,0,7,4,4,10,3,,,,,2,1,5,3,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002117,6,20,8,27,2,1,0,3,2,1,6,6,9,,,,,4,8,11,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002127,7,18,12,24,6,0,1,4,1,0,1,5,5,,,,,5,7,6,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002137,8,25,10,23,4,1,1,8,2,3,3,4,4,,,,,3,6,13,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002147,9,34,24,33,5,2,2,2,1,3,8,15,4,,,,,7,7,16,8,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002157,10,21,22,13,4,3,3,6,2,6,6,10,7,,,,,4,4,5,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002167,11,18,24,32,3,1,2,3,3,1,6,6,5,,,,,4,4,6,5,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002177,12,28,6,34,3,1,2,12,3,3,7,6,6,,,,,10,7,5,10,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002187,13,24,14,24,1,2,1,4,3,4,6,7,4,,,,,4,4,9,6,
1,Tomás Frías,1,Potosí,1494,Potosí,25638,U.E. María Gutiérrez,5002197,14,10,9,13,3,1,0,1,1,1,7,1,2,,,,,3,2,11,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002677,1,24,11,25,5,1,1,2,4,0,8,11,7,,,,,5,8,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002687,2,16,7,24,5,3,3,4,4,3,9,9,5,,,,,2,7,17,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002697,3,20,18,19,4,0,2,3,4,2,6,13,12,,,,,5,6,8,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31101,U.E. San Roque (Inicial),5002707,4,0,4,2,0,0,1,0,1,0,1,0,1,,,,,1,1,1,0,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002977,1,13,17,14,6,0,3,0,8,3,9,9,12,,,,,1,8,21,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002987,2,16,19,22,5,3,1,2,3,2,4,17,3,,,,,1,9,15,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5002997,3,22,23,17,7,2,2,2,5,2,10,11,5,,,,,1,7,10,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003007,4,20,21,22,6,0,1,6,2,2,8,6,9,,,,,5,4,13,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003017,5,28,13,23,4,4,1,2,3,3,9,11,3,,,,,2,5,13,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31102,U. E. Tomás Frías,5003027,6,7,12,15,3,0,0,2,5,1,4,4,8,,,,,2,5,10,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000647,1,17,4,30,3,5,1,3,3,3,6,2,4,,,,,3,4,9,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000657,2,18,12,19,3,2,4,0,8,3,2,6,5,,,,,5,7,13,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000667,3,20,15,20,3,3,2,5,1,5,1,8,8,,,,,3,4,13,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000677,4,15,11,27,1,3,0,1,3,3,4,6,4,,,,,2,5,6,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000687,5,22,11,36,1,0,0,0,2,1,2,6,3,,,,,3,8,9,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000697,6,12,8,37,5,2,2,3,3,9,0,10,3,,,,,4,2,12,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000707,7,18,9,28,5,0,0,0,1,5,3,6,6,,,,,5,9,12,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000717,8,20,9,16,0,1,1,4,1,6,0,9,3,,,,,7,4,9,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000727,9,17,13,32,5,2,1,5,1,5,2,4,2,,,,,4,11,7,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000737,10,14,18,20,2,2,3,2,5,4,3,10,4,,,,,2,5,6,0,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000747,11,9,15,30,4,5,9,3,1,8,1,5,2,,,,,5,14,9,2,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000757,12,19,11,27,1,2,1,1,1,5,2,5,4,,,,,5,9,12,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000767,13,9,12,30,1,4,4,8,2,4,0,9,2,,,,,4,7,8,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000777,14,8,10,38,2,1,0,3,2,3,8,8,2,,,,,1,7,3,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000787,15,19,9,22,1,2,1,5,5,3,2,8,1,,,,,9,8,15,1,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000797,16,14,12,26,1,4,1,4,1,4,6,5,7,,,,,5,7,13,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31103,U. E. Elizardo Pérez de Villa Victoria,5000807,17,5,9,17,0,2,1,4,2,6,0,4,2,,,,,7,4,7,2,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000467,1,15,19,25,3,1,1,2,5,3,2,6,13,,,,,5,7,9,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000477,2,10,17,23,5,2,2,3,1,8,5,10,7,,,,,2,12,9,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000487,3,14,9,32,8,0,2,3,2,2,2,11,3,,,,,9,10,10,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000497,4,17,15,34,0,0,0,5,5,8,3,6,7,,,,,1,7,8,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000507,5,13,8,26,5,0,0,1,5,4,1,3,3,,,,,2,2,8,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000517,6,25,16,23,5,2,0,1,2,0,7,12,5,,,,,5,6,9,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31104,U. E. Ismael Montes  B,5000527,7,17,15,28,6,0,0,4,3,4,10,6,4,,,,,3,4,17,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003037,1,16,22,13,5,1,1,1,7,2,10,13,13,,,,,2,11,18,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003047,2,7,9,21,8,1,3,1,2,7,13,6,3,,,,,6,11,13,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003057,3,22,12,25,6,1,3,0,2,5,6,13,5,,,,,7,5,12,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003067,4,18,16,20,6,1,2,2,1,0,9,11,8,,,,,11,9,9,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003077,5,14,15,26,4,0,0,1,9,2,6,12,5,,,,,4,12,14,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003087,6,24,13,21,3,0,1,0,8,0,7,9,5,,,,,3,11,8,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31106,U.E. Juan Manuel Calero,5003097,7,3,5,6,3,1,0,1,2,1,5,6,2,,,,,1,5,6,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001247,1,21,9,22,4,3,1,4,8,1,4,8,7,,,,,1,10,14,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001257,2,18,18,19,4,1,0,4,1,4,3,12,2,,,,,5,4,12,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001267,3,23,9,28,3,3,2,5,4,3,9,7,7,,,,,1,8,13,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001277,4,21,19,18,1,2,0,0,6,3,8,12,10,,,,,1,14,14,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001287,5,18,13,27,2,1,0,4,9,8,6,8,3,,,,,1,5,9,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31107,U. E. Manuel Belgrano,5001297,6,11,11,22,2,2,0,1,5,3,4,6,7,,,,,1,4,9,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003897,1,20,17,15,11,2,1,0,5,4,10,10,9,,,,,1,8,14,24,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003907,2,20,16,22,8,0,2,1,5,1,11,23,7,,,,,2,2,22,23,
1,Tomás Frías,1,Potosí,1494,Potosí,31108,U. E. 31 de Octubre  A  (Inicial),5003917,3,9,19,16,6,2,1,2,3,1,9,12,5,,,,,5,7,21,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004217,1,17,16,21,5,0,3,7,5,3,8,12,7,,,,,1,10,13,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004227,2,20,15,31,1,2,1,0,8,8,13,9,7,,,,,3,9,10,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31109,U. E. El Minero (Inicial),5004237,3,5,4,5,3,0,0,1,0,0,2,1,0,,,,,0,2,2,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5003997,1,19,23,12,2,6,1,4,6,0,10,7,9,,,,,7,11,12,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004007,2,15,22,21,3,1,1,4,5,4,4,14,6,,,,,1,7,8,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004017,3,17,21,28,6,2,2,4,0,7,5,8,2,,,,,7,7,12,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004027,4,20,22,18,5,0,2,5,7,0,7,3,13,,,,,3,9,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,5004037,5,11,6,9,3,4,1,2,4,2,3,3,6,,,,,4,2,5,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003267,1,27,28,22,8,2,1,4,4,2,15,8,8,,,,,4,11,15,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003277,2,18,20,10,8,0,1,1,7,3,23,10,9,,,,,2,8,24,20,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003287,3,18,35,16,4,0,0,1,3,4,15,9,8,,,,,2,5,11,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003297,4,17,24,24,2,0,1,2,6,2,6,13,12,,,,,3,6,20,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31111,U. E. Otto Felipe Braun,5003307,5,7,19,14,1,1,0,0,3,3,12,6,9,,,,,1,8,11,15,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003317,1,26,11,9,5,1,2,4,3,1,15,7,9,,,,,3,10,12,41,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003327,2,18,17,12,2,1,1,1,4,1,24,19,6,,,,,2,5,13,25,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003337,3,15,17,15,7,1,1,3,8,1,10,8,14,,,,,4,7,23,21,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003347,4,18,14,15,6,0,0,6,7,2,6,14,10,,,,,1,9,12,24,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003357,5,29,20,11,6,1,3,1,4,2,21,6,12,,,,,1,7,13,18,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003367,6,22,11,19,4,0,0,2,7,6,14,15,9,,,,,1,5,15,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003377,7,17,14,11,7,3,2,0,5,6,21,15,4,,,,,2,16,15,27,
1,Tomás Frías,1,Potosí,1494,Potosí,31113,U. E. Pichincha,5003387,8,21,10,8,2,0,1,5,1,0,12,3,9,,,,,0,2,7,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002457,1,22,12,21,7,1,2,4,4,6,21,8,12,,,,,4,7,18,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002467,2,24,18,18,9,1,0,2,2,2,21,14,7,,,,,4,9,15,14,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002477,3,25,16,12,6,2,2,2,4,0,18,7,7,,,,,1,9,27,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31114,U. E. Potosí (Inicial),5002487,4,9,4,5,2,0,0,3,3,0,9,5,3,,,,,4,4,3,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005187,1,18,13,24,1,0,5,5,4,2,7,15,6,,,,,3,5,8,16,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005197,2,21,20,21,3,3,0,2,8,3,6,7,4,,,,,1,3,21,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31115,U. E. Andrés de Santa Cruz  A  (Inicial),5005207,3,12,9,13,4,2,0,3,2,2,3,8,4,,,,,2,2,10,4,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001807,1,7,23,24,8,2,0,5,6,7,6,7,5,,,,,6,4,9,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001817,2,14,20,25,6,1,0,5,4,4,8,11,3,,,,,5,6,7,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001827,3,16,10,30,2,0,1,2,2,2,3,19,3,,,,,4,7,13,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001837,4,17,16,23,6,0,1,0,1,3,5,11,5,,,,,3,2,15,12,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001847,5,15,16,22,4,2,4,2,2,3,6,12,3,,,,,7,7,17,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001857,6,19,10,23,2,0,1,3,1,5,7,6,7,,,,,6,5,15,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001867,7,14,22,20,5,1,2,3,1,6,7,12,9,,,,,2,6,10,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001877,8,22,18,31,7,0,1,2,9,7,8,10,9,,,,,3,6,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001887,9,15,15,25,4,3,0,1,2,9,9,5,7,,,,,3,13,11,7,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001897,10,18,14,28,6,4,1,3,5,5,10,11,9,,,,,2,7,15,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,5001907,11,2,3,10,2,0,2,1,2,3,2,2,3,,,,,2,2,8,6,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006447,1,19,11,19,6,1,2,4,3,5,3,11,7,,,,,4,3,4,10,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006457,2,23,10,30,6,3,2,2,2,6,4,5,5,,,,,5,3,14,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006467,3,16,12,25,0,1,2,2,5,5,5,4,5,,,,,2,3,22,8,
1,Tomás Frías,1,Potosí,1494,Potosí,31118,U. E. Juan Pablo II  B  (Inicial),5006477,4,18,6,9,1,1,0,0,1,3,2,0,2,,,,,0,1,3,3,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007127,1,13,14,28,4,1,0,8,4,4,9,8,7,,,,,4,4,11,13,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007137,2,13,15,22,2,4,0,6,4,7,2,14,2,,,,,4,10,11,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007147,3,17,21,17,2,0,0,7,3,1,12,10,2,,,,,3,7,15,5,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007157,4,15,15,30,5,2,2,5,2,3,8,9,8,,,,,3,0,25,9,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007167,5,7,17,33,3,0,1,7,3,10,7,7,5,,,,,0,7,15,17,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007177,6,16,9,33,3,2,0,1,8,2,9,8,0,,,,,0,5,8,11,
1,Tomás Frías,1,Potosí,1494,Potosí,31121,U. E. Hugo Chávez Frías,5007187,7,14,11,28,5,1,1,1,10,4,6,12,3,,,,,5,5,17,8,
