CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AORA,MTS,JACHAJAKISASOLFESORC,PDC,A-UPP,NGP,LIBRE,SOMOS,JACHA MARKA T.C.A.,PATRIA-ORURO,P.P.,S.A.M. CHALLAPATA,APB-SUMATE,SUMA,UQ,IOTAYAQUIRAMD,FRI,LEAL,UN,MCSFA
1,Cercado,1,Oruro,2059,Oruro,95,U. E. Juan Velez de Cordoba (Inca Pozo).,4001857,3,6,4,28,2,13,25,6,13,,11,2,,0,,,,3,2,4,7
1,Cercado,1,Oruro,2059,Oruro,95,U. E. Juan Velez de Cordoba (Inca Pozo).,4001867,4,4,9,15,1,7,23,9,19,,4,3,,0,,,,0,4,10,5
1,Cercado,1,Oruro,2059,Oruro,95,U. E. Juan Velez de Cordoba (Inca Pozo).,4001877,5,5,13,31,1,9,20,7,19,,2,3,,1,,,,4,9,2,12
1,Cercado,1,Oruro,2059,Oruro,95,U. E. Juan Velez de Cordoba (Inca Pozo).,4001887,6,4,4,13,0,5,19,4,16,,3,1,,0,,,,0,6,3,5
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002927,1,1,6,24,5,3,30,12,18,,17,1,,6,,,,0,4,3,10
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002937,2,2,3,27,3,11,33,13,18,,19,2,,0,,,,1,5,6,7
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002947,3,2,8,27,1,8,26,7,20,,16,2,,3,,,,1,6,3,9
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002957,4,4,1,20,4,13,15,14,23,,9,2,,1,,,,0,6,11,9
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002967,5,2,3,29,2,4,26,13,20,,11,3,,4,,,,2,3,7,6
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002977,6,1,8,20,4,5,25,17,27,,15,1,,0,,,,1,7,13,16
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002987,7,1,7,24,2,7,49,12,16,,12,1,,1,,,,1,3,10,5
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4002997,8,3,4,26,4,5,34,17,10,,16,2,,1,,,,4,4,11,7
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4003007,9,2,6,30,2,5,27,23,22,,19,2,,0,,,,3,3,12,4
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4003017,10,1,4,24,1,11,23,19,15,,20,3,,2,,,,0,0,9,8
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4003027,11,2,4,34,2,3,21,13,12,,18,1,,8,,,,2,4,9,8
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4003037,12,3,4,24,1,3,26,25,19,,16,4,,4,,,,2,2,14,7
1,Cercado,1,Oruro,2059,Oruro,96,Inst. Normal Superior Angel Mendoza J.,4003047,13,3,1,7,2,4,13,6,8,,4,0,,0,,,,0,1,3,4
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000717,1,5,2,24,1,2,26,18,32,,15,0,,0,,,,0,5,4,12
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000727,2,7,7,32,5,8,27,11,20,,16,0,,1,,,,1,6,7,14
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000737,3,6,5,27,1,10,25,14,15,,19,1,,1,,,,0,5,9,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000747,4,4,5,32,2,13,21,18,26,,8,1,,2,,,,2,1,6,10
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000757,5,2,11,23,1,10,30,13,18,,12,1,,3,,,,2,3,10,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000767,6,3,5,19,1,8,27,15,23,,12,0,,4,,,,4,3,10,9
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000777,7,7,1,18,1,9,40,12,18,,20,1,,1,,,,2,3,7,8
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000787,8,4,2,27,1,10,28,13,26,,7,1,,2,,,,0,6,7,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000797,9,3,11,23,3,7,21,9,25,,13,2,,11,,,,2,5,8,8
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000807,10,3,4,33,2,8,25,20,20,,16,0,,0,,,,1,6,7,11
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000817,11,4,8,30,1,9,26,17,22,,17,1,,7,,,,4,1,10,14
1,Cercado,1,Oruro,2059,Oruro,97,U. E. Mcal. Andres De Santa Cruz,4000827,12,2,2,16,0,5,16,12,12,,7,3,,3,,,,1,4,4,4
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003147,1,2,3,30,6,7,17,11,21,,13,0,,1,,,,1,3,5,8
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003157,2,1,6,46,2,5,24,13,27,,7,1,,1,,,,3,4,7,15
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003167,3,4,15,9,3,9,32,14,22,,10,3,,0,,,,0,4,4,12
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003177,4,1,7,27,1,8,22,13,27,,12,0,,4,,,,1,5,7,13
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003187,5,3,5,25,2,4,28,14,24,,7,0,,2,,,,2,2,7,19
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003197,6,1,6,32,1,8,26,16,19,,6,2,,1,,,,0,2,5,10
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003207,7,8,9,20,4,9,20,10,23,,18,0,,1,,,,0,4,6,11
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003217,8,3,16,29,1,6,21,15,21,,15,2,,1,,,,2,3,7,12
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003227,9,2,6,31,5,6,21,18,20,,16,1,,3,,,,0,7,10,9
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003237,10,3,7,27,3,6,17,18,26,,13,1,,3,,,,3,3,10,13
1,Cercado,1,Oruro,2059,Oruro,98,Facultad de Medicina,4003247,11,0,5,28,2,5,18,21,8,,7,1,,1,,,,1,3,7,6
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003337,1,6,8,37,4,6,29,6,21,,9,0,,0,,,,3,3,10,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003347,2,4,5,38,1,6,32,5,25,,7,1,,0,,,,2,8,6,6
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003357,3,6,5,27,2,9,25,10,16,,11,1,,0,,,,1,5,1,9
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003367,4,2,8,34,1,3,23,9,31,,11,1,,2,,,,1,4,7,3
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003377,5,1,1,36,1,12,22,18,19,,9,2,,0,,,,1,5,7,11
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003387,6,6,13,39,3,2,26,9,19,,11,1,,0,,,,0,4,1,4
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003397,7,6,3,33,3,15,26,5,17,,6,0,,0,,,,1,2,8,8
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003407,8,4,4,22,2,7,29,9,27,,12,1,,0,,,,1,4,7,8
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003417,9,4,7,46,2,7,32,8,18,,4,0,,0,,,,0,5,1,8
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003427,10,8,8,32,4,6,24,12,16,,8,0,,0,,,,1,4,7,7
1,Cercado,1,Oruro,2059,Oruro,99,U. E. Guido Villagomez,4003437,11,4,1,16,1,2,3,1,10,,1,0,,0,,,,0,0,0,2
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005497,1,2,5,23,1,5,29,14,17,,25,2,,4,,,,2,5,12,7
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005507,2,0,5,21,1,9,30,11,31,,14,5,,3,,,,0,9,13,10
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005517,3,6,2,22,2,1,36,12,20,,13,0,,3,,,,4,7,10,10
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005527,4,3,1,25,2,11,39,13,19,,17,3,,1,,,,1,3,8,15
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005537,5,3,4,23,2,10,24,14,23,,12,0,,1,,,,1,5,6,10
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005547,6,4,4,34,3,3,20,20,20,,21,2,,0,,,,0,5,5,14
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005557,7,1,2,36,2,10,25,10,13,,27,3,,0,,,,2,10,9,12
1,Cercado,1,Oruro,2059,Oruro,100,U. Esc. Sebastian Pagador(Primario),4005567,8,1,2,20,1,5,21,10,25,,12,0,,0,,,,0,4,14,7
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005577,1,2,4,26,3,9,21,17,23,,10,0,,0,,,,1,7,17,8
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005587,2,2,4,30,3,5,18,12,12,,20,3,,3,,,,1,1,15,14
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005597,3,5,8,23,1,14,32,13,16,,20,0,,0,,,,0,7,10,18
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005607,4,6,6,35,4,16,28,12,21,,14,0,,1,,,,1,6,3,10
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005617,5,0,4,32,1,9,26,23,19,,18,2,,0,,,,1,4,9,17
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005627,6,3,13,35,6,4,22,10,14,,15,1,,0,,,,1,3,15,15
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005637,7,3,4,37,2,2,28,15,22,,21,1,,1,,,,2,2,13,9
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005647,8,5,3,35,2,7,27,14,21,,27,1,,0,,,,0,8,4,11
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005657,9,1,1,25,2,15,25,19,26,,22,0,,1,,,,0,9,16,7
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005667,10,3,7,26,4,3,27,12,27,,19,1,,1,,,,0,5,18,11
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005677,11,3,2,33,3,6,20,18,16,,10,0,,1,,,,3,6,19,12
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005687,12,0,2,37,3,5,24,24,24,,22,0,,0,,,,2,4,14,6
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005697,13,2,1,25,2,11,27,17,25,,19,3,,2,,,,2,4,15,10
1,Cercado,1,Oruro,2059,Oruro,101,Esc. Mixta Ferroviaria,4005707,14,0,0,21,0,3,10,7,8,,8,0,,0,,,,1,3,2,8
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003607,1,2,6,31,2,8,26,16,9,,9,1,,4,,,,2,3,8,10
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003617,2,1,7,23,1,7,28,8,31,,7,0,,2,,,,0,7,7,12
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003627,3,4,3,26,3,4,32,10,21,,11,3,,4,,,,2,8,4,11
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003637,4,7,6,25,3,6,27,11,25,,12,0,,1,,,,3,8,5,11
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003647,5,5,6,30,2,10,32,9,14,,7,1,,0,,,,0,5,8,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003657,6,2,2,26,2,10,31,13,24,,16,2,,0,,,,0,6,8,11
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003667,7,0,1,19,0,9,35,7,22,,12,0,,1,,,,5,7,9,6
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003677,8,4,4,20,1,13,27,15,19,,16,2,,0,,,,1,10,5,15
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003687,9,1,7,25,5,8,29,19,22,,14,0,,3,,,,1,6,4,9
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003697,10,3,3,36,1,7,25,13,16,,11,1,,3,,,,2,4,8,5
1,Cercado,1,Oruro,2059,Oruro,102,U. E. Virgen Del Mar II,4003707,11,3,3,18,1,3,20,11,3,,9,0,,2,,,,1,5,3,8
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001237,1,2,5,36,2,5,28,15,27,,13,0,,3,,,,3,8,9,12
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001247,2,1,6,29,3,7,30,18,24,,11,2,,1,,,,2,4,6,14
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001257,3,7,3,21,1,6,29,12,24,,13,1,,1,,,,1,8,9,7
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001267,4,5,6,26,6,9,31,15,25,,5,0,,2,,,,4,8,9,7
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001277,5,6,9,19,3,15,25,14,14,,9,1,,4,,,,2,8,9,13
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001287,6,3,7,29,4,2,23,22,25,,17,0,,2,,,,1,3,10,8
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001297,7,4,1,33,2,8,22,20,20,,11,2,,2,,,,4,6,10,8
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001307,8,6,3,23,7,9,32,16,18,,11,0,,2,,,,1,4,4,12
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001317,9,3,9,34,3,5,23,15,16,,17,1,,1,,,,4,8,7,14
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001327,10,5,4,27,3,6,24,19,23,,7,0,,0,,,,0,5,3,4
1,Cercado,1,Oruro,2059,Oruro,103,U. E. Jose Maria Sierra Galvarro,4001337,11,4,0,31,3,9,30,26,22,,16,0,,0,,,,4,6,12,9
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000837,1,3,11,19,3,11,18,21,21,,19,1,,3,,,,1,5,16,7
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000847,2,2,5,34,3,10,22,13,14,,19,3,,2,,,,1,3,21,10
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000857,3,2,2,24,2,18,25,12,13,,17,1,,1,,,,1,6,15,7
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000867,4,6,4,24,3,7,17,22,26,,19,2,,2,,,,1,4,6,8
1,Cercado,1,Oruro,2059,Oruro,104,Col. Mixto San Jose,4000877,5,1,2,11,0,2,9,2,4,,3,0,,4,,,,0,0,6,7
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007227,1,5,1,33,2,6,21,13,17,,13,2,,1,,,,5,9,10,8
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007237,2,9,9,28,4,6,28,15,14,,12,1,,2,,,,2,4,12,11
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007247,3,4,5,30,1,11,23,12,21,,14,3,,0,,,,2,6,8,12
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007257,4,5,3,23,0,8,38,16,21,,16,3,,4,,,,1,8,7,6
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007267,5,2,3,31,3,8,29,10,26,,14,1,,2,,,,2,3,9,9
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007277,6,4,5,22,2,13,31,18,18,,12,2,,0,,,,1,5,5,7
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007287,7,4,6,31,3,4,23,14,9,,13,1,,1,,,,4,6,11,10
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007297,8,3,4,30,1,10,23,6,15,,14,3,,1,,,,2,12,5,11
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007307,9,5,5,26,4,4,20,16,16,,11,1,,1,,,,0,7,13,8
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007317,10,7,0,23,2,4,25,12,17,,10,4,,1,,,,1,9,12,8
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007327,11,3,3,26,3,8,27,16,18,,12,0,,0,,,,1,2,7,12
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007337,12,2,0,30,2,7,24,15,20,,9,4,,0,,,,2,16,5,7
1,Cercado,1,Oruro,2059,Oruro,105,U. E. Jose Ignacio De Sanjinez,4007347,13,0,3,7,1,0,16,3,4,,2,1,,0,,,,0,0,2,4
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007357,1,2,10,29,2,6,39,14,28,,14,1,,2,,,,1,3,8,12
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007367,2,7,8,25,4,6,34,12,16,,10,1,,1,,,,1,3,10,5
1,Cercado,1,Oruro,2059,Oruro,106,Col. Nal. Mixto Bolivia,4007377,3,0,3,2,2,1,11,10,8,,6,1,,0,,,,0,0,1,2
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007387,1,2,9,24,3,10,20,15,16,,13,2,,0,,,,1,6,6,14
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007397,2,2,10,17,2,12,27,13,19,,14,3,,0,,,,1,4,6,10
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007407,3,5,10,30,4,11,27,17,17,,12,4,,2,,,,1,1,8,8
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007417,4,2,11,27,4,7,26,6,20,,16,1,,0,,,,3,8,9,5
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007427,5,1,3,31,1,4,29,15,12,,20,1,,2,,,,3,11,9,10
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007437,6,2,10,29,2,5,26,16,22,,20,0,,1,,,,1,4,6,8
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007447,7,4,11,37,3,3,19,16,15,,3,3,,3,,,,0,6,10,11
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007457,8,4,15,32,3,6,27,16,26,,10,0,,2,,,,0,3,7,5
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007467,9,7,7,29,1,3,27,7,16,,16,1,,2,,,,0,7,12,4
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007477,10,4,13,25,3,6,26,18,15,,15,4,,2,,,,2,3,8,7
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007487,11,6,7,24,3,8,33,11,15,,14,1,,2,,,,2,7,8,15
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007497,12,5,8,21,4,9,30,12,15,,13,0,,0,,,,2,7,5,10
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007507,13,3,6,28,2,4,24,6,18,,13,3,,0,,,,2,4,9,12
1,Cercado,1,Oruro,2059,Oruro,107,Col. Particular Naciones Unidas,4007517,14,2,4,17,0,6,28,9,11,,11,1,,3,,,,2,5,6,6
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000017,1,4,2,30,1,12,28,17,17,,14,2,,3,,,,1,2,15,11
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000027,2,2,8,22,2,10,22,17,19,,20,0,,1,,,,0,11,6,5
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000037,3,3,5,37,3,6,25,20,17,,13,1,,0,,,,1,8,11,11
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000047,4,1,2,33,3,4,34,21,21,,10,0,,3,,,,2,6,8,15
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000057,5,4,3,29,1,10,26,16,18,,10,2,,3,,,,1,6,9,16
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000067,6,5,8,24,0,1,28,13,23,,10,0,,0,,,,0,4,9,12
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000077,7,4,12,18,1,2,28,15,26,,15,1,,0,,,,1,4,14,10
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000087,8,2,5,22,2,6,24,20,18,,11,2,,0,,,,2,6,11,11
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000097,9,4,5,24,3,3,29,18,9,,14,0,,0,,,,3,4,11,15
1,Cercado,1,Oruro,2059,Oruro,108,Col. Nal. Antonio Jose De Sainz,4000107,10,2,8,18,1,3,24,15,20,,8,1,,0,,,,3,6,6,9
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000117,1,1,2,13,4,10,14,29,20,,24,2,,0,,,,2,4,14,19
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000127,2,1,0,27,1,5,22,19,19,,14,1,,0,,,,2,4,21,14
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000137,3,3,0,22,0,8,26,20,15,,20,1,,0,,,,0,7,24,14
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000147,4,9,2,19,3,9,19,17,12,,17,2,,2,,,,0,6,15,11
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000157,5,5,1,30,0,5,21,17,9,,29,1,,0,,,,2,5,20,10
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000167,6,2,3,36,5,11,18,13,19,,15,1,,2,,,,0,5,17,12
1,Cercado,1,Oruro,2059,Oruro,109,Col. Particular Reekie,4000177,7,0,4,26,2,6,18,19,9,,13,1,,0,,,,0,6,17,16
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000187,1,3,5,22,5,3,27,11,16,,19,2,,3,,,,0,4,14,13
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000197,2,4,5,26,2,8,26,20,14,,18,3,,0,,,,1,3,16,7
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000207,3,4,2,27,3,8,21,10,14,,14,1,,0,,,,2,7,17,19
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000217,4,2,7,35,3,7,19,15,17,,15,2,,1,,,,1,6,6,14
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000227,5,3,6,30,5,6,19,19,22,,12,2,,1,,,,1,5,16,12
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000237,6,6,3,14,4,10,26,28,14,,17,0,,3,,,,0,3,19,10
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000247,7,2,6,21,4,7,29,20,8,,20,1,,3,,,,1,9,13,12
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000257,8,3,7,45,1,5,18,21,16,,15,1,,2,,,,1,3,16,15
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000267,9,2,1,33,1,2,15,22,16,,24,5,,2,,,,2,4,19,7
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000277,10,2,5,18,4,5,20,15,19,,9,4,,0,,,,0,13,15,17
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000287,11,3,3,22,5,6,24,17,20,,18,1,,0,,,,4,3,6,15
1,Cercado,1,Oruro,2059,Oruro,111,Col. Nal. Simon Bolivar,4000297,12,0,0,2,1,1,5,5,3,,3,0,,0,,,,1,1,3,7
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000307,1,4,4,25,5,8,33,16,13,,22,2,,4,,,,6,2,14,7
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000317,2,3,4,32,4,6,21,13,12,,9,1,,2,,,,4,5,7,15
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000327,3,1,3,29,0,2,24,20,14,,33,1,,2,,,,1,2,10,14
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000337,4,1,4,37,0,7,29,18,16,,10,4,,0,,,,2,6,15,9
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000347,5,1,3,29,4,4,19,14,17,,21,2,,1,,,,0,11,15,17
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000357,6,2,3,19,1,8,28,15,21,,23,0,,4,,,,2,2,10,8
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000367,7,0,0,32,4,13,16,17,21,,24,0,,1,,,,3,10,10,9
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000377,8,5,7,30,7,5,23,21,10,,16,1,,0,,,,4,3,11,6
1,Cercado,1,Oruro,2059,Oruro,112,Col. Ignacio Leon,4000387,9,1,5,35,3,2,19,17,21,,21,2,,0,,,,1,9,20,8
