CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,IH,JALLALLA LP,NGP,PATRIA-SOL,A-UPP,VENCEREMOS,VIDA,FRI,M.P.S.,UPC,ASP,APB-SUMATE,SPBC,MTS,PDC,LUS-1S,LIBRE,ASLP,ML,UN,MNR,SCTR-LP,MACOJMA,CAOSAM,PODER-O,SICUS,PATRIA-LA-PAZ,ASI,MCCA-NP,PUMA,T.S.,MK-PC,CAOTM
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006847,5,50,6,1,,7,8,3,4,7,2,6,17,16,2,3,,15,14,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006857,6,45,10,1,,4,16,2,5,4,2,11,17,17,1,1,,6,11,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006867,7,32,6,0,,1,20,3,2,6,2,4,10,19,0,1,,10,14,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006877,8,46,12,0,,1,11,1,0,11,0,10,11,16,3,1,,12,13,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006887,9,47,4,2,,2,11,1,1,3,0,3,10,10,3,1,,4,12,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006897,10,40,13,2,,2,15,0,0,9,2,12,10,15,2,3,,12,7,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006907,11,45,12,1,,2,4,3,1,5,0,15,17,20,3,1,,10,15,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006917,12,34,12,0,,2,23,4,3,6,0,7,9,31,1,1,,3,20,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006927,13,47,9,1,,3,11,4,1,4,2,12,15,20,2,2,,5,18,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006937,14,34,16,0,,2,12,1,0,9,0,3,21,16,1,0,,11,10,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006947,15,39,10,1,,2,10,3,1,7,1,5,20,22,1,2,,4,16,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006957,16,38,7,1,,1,8,2,1,5,1,6,25,27,2,3,,6,19,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006967,17,41,14,1,,2,13,0,2,5,1,7,13,15,3,2,,5,15,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2406,U.E. Brig.  My. Remberto Tapia,2006977,18,25,9,3,,1,17,1,0,5,1,4,23,10,0,3,,6,13,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010297,1,31,7,1,,5,6,3,1,2,0,9,15,25,1,0,,8,22,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010307,2,32,12,3,,2,17,3,1,6,0,6,10,32,1,2,,9,20,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010317,3,41,10,1,,2,17,1,0,6,0,6,15,32,0,1,,11,19,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010327,4,41,4,4,,3,9,2,0,6,1,1,15,18,2,3,,7,20,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010337,5,8,14,1,,3,12,1,12,18,1,6,31,14,0,1,,1,14,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010347,6,28,9,2,,2,11,2,1,9,0,7,12,29,1,3,,13,15,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010357,7,41,7,1,,3,2,4,0,6,0,3,20,23,5,6,,6,12,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010367,8,20,9,0,,0,14,4,2,8,3,9,26,25,1,1,,9,15,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010377,9,38,11,4,,0,13,1,1,3,2,7,17,18,5,2,,12,18,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010387,10,38,11,3,,3,8,0,0,3,0,3,13,38,2,1,,5,16,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010397,11,28,9,0,,3,7,3,1,8,0,6,21,27,1,2,,12,17,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010407,12,38,18,1,,1,7,2,1,6,0,3,15,26,5,3,,8,16,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010417,13,32,9,3,,1,14,2,0,5,1,7,15,23,1,6,,6,16,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010427,14,35,4,0,,2,16,2,1,2,3,3,18,25,2,3,,8,15,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010437,15,38,5,4,,2,10,4,11,8,2,6,0,29,3,0,,16,18,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010447,16,33,7,1,,6,14,5,1,6,2,7,11,22,1,2,,6,12,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010457,17,39,12,4,,1,9,3,1,7,0,2,10,25,4,2,,7,18,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010467,18,20,9,3,,2,4,3,3,10,2,4,6,34,2,0,,8,12,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010477,19,31,10,1,,2,11,1,2,7,0,9,23,28,1,3,,13,10,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010487,20,25,13,1,,4,14,4,1,3,3,7,14,33,1,3,,5,17,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010497,21,31,15,1,,3,15,2,3,9,0,8,19,31,2,1,,10,16,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010507,22,30,10,2,,1,12,2,1,9,5,4,13,36,4,2,,12,7,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2501,U. E. República de Italia,2010517,23,16,12,0,,3,8,1,0,4,1,6,13,10,1,1,,9,8,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010527,1,45,16,3,,1,13,4,1,5,2,7,10,14,2,1,,7,19,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010537,2,40,8,1,,2,19,6,0,4,3,9,11,21,3,2,,4,15,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010547,3,26,18,1,,2,19,0,0,10,2,5,17,25,2,2,,10,18,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010557,4,37,11,0,,0,14,6,2,8,0,3,18,12,2,1,,7,17,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010567,5,25,14,2,,1,21,2,0,4,2,3,20,21,1,2,,8,12,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010577,6,33,13,2,,3,14,3,0,6,4,5,15,31,3,3,,3,9,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010587,7,31,8,1,,0,13,5,1,8,1,8,14,25,2,1,,7,9,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010597,8,32,8,4,,3,15,1,1,4,2,6,14,12,3,1,,8,9,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010607,9,36,8,2,,1,17,0,0,9,2,10,5,18,2,0,,3,14,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010617,10,35,10,3,,2,19,2,1,7,0,4,22,16,0,0,,3,24,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010627,11,34,11,2,,1,12,0,3,9,0,13,17,20,2,4,,6,14,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010637,12,28,6,1,,2,11,4,1,9,1,5,14,17,4,1,,10,14,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010647,13,30,8,3,,6,10,5,0,10,4,4,13,16,0,1,,8,17,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010657,14,28,16,2,,2,11,4,3,3,2,5,15,20,3,2,,6,10,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010667,15,32,14,1,,0,15,0,2,8,0,6,20,22,1,0,,1,15,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010677,16,35,13,1,,2,9,1,3,8,2,4,9,14,7,0,,6,14,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010687,17,44,12,1,,0,16,1,1,12,0,6,18,17,0,3,,6,20,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010697,18,42,6,2,,0,12,5,1,7,4,4,13,24,1,0,,5,13,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010707,19,21,5,0,,1,13,3,1,7,2,9,24,17,3,3,,8,18,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010717,20,35,10,1,,3,11,3,2,3,1,4,11,20,1,3,,12,13,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010727,21,34,9,0,,1,21,2,0,7,1,5,11,17,1,1,,12,13,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010737,22,30,15,1,,1,16,2,0,8,1,5,12,16,0,2,,5,11,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010747,23,27,13,1,,2,17,0,0,7,0,10,11,18,1,4,,8,16,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010757,24,30,12,0,,1,20,3,2,11,2,12,17,15,0,1,,4,10,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010767,25,37,11,4,,3,13,3,2,6,2,4,16,20,1,2,,6,5,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010777,26,35,8,0,,0,18,2,1,2,2,10,11,15,0,1,,9,13,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010787,27,38,12,1,,3,19,2,0,3,0,6,25,11,1,2,,5,24,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2502,U. E. Club de Leones Nro. 2,2010797,28,40,7,1,,2,19,5,1,5,2,6,13,19,1,0,,4,15,,,,,,,,,10,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008587,1,30,8,1,,4,16,2,2,7,0,3,18,19,0,2,,11,19,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008597,2,31,14,2,,0,12,3,0,8,1,17,23,28,0,2,,6,24,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008607,3,34,7,0,,2,13,1,1,7,1,4,28,23,0,2,,6,20,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008617,4,30,14,3,,0,12,1,1,12,0,0,22,22,3,3,,7,11,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008627,5,32,12,1,,1,7,1,1,2,0,4,25,24,3,0,,9,19,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008637,6,23,8,1,,3,23,2,1,8,1,7,22,24,1,1,,11,21,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008647,7,29,14,2,,3,11,4,0,6,0,4,26,21,2,3,,4,15,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008657,8,34,13,3,,1,18,4,0,7,0,10,20,28,0,2,,5,19,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008667,9,40,15,0,,3,20,2,2,10,2,6,22,18,4,2,,10,21,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008677,10,39,11,1,,0,6,7,1,7,3,9,19,17,1,1,,6,12,,,,,,,,,11,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008687,11,33,12,2,,1,18,7,2,2,2,8,14,21,0,2,,7,15,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008697,12,28,11,2,,3,12,0,1,6,2,7,21,13,0,0,,4,18,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008707,13,34,15,2,,3,9,3,0,9,1,13,15,37,2,1,,5,16,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008717,14,38,8,4,,3,7,1,0,6,2,2,18,27,2,3,,7,8,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008727,15,34,12,1,,3,10,3,1,7,1,4,15,25,4,2,,4,14,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008737,16,53,15,1,,1,8,3,0,8,0,10,25,17,2,1,,6,9,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008747,17,33,13,0,,4,10,4,0,6,2,2,22,23,2,5,,1,13,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008757,18,56,12,2,,2,11,2,1,7,1,8,22,12,2,2,,8,14,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008767,19,27,10,0,,1,17,3,1,8,0,6,20,30,1,1,,5,14,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008777,20,38,13,1,,0,16,1,0,6,1,8,16,25,1,2,,6,15,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008787,21,31,9,2,,0,14,3,0,10,1,3,28,18,3,2,,8,21,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008797,22,20,17,1,,3,17,3,2,10,2,10,21,21,3,2,,9,24,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008807,23,26,10,1,,2,16,1,1,6,1,8,35,22,2,3,,5,16,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008817,24,37,10,1,,2,16,2,1,11,1,4,9,19,2,2,,8,15,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008827,25,32,12,1,,3,16,5,0,11,0,11,18,15,4,2,,6,16,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008837,26,31,18,0,,4,15,2,0,5,2,8,13,21,2,3,,8,12,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008847,27,34,15,0,,3,9,0,2,7,1,6,20,15,3,6,,10,15,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008857,28,21,12,3,,1,15,6,3,5,1,5,18,19,0,1,,7,24,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008867,29,36,11,0,,6,10,3,2,7,1,11,15,18,1,1,,6,12,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008877,30,30,24,2,,1,6,2,0,6,0,3,12,29,2,4,,7,10,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008887,31,28,15,0,,2,6,3,0,7,0,11,16,23,3,1,,6,10,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008897,32,32,9,3,,0,7,1,0,7,0,5,17,32,1,4,,6,20,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008907,33,35,11,2,,0,13,1,2,10,1,9,13,18,2,5,,3,14,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008917,34,39,18,0,,0,11,4,39,3,0,7,21,18,0,4,,6,11,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008927,35,38,7,1,,1,12,3,1,6,1,10,18,24,2,2,,9,18,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008937,36,39,14,0,,1,6,2,1,4,0,5,33,25,0,1,,10,19,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008947,37,22,11,3,,3,17,6,0,6,0,5,29,26,3,2,,11,11,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008957,38,29,12,0,,0,14,1,2,9,1,8,17,24,1,0,,7,12,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008967,39,39,10,1,,2,10,3,0,6,0,6,24,18,2,1,,8,17,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008977,40,20,10,2,,2,6,2,2,7,0,5,23,34,1,1,,9,16,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008987,41,31,15,0,,1,14,6,2,9,0,8,20,27,3,2,,12,24,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2008997,42,30,6,2,,1,6,2,1,5,3,7,25,19,2,1,,9,15,,,,,,,,,6,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009007,43,38,14,3,,4,9,4,2,4,0,3,15,17,4,0,,6,9,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009017,44,26,12,0,,2,2,3,1,10,2,4,19,24,0,3,,6,14,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009027,45,36,10,1,,1,10,3,1,4,1,4,12,25,0,7,,9,15,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009037,46,26,6,4,,1,15,2,0,5,3,4,16,33,1,4,,10,10,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009047,47,41,10,1,,2,13,1,2,3,0,10,17,25,1,0,,7,12,,,,,,,,,1,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009057,48,23,11,0,,1,10,1,2,9,2,10,26,18,1,2,,17,16,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009067,49,41,8,2,,1,15,4,1,8,0,2,13,28,0,1,,8,13,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009077,50,27,19,1,,4,13,2,0,9,1,9,18,22,0,2,,3,11,,,,,,,,,2,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009087,51,29,8,2,,1,7,5,0,7,2,7,21,18,4,2,,6,16,,,,,,,,,7,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009097,52,33,11,0,,2,7,2,1,4,1,11,20,31,2,3,,11,20,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009107,53,33,8,2,,2,12,1,0,8,0,6,20,18,0,1,,14,12,,,,,,,,,5,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009117,54,23,15,0,,2,12,4,1,9,0,4,27,20,1,2,,6,15,,,,,,,,,8,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2504,U.E. Holanda,2009127,55,23,11,1,,1,7,1,0,2,1,3,12,21,1,0,,4,10,,,,,,,,,3,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2601,U. E. Cnl. Max Toledo,2009137,1,48,10,1,,5,15,4,2,5,0,8,9,27,2,4,,6,15,,,,,,,,,4,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2601,U. E. Cnl. Max Toledo,2009147,2,28,3,1,,1,17,2,4,8,1,5,23,27,1,2,,10,15,,,,,,,,,9,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2601,U. E. Cnl. Max Toledo,2009157,3,36,6,0,,2,18,2,1,8,0,14,25,30,2,1,,12,9,,,,,,,,,0,,,,,,
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,2601,U. E. Cnl. Max Toledo,2009167,4,37,7,1,,3,19,2,1,6,4,5,17,22,1,5,,7,20,,,,,,,,,6,,,,,,
