CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PATRIA,MTS,CDC,PDC,ISA,APB-SUMATE,A-UPP,NGP
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005001,3,40,6,50,16,4,0,4,11
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005011,4,38,5,42,24,10,1,2,10
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005021,5,34,6,67,23,9,2,1,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005031,6,41,8,34,21,4,2,10,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005041,7,27,9,29,23,7,2,4,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005051,8,39,9,49,22,3,3,0,8
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005061,9,36,6,67,18,2,1,8,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005071,10,34,9,49,22,4,1,5,14
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005081,11,35,11,49,16,4,1,4,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005091,12,32,8,41,13,12,0,2,9
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005101,13,35,9,33,24,3,0,14,7
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005111,14,33,5,48,31,4,2,4,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005121,15,31,4,47,31,8,1,3,7
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005131,16,52,10,58,12,5,1,3,12
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005141,17,50,12,33,20,6,2,5,2
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005151,18,37,7,37,20,9,0,2,10
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005161,19,34,8,46,26,4,0,3,4
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005171,20,46,7,46,19,2,3,6,5
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005181,21,44,4,45,17,7,3,5,9
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005191,22,22,7,58,19,2,4,4,6
1,Cercado,1,Tarija,2680,Tarija,73,U.E. Octavio Campero Echazu,6005201,23,48,7,45,23,2,2,2,6
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005491,1,41,7,71,15,2,0,1,8
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005501,2,44,5,71,17,1,0,1,5
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005511,3,46,4,66,22,2,2,2,8
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005521,4,50,3,54,15,4,0,1,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005531,5,38,6,66,17,1,0,3,1
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005541,6,45,2,66,21,4,0,0,4
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005551,7,43,7,62,16,3,1,0,2
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005561,8,68,6,56,20,4,2,1,4
1,Cercado,1,Tarija,2680,Tarija,74,U.E. Castelfort Castellanos,6005571,9,50,5,43,17,0,1,0,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001521,1,54,5,73,19,2,2,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001531,2,64,10,61,21,2,3,1,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001541,3,62,13,67,22,2,4,3,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001551,4,46,8,59,25,4,3,2,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001561,5,59,10,71,21,4,3,1,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001571,6,43,10,50,21,6,2,1,10
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001581,7,63,4,63,14,1,4,3,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001591,8,68,7,65,20,5,0,2,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001601,9,57,10,67,21,0,2,0,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001611,10,44,9,74,21,0,3,3,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001621,11,52,3,46,24,5,2,1,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001631,12,59,11,58,14,1,6,3,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001641,13,53,8,52,19,2,2,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001651,14,44,12,58,23,2,6,5,3
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001661,15,60,8,56,20,2,6,0,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001671,16,55,7,72,12,2,1,0,2
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001681,17,50,6,67,20,0,6,1,7
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001691,18,53,7,65,21,3,0,2,4
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001701,19,56,10,62,9,4,1,0,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001711,20,48,9,60,17,5,4,0,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001721,21,56,9,65,19,1,3,2,1
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001731,22,46,10,64,19,1,1,3,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001741,23,55,14,56,24,3,1,0,5
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001751,24,56,12,63,20,0,3,0,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001761,25,65,10,58,10,0,1,2,6
1,Cercado,1,Tarija,2680,Tarija,75,U.E. Belgrano,6001771,26,61,2,45,16,0,1,3,6
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005661,1,47,7,38,19,1,0,0,11
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005671,2,42,6,57,23,5,0,1,3
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005681,3,56,3,76,10,4,2,1,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005691,4,40,6,58,18,4,0,5,5
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005701,5,33,8,54,16,3,1,3,10
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005711,6,33,5,38,26,2,1,4,6
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005721,7,43,5,67,17,1,0,3,1
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005731,8,46,11,60,16,4,3,1,8
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005741,9,44,6,65,14,5,1,2,6
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005751,10,50,13,57,15,5,0,1,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005761,11,38,8,58,15,7,1,4,5
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005771,12,48,9,56,18,3,1,4,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005781,13,46,8,71,17,10,1,0,2
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005791,14,49,4,48,22,7,2,2,5
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005801,15,39,13,55,18,2,0,2,7
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005811,16,51,8,54,16,6,1,1,8
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005821,17,59,10,59,16,3,2,1,4
1,Cercado,1,Tarija,2680,Tarija,76,U.E. San Jorge,6005831,18,57,4,53,21,3,1,3,7
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007841,1,36,5,33,10,2,1,1,4
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007851,2,28,9,58,14,6,2,5,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007861,3,31,5,42,15,11,1,4,1
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007871,4,28,7,41,16,3,1,6,5
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007881,5,27,4,41,23,3,4,2,2
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007891,6,34,8,36,10,4,0,6,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007901,7,36,6,39,18,5,2,6,6
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007911,8,28,4,45,18,7,1,3,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007921,9,26,9,53,10,3,2,2,8
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007931,10,24,6,42,11,5,2,5,3
1,Cercado,1,Tarija,2680,Tarija,77,U.E. El Portillo,6007941,11,5,2,12,1,2,0,0,5
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005841,1,34,3,9,6,3,1,5,4
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005851,2,36,5,5,8,4,7,6,2
1,Cercado,1,Tarija,2680,Tarija,78,(Cárcel) Penal de Morros Blancos,6005861,3,27,4,9,7,2,3,7,9
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006051,1,46,3,48,13,3,2,2,7
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006061,2,41,5,61,16,4,2,3,5
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006071,3,38,4,55,22,2,2,5,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006081,4,24,7,32,13,1,3,3,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006091,5,39,6,73,9,3,2,3,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006101,6,45,11,47,9,2,0,3,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006111,7,58,6,58,14,2,0,2,6
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006121,8,38,9,56,9,6,2,3,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006131,9,26,4,56,11,1,2,0,7
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006141,10,40,2,57,13,4,0,3,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006151,11,48,1,60,12,0,0,1,7
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006161,12,44,5,45,13,3,1,5,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006171,13,36,5,56,19,3,1,0,4
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006181,14,52,7,49,13,1,2,2,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006191,15,46,3,43,17,4,4,1,5
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006201,16,45,5,71,13,0,0,2,3
1,Cercado,1,Tarija,2680,Tarija,79,U.E. San Geronimo,6006211,17,36,2,26,3,1,2,2,1
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005921,1,43,15,43,17,1,2,2,7
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005931,2,51,9,38,18,6,1,3,7
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005941,3,41,1,54,20,7,5,1,9
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005951,4,51,6,32,22,4,4,9,5
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005961,5,48,6,54,16,1,1,2,4
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005971,6,60,7,40,13,3,1,1,9
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005981,7,43,5,53,20,1,2,6,7
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6005991,8,45,9,51,20,3,2,1,5
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006001,9,46,8,52,19,6,2,2,7
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006011,10,52,4,33,24,5,2,2,12
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006021,11,42,8,48,16,1,1,4,3
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006031,12,47,4,59,14,1,2,3,9
1,Cercado,1,Tarija,2680,Tarija,80,U.A.J.M.S Campus,6006041,13,60,3,48,19,6,2,6,6
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006231,1,39,8,61,17,4,0,2,1
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006241,2,47,6,52,27,2,0,2,2
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006251,3,53,5,48,10,6,5,1,6
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006261,4,38,9,56,13,5,0,1,5
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006271,5,56,5,51,12,2,1,2,8
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006281,6,43,6,63,9,7,1,2,6
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006291,7,41,5,57,14,4,1,6,1
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006301,8,51,8,53,15,2,1,1,9
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006311,9,43,7,63,14,3,1,3,3
1,Cercado,1,Tarija,2680,Tarija,81,U.E. San Luis,6006321,10,15,2,37,4,1,2,4,2
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006331,1,31,4,58,19,4,3,1,6
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006341,2,41,4,71,18,3,3,1,4
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006351,3,50,10,74,14,2,3,3,4
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006361,4,53,7,67,15,2,2,2,8
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006371,5,51,6,86,21,1,0,2,5
1,Cercado,1,Tarija,2680,Tarija,82,U.E. Los Callejones,6006381,6,10,0,11,5,0,0,0,0
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006441,1,37,1,65,13,3,0,4,8
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006451,2,43,5,61,20,1,1,2,4
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006461,3,45,3,68,15,3,0,3,3
1,Cercado,1,Tarija,2680,Tarija,83,U.E. San Blas,6006471,4,57,6,64,12,3,0,1,4
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007701,1,42,5,63,11,2,2,3,3
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007711,2,38,9,58,12,1,1,1,8
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007721,3,47,6,72,13,2,1,1,6
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007731,4,47,3,73,22,3,1,1,6
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007741,5,41,10,69,12,1,3,4,7
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007751,6,36,5,63,9,7,1,7,2
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007761,7,50,5,82,11,4,0,3,4
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007771,8,37,8,60,20,5,0,2,4
1,Cercado,1,Tarija,2680,Tarija,84,U.E. 6 de Junio,6007781,9,8,2,5,1,1,1,0,1
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002191,1,45,7,52,15,6,0,1,10
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002201,2,35,7,46,15,10,0,4,8
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002211,3,50,6,52,20,3,1,6,9
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002221,4,54,9,49,16,4,0,6,3
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002231,5,37,13,42,22,8,2,4,8
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002241,6,36,5,51,24,2,2,2,10
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002251,7,37,5,64,19,1,1,4,7
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002261,8,51,4,53,16,6,2,3,4
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002271,9,38,8,41,17,8,0,6,8
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002281,10,45,6,43,19,4,2,3,10
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002291,11,38,9,43,12,2,0,3,13
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002301,12,45,5,44,18,8,1,6,6
1,Cercado,1,Tarija,2680,Tarija,85,U.E. Fe y Alegria,6002311,13,22,2,20,5,2,0,3,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007001,1,43,3,55,17,2,2,3,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007011,2,45,7,52,18,0,0,9,17
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007021,3,51,1,63,19,5,3,3,2
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007031,4,55,6,63,14,3,4,4,10
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007041,5,46,9,45,18,9,0,6,7
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007051,6,50,8,48,14,5,2,4,12
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007061,7,46,4,58,17,9,1,2,9
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007071,8,51,7,54,18,6,0,1,7
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007081,9,51,6,53,15,3,2,2,7
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007091,10,40,2,50,23,5,0,3,5
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007101,11,61,10,52,18,1,1,4,10
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007111,12,45,5,39,18,3,1,1,7
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007121,13,54,8,56,20,4,0,1,7
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007131,14,54,4,57,17,7,3,3,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007141,15,51,4,42,14,3,2,4,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007151,16,63,4,56,19,2,0,3,3
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007161,17,49,2,67,22,1,2,4,4
1,Cercado,1,Tarija,2680,Tarija,86,U.E. Juan Pablo II,6007171,18,16,2,20,4,0,1,4,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006801,1,63,7,66,17,6,0,0,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006811,2,62,16,64,6,1,3,0,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006821,3,37,11,73,9,4,2,3,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006831,4,71,7,58,9,2,3,2,7
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006841,5,46,6,51,17,7,2,8,1
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006851,6,59,10,84,16,4,2,2,4
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006861,7,52,3,63,12,3,2,4,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006871,8,58,9,59,11,2,3,6,2
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006881,9,58,10,61,16,2,3,6,3
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006891,10,45,3,43,18,3,1,6,4
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006901,11,69,3,63,9,0,1,3,6
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006911,12,44,7,78,20,3,2,2,6
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006921,13,52,8,63,7,0,3,2,5
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006931,14,58,7,67,20,3,0,2,5
1,Cercado,1,Tarija,2680,Tarija,87,U.E. Bolivia,6006941,15,11,0,11,5,0,1,1,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004781,1,38,8,59,21,5,3,2,8
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004791,2,46,18,47,15,3,0,6,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004801,3,48,8,59,18,6,0,3,10
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004811,4,37,9,45,13,6,2,0,4
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004821,5,36,11,58,15,3,0,2,8
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004831,6,26,12,71,19,5,0,2,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004841,7,25,11,50,10,5,2,3,4
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004851,8,41,10,55,4,3,0,3,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004861,9,31,10,64,12,4,1,2,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004871,10,36,7,63,13,5,0,3,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004881,11,34,13,55,14,5,3,5,3
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004891,12,52,8,53,17,5,3,0,6
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004901,13,42,12,55,19,6,2,3,10
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004911,14,48,15,50,18,5,2,1,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004921,15,40,7,45,17,1,2,1,2
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004931,16,35,7,54,14,3,0,2,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004941,17,45,10,51,10,2,1,2,7
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004951,18,48,5,63,6,2,1,3,4
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004961,19,21,4,65,20,9,2,2,5
1,Cercado,1,Tarija,2680,Tarija,89,U.E. La Paz,6004971,20,9,3,20,6,3,1,0,4
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006391,1,57,2,81,22,0,2,0,1
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006401,2,72,3,62,17,3,2,1,3
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006411,3,59,14,65,11,1,2,2,8
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006421,4,46,4,91,11,2,0,2,8
1,Cercado,1,Tarija,2680,Tarija,90,U.E. Bancario,6006431,5,39,5,36,11,0,0,1,2
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006611,1,42,9,51,22,3,1,3,10
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006621,2,37,18,50,21,5,2,6,4
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006631,3,46,8,72,20,5,3,2,8
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006641,4,52,14,49,23,4,3,2,7
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006651,5,37,14,53,26,4,0,1,4
1,Cercado,1,Tarija,2680,Tarija,92,Salon Capacitacion Barrio Catedral,6006661,6,34,6,41,13,1,0,2,0
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002501,1,29,7,46,16,10,1,4,8
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002511,2,24,9,55,23,2,2,4,7
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002521,3,38,10,28,24,5,0,4,4
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002531,4,35,9,40,39,5,1,6,9
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002541,5,25,6,31,20,9,2,7,8
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002551,6,27,5,31,26,9,1,3,9
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002561,7,41,6,41,18,11,2,3,1
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002571,8,24,3,41,23,5,4,1,5
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002581,9,37,8,39,22,8,1,3,9
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002591,10,30,9,48,19,3,1,5,7
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002601,11,33,8,28,17,11,2,6,10
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002611,12,38,6,40,8,9,0,7,2
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002621,13,43,9,28,14,5,1,4,11
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002631,14,37,4,37,24,9,3,7,3
1,Cercado,1,Tarija,2680,Tarija,94,U.E. Eulogio Ruiz,6002641,15,46,7,29,24,8,4,5,10
