CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UPP,MDA,MTS,LIBRE-PANDO,MNR,FSUTCP,FRI,NGP,A-UPP,APB-SUMATE
1,Nicolás Suárez,3,Bolpebra,1119,Mukden,19,U.E. De Mukden,9002031,2,3,31,3,73,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3260,Bioceánica,1,U.E. Bioceanica,9001951,1,0,20,5,32,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3261,3 Arroyos,1,U.E. Tres Estrellas,9001961,1,1,26,0,36,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3407,Litoral,1,U.E.  Santa Lucia,9001971,1,4,25,11,50,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3526,Yaminahua,1,U.E. De Yaminahua,9001981,1,0,1,22,19,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3869,San Miguel de Machineri,1,U.E. San Miguel,9001991,1,2,3,4,12,,0,,,,
1,Nicolás Suárez,3,Bolpebra,3872,Nueva Canaán,1,U.E. Nueva Canaán,9002001,1,20,16,2,47,,0,,,,
1,Nicolás Suárez,3,Bolpebra,4264,Vera Cruz,25950,U. E. Vera Cruz,9002061,1,3,60,4,39,,0,,,,
1,Nicolás Suárez,3,Bolpebra,4447,Comunidad Campesina Turística Ecológica  Arca de Noé,26367,U.E. Arca de Noé,9002071,1,3,40,2,37,,0,,,,
1,Nicolás Suárez,4,Bella Flor,1125,Villa el Carmen,23,U.E. Buena Vista,9002161,1,8,30,33,30,0,0,0,,,
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002181,1,7,40,46,26,3,0,10,,,
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002191,2,0,27,41,11,0,0,5,,,
1,Nicolás Suárez,4,Bella Flor,1127,San Antonio Km 60,24,U.E.  Km. 60 de San Antonio,9002171,1,9,10,51,53,0,0,0,,,
1,Nicolás Suárez,4,Bella Flor,1129,Mapajo (Samahuma),26,U.E. Mapajo,9002201,1,4,19,5,14,0,0,1,,,
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002081,1,11,21,60,56,4,0,1,,,
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002091,2,12,21,50,64,3,0,0,,,
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002101,3,4,14,28,20,0,0,1,,,
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002111,1,27,34,6,26,10,0,3,,,
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002121,2,21,25,4,25,2,0,1,,,
1,Nicolás Suárez,4,Bella Flor,3527,Florida (TCO),1,U.E. De Florida,9002131,1,1,3,1,3,0,0,1,,,
1,Nicolás Suárez,4,Bella Flor,3874,San Pedro,1,U.E. Simon Bolívar,9002141,1,2,33,38,28,1,0,0,,,
1,Nicolás Suárez,4,Bella Flor,3890,Santa Lourdes,1,U.E. Santa Lourdes,9002151,1,10,30,38,30,1,0,2,,,
1,Nicolás Suárez,4,Bella Flor,4367,Castañera Campoana,26079,U. E. 24 de Septiembre,9002211,1,44,4,41,5,0,0,0,,,
1,Nicolás Suárez,4,Bella Flor,4663,Comunidad Campesina El Fortín,32490,U.E. Fortín,9002221,1,4,13,21,9,1,0,6,,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002274,1,29,8,13,32,,0,28,24,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002284,2,32,11,17,25,,0,23,30,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002294,3,30,11,10,28,,0,14,27,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002304,4,31,10,12,38,,0,6,34,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002314,5,21,11,11,36,,0,16,29,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002324,6,24,3,12,37,,0,12,24,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002334,7,28,8,14,35,,0,5,35,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002344,8,16,14,14,38,,0,18,17,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002354,9,21,16,21,35,,0,13,32,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002364,10,29,10,10,23,,0,3,19,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002434,1,15,5,7,25,,0,4,15,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002444,2,16,5,9,14,,0,4,20,,
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002454,3,17,1,3,14,,0,5,13,,
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002374,1,28,11,2,16,,0,56,18,,
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002384,2,26,17,1,32,,0,43,21,,
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002394,3,9,1,0,9,,0,4,0,,
2,Manuripi,1,Puerto Rico,1136,Batraja,29,U.E. Batraja,9002404,1,11,13,1,14,,0,22,18,,
2,Manuripi,1,Puerto Rico,1136,Batraja,29,U.E. Batraja,9002414,2,4,7,2,13,,0,21,7,,
2,Manuripi,1,Puerto Rico,2753,Manchester,40,U.E. Manchester,9002424,1,7,4,4,18,,0,1,8,,
2,Manuripi,1,Puerto Rico,3066,Palestina (Rio Orthon),1,U.E. De Palestina,9002234,1,21,3,0,5,,0,16,20,,
2,Manuripi,1,Puerto Rico,3256,San Antonio del Maty,1,U.E.  San Antonio,9002244,1,3,11,0,7,,0,33,17,,
2,Manuripi,1,Puerto Rico,3399,Puerto Madre de Dios,1,U.E.  Silverio Rojas Gonzales,9002254,1,32,6,1,3,,0,8,15,,
2,Manuripi,1,Puerto Rico,3528,Mandarino,1,U.E.  Los Mandarinos,9002264,1,6,3,7,7,,0,7,14,,
2,Manuripi,1,Puerto Rico,4273,Abaroa Km. 10,25959,U. E. Carmelo Mojica,9002464,1,2,3,2,4,,0,3,18,,
2,Manuripi,2,San Pedro,1140,Loma Velarde,34,U.E.  12 de Abril,9002504,1,41,22,43,27,,0,,,,
2,Manuripi,2,San Pedro,1140,Loma Velarde,34,U.E.  12 de Abril,9002514,2,42,6,12,25,,0,,,,
2,Manuripi,2,San Pedro,3401,3 Estrellas (TCO),1,U.E.  Jorge Haensel,9002474,1,21,44,26,43,,0,,,,
2,Manuripi,2,San Pedro,3401,3 Estrellas (TCO),1,U.E.  Jorge Haensel,9002484,2,19,39,6,19,,0,,,,
2,Manuripi,2,San Pedro,3879,Fortaleza,1,U.E. Fortaleza,9002494,1,13,102,16,12,,0,,,,
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002634,1,12,59,3,26,4,0,20,16,6,17
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002644,2,5,70,1,20,7,0,21,9,1,13
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002654,3,6,71,6,12,2,0,20,18,0,17
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002664,4,0,12,0,2,0,0,2,1,0,0
2,Manuripi,3,Filadelfia,1145,Villa Bella (Purisima),37,U.E. Villa Bella,9002674,1,12,13,3,26,4,0,48,6,0,26
2,Manuripi,3,Filadelfia,1145,Villa Bella (Purisima),37,U.E. Villa Bella,9002684,2,3,2,2,7,0,0,6,1,0,3
2,Manuripi,3,Filadelfia,1146,Empresiña,38,U.E. Nueva Empresa,9002694,1,6,38,8,50,1,0,24,3,0,3
2,Manuripi,3,Filadelfia,1146,Empresiña,38,U.E. Nueva Empresa,9002704,2,4,22,6,46,16,0,0,2,0,2
2,Manuripi,3,Filadelfia,1147,Buyuyo,39,U.E. Buyuyo,9002714,1,8,44,1,90,1,0,4,2,0,2
2,Manuripi,3,Filadelfia,1147,Buyuyo,39,U.E. Buyuyo,9002724,2,0,7,1,10,1,0,1,0,0,0
2,Manuripi,3,Filadelfia,1149,Chive,41,U.E. Chive,9002734,1,3,44,1,46,2,0,8,2,2,24
2,Manuripi,3,Filadelfia,1149,Chive,41,U.E. Chive,9002744,2,4,53,2,29,5,0,2,2,0,16
2,Manuripi,3,Filadelfia,1151,Curichon,42,U.E. Curichon,9002754,1,2,55,2,18,3,0,2,3,0,62
2,Manuripi,3,Filadelfia,2802,San Antonio (Chive),46,U.E. San Antonio,9002764,1,15,22,1,10,2,0,1,0,0,9
2,Manuripi,3,Filadelfia,2897,Luz de America,80,U.E. Luz De America,9002774,1,0,68,5,20,4,0,0,13,0,20
2,Manuripi,3,Filadelfia,3257,Alta Gracia,1,U.E. Alta Gracia,9002524,1,0,59,2,2,0,0,2,0,0,4
2,Manuripi,3,Filadelfia,3298,Holanda,1,U.E. De Holanda,9002534,1,6,89,2,31,5,0,11,6,1,9
2,Manuripi,3,Filadelfia,3298,Holanda,1,U.E. De Holanda,9002544,2,5,76,4,44,5,0,2,3,0,3
2,Manuripi,3,Filadelfia,3299,Soberania,1,U.E.  Juancito Pinto,9002554,1,61,34,3,17,2,0,1,0,0,30
2,Manuripi,3,Filadelfia,3299,Soberania,1,U.E.  Juancito Pinto,9002564,2,69,43,1,14,4,0,0,1,0,19
2,Manuripi,3,Filadelfia,3402,La Cruz,1,U.E. De La Cruz,9002574,1,0,4,3,2,1,0,2,5,0,4
2,Manuripi,3,Filadelfia,3529,Florida (Chive),1,U.E.  Florida,9002584,1,1,39,1,75,0,0,0,3,0,1
2,Manuripi,3,Filadelfia,3758,Nueva Alianza,1,U.E. Nueva Alianza,9002594,1,4,38,3,46,14,0,6,1,3,37
2,Manuripi,3,Filadelfia,3758,Nueva Alianza,1,U.E. Nueva Alianza,9002604,2,1,32,2,19,8,0,2,3,1,19
2,Manuripi,3,Filadelfia,3880,Villa Primero de Mayo,1,U.E. Villa America,9002614,1,3,57,1,7,1,0,3,2,0,0
2,Manuripi,3,Filadelfia,3909,Ucia,1,U.E. Ucia,9002624,1,24,15,3,7,2,0,3,2,0,20
2,Manuripi,3,Filadelfia,4269,Puerto Sucre,25955,U. E. Puerto Sucre,9002784,1,28,67,2,11,7,0,7,1,1,3
2,Manuripi,3,Filadelfia,4269,Puerto Sucre,25955,U. E. Puerto Sucre,9002794,2,6,27,1,1,0,0,4,0,0,2
2,Manuripi,3,Filadelfia,4270,11 de Septiembre,25956,U. E. Arnoldo Gonzales,9002804,1,1,30,0,36,6,0,8,2,0,28
2,Manuripi,3,Filadelfia,4271,18 de Noviembre,25957,U. E. Bernardino Racua,9002814,1,15,51,3,10,2,0,5,1,0,9
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002831,1,28,28,3,32,,0,64,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002841,2,23,24,8,30,,0,65,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002851,3,26,54,9,19,,0,42,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002861,4,21,64,7,16,,0,46,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002871,5,14,40,9,41,,0,45,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002941,1,2,110,2,1,,0,7,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002951,2,0,27,0,0,,0,2,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,26075,Sede Portachuelo Medio (Tacana),9002961,1,6,72,0,10,,0,30,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1159,Agua Dulce,49,U.E. Agua Dulce,9002911,1,9,76,3,42,,0,14,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002881,1,59,37,1,49,,0,12,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002891,2,46,26,3,55,,0,9,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002901,3,61,30,3,49,,0,8,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002921,1,33,54,1,15,,0,8,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002931,2,9,16,1,2,,0,4,,,
3,Madre de Dios,1,Puerto Gonzalo Moreno,3881,Contravaricia,1,U.E. 2 de Agosto,9002821,1,9,90,0,42,,0,8,,,
3,Madre de Dios,2,San Lorenzo,1142,Loreto,35,U.E.  6 de Junio,9003051,1,12,26,,7,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1164,Palestina (M.de Dios),55,U.E.  Genoveva Rios,9003131,1,2,32,,24,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003111,1,35,76,,13,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003121,2,5,5,,2,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003061,1,42,39,,71,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003071,2,46,38,,72,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003081,3,45,20,,74,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003091,4,77,31,,59,0,0,,,,
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003101,5,5,6,,9,0,0,,,,
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003141,1,23,43,,32,0,0,,,,
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003151,2,3,12,,4,0,0,,,,
3,Madre de Dios,2,San Lorenzo,2800,Galilea,57,U.E. Galilea,9003161,1,34,102,,4,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3067,Sinaí,1,U.E.  Bruno Racua,9002971,1,18,12,,8,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3068,Ibéria,1,U.E. De Iberia,9002981,1,2,0,,22,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9002991,1,14,91,,57,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9003001,2,1,10,,9,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3428,San Salvador,25028,Escuela Eduardo Abaroa,9003171,1,26,7,,17,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3882,Samaria,1,U.E. 21 de Septiembre,9003011,1,16,28,,1,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3883,Genechiquia,1,U.E. 6 de Agosto,9003021,1,49,18,,0,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3884,Exaltación,1,U.E. 27 de Mayo,9003031,1,33,26,,45,0,0,,,,
3,Madre de Dios,2,San Lorenzo,3885,Nuevo Horizonte,1,U.E. Nuevo Horizonte,9003041,1,44,6,,8,0,0,,,,
3,Madre de Dios,2,San Lorenzo,4173,Charal,25573,U.E. Charal,9003181,1,14,24,,63,0,0,,,,
3,Madre de Dios,2,San Lorenzo,4251,El Retorno,25934,U.E. Simón Bolivar,9003191,1,12,8,,18,0,0,,,,
3,Madre de Dios,2,San Lorenzo,4252,Brigida,25935,U.E. Samuel Guillen,9003201,1,6,18,,15,0,0,,,,
3,Madre de Dios,2,San Lorenzo,4254,Navidad,25937,U.E. 12 de Abril,9003211,1,26,2,,25,0,0,,,,
3,Madre de Dios,2,San Lorenzo,4275,Nueva Esperanza,25961,U. E. 21 de Septiembre,9003221,1,17,9,,46,0,0,,,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003301,1,27,9,,,,0,50,30,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003311,2,30,9,,,,0,46,23,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003321,3,35,10,,,,0,33,23,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003331,4,23,13,,,,0,51,18,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003341,5,32,14,,,,0,32,28,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003351,6,34,13,,,,0,40,23,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003361,7,26,14,,,,0,44,9,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003371,8,24,14,,,,0,47,28,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003381,9,46,9,,,,0,34,18,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003391,10,37,19,,,,0,35,13,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003401,11,31,12,,,,0,46,24,,
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003411,12,17,7,,,,0,33,16,,
3,Madre de Dios,3,Sena,1173,El Sena,32491,U.E. Mariano Justiniano Orbe,9003531,1,9,3,,,,0,23,1,,
3,Madre de Dios,3,Sena,1176,Santa Rosa del Manupare,65,U.E. Santa Rosa,9003431,1,4,2,,,,0,38,4,,
3,Madre de Dios,3,Sena,1177,Las Mercedes,64,U.E. Las Mercedes,9003421,1,5,1,,,,0,38,2,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003441,1,50,4,,,,0,62,3,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003451,2,56,6,,,,0,57,3,,
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003461,3,23,6,,,,0,60,9,,
3,Madre de Dios,3,Sena,3252,Remanzo,1,U.E. Remanso,9003231,1,13,2,,,,0,13,1,,
3,Madre de Dios,3,Sena,3300,El Turi (Carretera),2,U.E.  2 de Agosto,9003281,1,7,2,,,,0,40,12,,
3,Madre de Dios,3,Sena,3317,Pekin,2,U.E. De Pekin,9003291,1,7,1,,,,0,24,2,,
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003241,1,3,6,,,,0,18,109,,
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003251,2,0,0,,,,0,0,14,,
3,Madre de Dios,3,Sena,3886,San Salvador,1,U.E. San Francisco,9003261,1,2,15,,,,0,32,12,,
3,Madre de Dios,3,Sena,3891,Santa Elena,1,U.E. Santa Elena,9003271,1,17,6,,,,0,57,5,,
3,Madre de Dios,3,Sena,4014,Copacabana,25330,U.E. 4 de Agosto,9003471,1,6,7,,,,0,50,4,,
3,Madre de Dios,3,Sena,4103,Villa Cotoca,25512,U.E. 1ro. de Mayo,9003481,1,20,1,,,,0,39,2,,
3,Madre de Dios,3,Sena,4104,Brígida II,25513,U.E. Mahanain,9003491,1,1,4,,,,0,41,2,,
3,Madre de Dios,3,Sena,4105,Monte Sinai,25514,U.E. Juana Azurduy De Padilla,9003501,1,34,3,,,,0,23,32,,
3,Madre de Dios,3,Sena,4106,San Antonio,25515,U.E. San Antonio,9003541,1,8,4,,,,0,18,6,,
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003511,1,9,19,,,,0,52,24,,
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003521,2,2,6,,,,0,12,10,,
4,Abuná,1,Santa Rosa,1181,Santa Rosa del Abuna,69,U.E. Abuna,9003604,1,18,3,6,34,62,0,9,,,
4,Abuná,1,Santa Rosa,3301,1 de Mayo,1,U.E.  Zacarias Moreno,9003554,1,33,4,65,44,11,0,13,,,
4,Abuná,1,Santa Rosa,3301,1 de Mayo,1,U.E.  Zacarias Moreno,9003564,2,27,3,65,42,6,0,11,,,
4,Abuná,1,Santa Rosa,3697,Villa El Carmen,1,U.E. Augusto Gutierrez Banzer,9003574,1,38,12,58,4,2,0,1,,,
4,Abuná,1,Santa Rosa,3759,Nueva Esperanza(Urbanización Puerto Morales),1,U.E. Genoveva Ríos,9003584,1,8,11,53,24,11,0,63,,,
4,Abuná,1,Santa Rosa,3910,Mariscal Antonio José de Sucre Bernardino Racua,1,U.E. Pedro Domingo Murrillo,9003594,1,17,3,4,42,8,0,11,,,
4,Abuná,1,Santa Rosa,4253,Nacebe,25936,U.E. Benito Tirina Suarez,9003614,1,25,1,41,9,3,0,2,,,
4,Abuná,1,Santa Rosa,4443,Comunidad  Alto Bahia,26363,U.E. Walter Melgar Mejía,9003624,1,23,6,33,7,4,0,13,,,
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003644,1,29,29,,71,,0,,,,
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003654,2,37,33,,84,,0,,,,
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003664,3,11,8,,40,,0,,,,
4,Abuná,2,Ingavi,1186,Ingavi,74,U.E. Ingavi,9003674,1,14,25,,40,,0,,,,
4,Abuná,2,Ingavi,1187,Derrepente,75,U.E. Derrepente,9003684,1,2,3,,33,,0,,,,
4,Abuná,2,Ingavi,3531,Las Amalias,1,U.E. Las Amalias,9003634,1,0,4,,10,,0,,,,
4,Abuná,2,Ingavi,4265,Mapiri,25951,U. E. San Antonio,9003694,1,24,75,,4,,0,,,,
4,Abuná,2,Ingavi,4266,Barro Alto,25952,U. E. 10 de Marzo,9003704,1,8,3,,2,,0,,,,
4,Abuná,2,Ingavi,4662,Nuevo Milenio,32489,U.E. Nuevo Milenio,9003714,1,8,3,,6,,0,,,,
5,Federico Román,1,Nueva Esperanza,2796,Nueva Esperanza,76,U.E.  Manuel Estremadoiro Martinez,9003764,1,30,12,,59,,,31,,,
5,Federico Román,1,Nueva Esperanza,2796,Nueva Esperanza,76,U.E.  Manuel Estremadoiro Martinez,9003774,2,17,4,,32,,,27,,,
5,Federico Román,1,Nueva Esperanza,3259,Arca de Israel,1,U.E.  Monte Sinai,9003724,1,58,72,,6,,,11,,,
5,Federico Román,1,Nueva Esperanza,3302,Puerto Consuelo,1,U.E. Rufino Chao,9003734,1,4,3,,15,,,7,,,
5,Federico Román,1,Nueva Esperanza,3404,Puerto Consuelo Area 2,1,U.E. Gral. Federico Román,9003744,1,3,13,,29,,,22,,,
5,Federico Román,1,Nueva Esperanza,3911,Gran Cruz,1,U.E. La Gran Cruz,9003754,1,15,25,,3,,,5,,,
5,Federico Román,1,Nueva Esperanza,4107,Nueva Unión,25516,U.E. Bruno Racua,9003784,1,4,30,,24,,,46,,,
5,Federico Román,1,Nueva Esperanza,4268,La Selva,25954,U. E. San Andrés,9003794,1,1,39,,0,,,1,,,
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003824,1,46,35,58,23,,,11,,,
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003834,2,33,30,75,27,,,15,,,
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003844,3,34,14,38,14,,,6,,,
5,Federico Román,2,Villa Nueva,1195,Enarevena,78,U.E. Enarevena,9003854,1,8,44,20,24,,,0,,,
5,Federico Román,2,Villa Nueva,3303,Santa Fé,1,U.E. Juana Azurduy De Padilla,9003804,1,22,5,18,10,,,4,,,
5,Federico Román,2,Villa Nueva,3405,Santa Crucito,1,U.E.  Roberto Gonzales,9003814,1,22,37,37,15,,,3,,,
5,Federico Román,2,Villa Nueva,4101,San Ignacio,25510,U.E. Mariscal Sucre,9003864,1,8,25,25,5,,,1,,,
5,Federico Román,2,Villa Nueva,4102,Perseverancia,25511,U.E. 24 de Junio,9003874,1,31,9,7,1,,,12,,,
5,Federico Román,2,Villa Nueva,4444,Comunidad Campesina  Bella Brisa,26364,U.E. Mario Cortez Vaca,9003884,1,2,4,1,28,,,25,,,
5,Federico Román,2,Villa Nueva,4445,Comunidad Campesina  Triunfo,26365,U.E. 24 de Septiembre,9003894,1,7,8,2,41,,,0,,,
5,Federico Román,3,Santos Mercado,3065,Reserva,1,19 de Octubre,9003904,1,5,42,7,107,,0,4,,,
5,Federico Román,3,Santos Mercado,3065,Reserva,1,19 de Octubre,9003914,2,7,42,5,64,,0,5,,,
5,Federico Román,3,Santos Mercado,3532,San Martin del Pacahuara,1,U.E.  23 de Marzo,9003924,1,26,19,15,23,,0,34,,,
5,Federico Román,3,Santos Mercado,3532,San Martin del Pacahuara,1,U.E.  23 de Marzo,9003934,2,20,14,21,20,,0,12,,,
5,Federico Román,3,Santos Mercado,3888,Villa Victoria,1,U.E. 11 de Septiembre,9003944,1,4,57,8,46,,0,10,,,
5,Federico Román,3,Santos Mercado,3888,Villa Victoria,1,U.E. 11 de Septiembre,9003954,2,0,9,1,7,,0,0,,,
5,Federico Román,3,Santos Mercado,4267,Chiripa,25953,U. E. 25 de Mayo,9003964,1,4,0,64,5,,0,0,,,
5,Federico Román,3,Santos Mercado,4660,Comunidad San Martin de Pacahuara,32506,U.E. 1 de Abril,9003984,1,13,3,4,12,,0,4,,,
5,Federico Román,3,Santos Mercado,4661,Puerto Bolívar,32488,U.E. 1 de Mayo,9003974,1,3,20,1,5,,0,1,,,
