CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026901,16,0,31,0,13,93,5,1,3,13,1,1,1,1,4,0,21,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026911,17,1,30,0,9,96,6,3,3,11,3,1,1,0,3,3,16,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026921,18,2,32,3,13,98,4,1,0,7,2,1,2,3,5,0,16,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1602,U.E. Juan Herschel A,2026931,19,1,21,1,8,56,4,0,0,11,1,0,0,2,2,4,8,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026241,1,4,13,5,23,49,7,1,9,16,1,4,6,2,1,7,8,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026251,2,3,9,5,38,46,8,1,8,20,3,2,2,7,6,9,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026261,3,2,12,3,31,57,10,0,4,16,5,2,1,5,2,7,21,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026271,4,5,12,2,29,42,14,0,6,26,7,3,5,4,4,5,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026281,5,3,16,3,37,48,15,3,6,14,4,2,5,5,3,10,7,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026291,6,1,12,3,58,31,14,4,3,17,4,2,4,5,1,7,7,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026301,7,1,18,4,24,53,12,3,4,11,4,5,2,4,3,9,10,14
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026311,8,2,21,6,21,52,9,2,3,21,6,6,5,4,2,1,18,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026321,9,5,14,9,31,46,17,0,7,11,6,3,7,0,3,3,19,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026331,10,3,15,7,29,48,12,1,7,25,3,1,6,4,3,6,15,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026341,11,2,13,5,35,53,10,4,5,8,3,5,2,4,2,10,12,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026351,12,0,13,5,29,50,20,3,2,15,3,3,2,7,3,7,13,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026361,13,2,7,2,36,43,10,2,2,31,1,5,1,4,3,9,10,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026371,14,0,19,6,24,54,11,1,4,19,3,4,5,3,3,8,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026381,15,1,10,2,20,68,16,9,5,16,2,3,3,6,4,5,13,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026391,16,4,18,6,18,53,3,1,11,16,0,3,1,12,2,9,10,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026401,17,3,7,10,32,33,16,3,4,20,7,4,1,11,3,8,5,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026411,18,4,10,1,25,51,19,4,5,18,0,1,3,4,5,5,8,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026421,19,3,18,5,32,52,12,1,1,27,1,1,4,6,4,6,15,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026431,20,4,19,2,33,49,6,1,2,21,4,5,3,4,4,5,20,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026441,21,4,13,2,31,43,12,4,8,15,7,4,6,10,4,3,14,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1604,U.E. Francisco de Miranda B,2026451,22,4,9,4,34,58,11,1,5,21,3,1,1,9,3,7,25,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026111,1,2,26,0,23,94,8,0,1,5,3,0,0,2,2,3,14,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026121,2,1,23,2,7,122,8,0,1,10,0,3,1,1,5,1,13,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026131,3,3,23,3,9,86,10,1,0,9,1,4,1,5,3,7,18,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026141,4,1,34,1,14,87,11,2,1,13,0,1,0,3,6,1,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026151,5,0,28,1,10,91,7,2,0,18,3,1,0,2,3,5,23,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026161,6,0,26,3,15,86,7,2,4,13,1,1,1,3,2,5,7,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026171,7,2,28,2,19,77,3,2,1,13,2,3,2,3,6,6,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026181,8,0,32,2,14,99,2,0,1,9,2,1,0,1,2,2,16,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026191,9,4,37,0,16,83,6,1,3,9,3,2,1,2,2,9,15,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026201,10,0,32,1,19,91,4,1,1,14,1,0,0,3,2,3,16,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026211,11,1,26,1,9,114,10,0,3,11,3,1,1,1,2,5,14,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026221,12,0,42,2,14,104,3,0,1,11,1,2,0,2,3,3,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1605,U.E. Juan Pablo II,2026231,13,0,17,0,3,66,1,2,2,13,1,0,0,0,2,1,7,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027321,1,3,25,2,19,75,5,0,4,12,1,1,2,4,3,2,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027331,2,2,31,1,18,93,6,1,1,13,3,2,0,5,0,0,12,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027341,3,3,18,2,12,75,8,3,4,13,5,4,3,0,3,3,19,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027351,4,4,20,0,18,63,3,0,2,10,3,1,2,4,2,6,14,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027361,5,4,19,3,12,57,7,4,7,6,8,3,2,3,5,3,18,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027371,6,0,27,2,7,80,5,2,2,13,3,0,2,2,3,0,22,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027381,7,1,25,3,10,80,5,4,6,10,2,2,4,2,4,2,12,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027391,8,4,23,4,11,72,4,2,3,12,3,1,3,0,8,1,28,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027401,9,1,19,1,13,74,5,1,3,18,4,2,5,2,0,3,11,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027411,10,4,19,0,15,38,13,2,5,13,4,2,2,9,3,5,21,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027421,11,4,21,4,15,56,8,1,2,14,6,2,0,0,2,4,17,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027431,12,0,25,0,16,88,4,0,1,17,1,2,2,0,1,2,12,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027441,13,3,21,1,12,56,5,0,1,16,3,2,3,3,3,4,21,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027451,14,2,19,0,16,78,7,1,5,12,3,2,0,4,2,5,18,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027461,15,2,33,1,4,72,4,1,5,16,2,1,0,3,2,1,20,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027471,16,3,19,1,9,57,6,1,3,21,4,3,2,4,5,7,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027481,17,3,24,1,8,75,7,2,6,15,2,0,3,2,4,0,19,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1606,U.E. San Ignacio,2027491,18,3,13,1,8,49,8,1,3,9,3,2,0,1,0,0,14,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1701,U.E. Bolivia IV,2002721,1,2,31,1,10,90,11,0,1,14,2,1,0,1,4,1,13,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1701,U.E. Bolivia IV,2002731,2,3,30,1,8,88,7,1,2,22,0,1,0,0,0,1,18,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1701,U.E. Bolivia IV,2002741,3,1,38,3,13,85,6,1,0,17,2,1,0,3,1,1,10,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1701,U.E. Bolivia IV,2002751,4,0,30,3,10,93,8,1,3,10,0,1,1,2,2,4,15,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1701,U.E. Bolivia IV,2002761,5,3,30,1,15,71,4,0,0,4,0,2,1,0,1,3,14,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004001,1,2,31,6,21,65,8,1,5,22,2,0,2,1,4,4,15,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004011,2,2,16,9,27,64,14,2,1,17,2,2,1,3,3,3,10,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004021,3,2,23,4,17,62,8,1,6,20,2,3,1,2,1,6,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004031,4,2,25,5,17,71,12,2,1,17,1,4,2,4,0,6,11,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004041,5,1,19,4,18,57,7,1,2,21,0,1,5,2,3,12,5,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004051,6,1,22,4,24,59,12,0,1,15,3,3,0,3,1,2,13,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004061,7,4,23,5,25,61,9,1,5,17,3,2,0,2,2,8,8,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004071,8,2,27,2,16,62,14,4,2,5,3,2,2,1,6,3,18,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1704,U.E. Nazario Pardo Valle,2004081,9,2,22,3,20,37,7,0,2,10,1,1,6,1,2,1,9,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002771,1,0,26,4,31,86,5,2,1,6,3,0,1,5,1,3,22,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002781,2,1,21,7,11,96,3,1,2,19,3,1,1,3,0,3,13,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002791,3,1,21,3,34,82,7,1,0,17,2,0,2,7,1,3,22,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002801,4,0,29,0,17,83,6,2,1,19,1,1,3,3,2,2,24,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002811,5,0,29,7,30,63,4,1,3,23,3,8,0,3,1,2,13,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002821,6,0,24,0,10,109,8,4,2,15,0,1,1,1,2,1,15,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002831,7,3,15,0,11,78,10,2,1,23,4,2,2,3,4,2,17,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002841,8,1,15,1,18,93,14,1,2,15,1,1,1,2,5,3,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002851,9,1,22,10,22,80,5,1,1,13,2,1,0,0,2,3,25,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002861,10,2,24,3,20,88,9,0,0,21,2,2,1,0,2,5,13,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002871,11,2,23,2,13,63,10,0,1,13,1,2,3,4,1,4,23,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002881,12,1,31,0,15,94,5,0,1,17,2,1,0,0,6,3,18,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002891,13,1,41,3,16,76,6,0,3,19,0,1,1,3,2,2,15,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002901,14,1,36,2,17,70,5,0,4,22,2,2,2,6,2,3,15,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002911,15,2,26,4,17,77,11,1,2,18,2,3,0,1,3,3,15,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002921,16,4,20,1,16,107,5,1,5,12,3,1,0,3,0,3,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002931,17,1,29,4,16,67,12,2,2,22,3,0,2,1,2,1,24,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002941,18,6,25,0,23,72,9,0,4,20,6,0,0,1,3,2,15,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002951,19,0,30,2,14,88,9,0,7,19,3,0,0,2,1,5,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1707,U.E. Gregorio Reynolds,2002961,20,1,7,1,12,36,10,0,2,8,0,0,2,1,1,0,10,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000781,1,3,38,2,16,92,8,0,0,15,0,1,1,1,0,1,18,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000791,2,1,38,5,10,89,6,0,1,14,1,0,1,1,2,1,19,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000801,3,1,31,3,19,90,5,0,1,10,3,3,1,0,1,0,9,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000811,4,3,26,1,12,76,3,2,2,19,1,2,1,0,4,2,21,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000821,5,1,29,8,9,91,6,3,1,20,0,0,2,1,0,0,11,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000831,6,0,24,1,18,91,5,1,2,13,1,1,1,1,2,0,18,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000841,7,0,28,4,14,89,6,0,2,18,0,1,0,0,6,1,12,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000851,8,3,30,4,14,91,7,2,5,14,0,1,6,1,2,0,9,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000861,9,0,34,2,11,97,5,1,2,16,2,0,1,1,3,2,15,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000871,10,0,39,2,15,73,2,2,1,13,0,2,2,0,6,1,20,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000881,11,2,39,5,8,83,10,2,1,15,2,0,1,0,6,2,17,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000891,12,2,38,2,10,104,4,0,1,13,2,0,0,1,0,0,17,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000901,13,0,29,2,19,88,7,1,0,12,0,1,2,0,0,1,17,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000911,14,1,29,1,12,84,9,2,3,19,1,1,3,0,1,2,19,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1708,U.E. Amor de Dios,2000921,15,0,38,1,10,103,2,0,2,14,1,0,0,0,1,3,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1709,Facultad de Tecnologia (U.M.S.A),2000931,1,0,36,4,8,92,9,0,2,13,0,0,0,3,1,0,10,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1709,Facultad de Tecnologia (U.M.S.A),2000941,2,0,38,3,12,88,8,1,2,12,2,0,1,2,1,1,15,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1709,Facultad de Tecnologia (U.M.S.A),2000951,3,2,37,1,14,74,7,0,2,17,1,1,2,1,2,0,21,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1709,Facultad de Tecnologia (U.M.S.A),2000961,4,1,44,1,5,66,12,1,2,9,0,0,1,2,1,1,13,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1709,Facultad de Tecnologia (U.M.S.A),2000971,5,1,13,1,2,48,4,0,1,3,1,0,0,0,1,0,2,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1710,U.E. República del Perú,2002971,1,2,40,1,8,79,5,0,1,17,1,2,1,2,3,1,16,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1710,U.E. República del Perú,2002981,2,2,38,1,13,77,9,1,6,12,6,0,0,1,4,2,15,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1710,U.E. República del Perú,2002991,3,1,32,4,11,87,6,1,1,10,0,1,0,0,6,0,19,1
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004131,1,0,21,2,16,85,14,3,1,14,1,5,2,4,3,4,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004141,2,4,28,1,20,80,15,0,5,10,4,4,2,0,4,7,8,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004151,3,0,23,6,21,72,17,0,2,13,3,1,6,4,4,4,9,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004161,4,2,20,4,16,72,9,1,1,19,5,0,7,10,2,3,14,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004171,5,2,13,7,30,55,13,3,3,22,5,0,4,4,0,8,12,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004181,6,3,29,2,18,57,15,2,2,12,5,4,2,3,3,7,19,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004191,7,1,27,5,24,74,12,2,0,19,1,1,2,3,2,0,11,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004201,8,3,20,3,14,72,9,3,4,20,4,6,1,3,3,4,6,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004211,9,4,18,4,28,58,10,0,2,25,1,0,1,6,2,8,14,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004221,10,3,17,3,17,74,6,1,5,27,3,2,2,5,1,4,22,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004231,11,4,27,3,15,68,12,1,3,22,1,5,1,3,1,5,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1801,U.E. San José I,2004241,12,1,17,2,26,47,2,0,5,15,1,2,1,4,2,3,12,3
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004811,1,1,23,6,18,82,11,2,2,19,2,5,2,3,1,9,6,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004821,2,6,16,4,22,60,10,2,4,14,4,1,0,5,0,2,13,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004831,3,3,14,3,22,57,10,3,3,28,1,2,4,2,1,10,13,9
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004841,4,4,26,5,29,62,12,4,3,11,5,0,6,0,2,2,12,6
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004851,5,5,22,4,15,81,8,1,4,14,3,1,3,1,1,1,18,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004861,6,2,19,7,21,57,9,3,8,13,1,2,3,8,4,4,19,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004871,7,3,20,2,25,60,7,1,4,21,4,2,2,3,3,8,14,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004881,8,2,9,2,33,38,11,1,3,24,3,1,4,4,3,11,5,10
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004891,9,2,32,4,23,59,11,1,4,20,3,1,3,4,3,3,8,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004901,10,5,13,4,26,56,6,6,4,24,2,5,3,7,1,0,0,0
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004911,11,4,19,3,27,57,13,1,4,16,6,2,4,7,3,7,10,4
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004921,12,2,20,4,27,58,12,2,3,19,3,3,3,1,1,8,12,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004931,13,1,10,8,24,53,10,3,1,16,2,0,10,6,0,7,10,8
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1802,U.E. Hugo Chavez Frías,2004941,14,2,20,2,20,60,7,3,1,20,5,1,6,3,2,3,15,2
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1803,U.E. José Santos Vargas I,2004441,1,4,12,10,26,41,8,1,4,21,8,5,5,8,5,5,13,11
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1803,U.E. José Santos Vargas I,2004451,2,0,14,4,38,38,9,4,1,16,3,7,3,8,3,6,11,7
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1803,U.E. José Santos Vargas I,2004461,3,1,11,3,31,41,8,1,2,14,3,2,6,6,4,11,11,5
1,Murillo,1,Nuestra Señora de La Paz,729,Nuestra Señora de La Paz,1803,U.E. José Santos Vargas I,2004471,4,3,12,5,31,35,18,1,5,23,9,5,4,5,4,4,16,8
