CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,PDC,VENCEREMOS,JALLALLA LP,IH,PATRIA-SOL,MTS,FRI,SPBC,ASLP,APB-SUMATE,M.P.S.,A-UPP,UPC,ASP,VIDA,LIBRE,NGP
1,Murillo,5,El Alto,820,El Alto,30053,U.E. San Marcos,2053131,9,9,6,6,13,22,13,0,4,10,4,10,7,12,2,15,5,17
1,Murillo,5,El Alto,820,El Alto,30053,U.E. San Marcos,2053141,10,5,1,4,5,6,9,0,0,3,1,6,3,7,2,10,3,9
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045731,1,12,7,7,9,18,13,3,3,14,6,15,4,8,2,11,3,18
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045741,2,10,7,5,6,24,6,6,1,9,5,12,2,19,2,16,7,19
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045751,3,6,3,4,9,15,12,1,1,5,3,11,5,10,3,22,2,30
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045761,4,6,5,2,8,17,11,5,4,5,5,5,12,8,1,21,3,26
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045771,5,6,5,5,6,24,16,2,1,5,3,10,3,18,2,16,0,28
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045781,6,11,4,7,10,16,12,1,2,8,3,13,4,17,0,24,6,20
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045791,7,2,6,6,3,9,17,2,2,4,6,1,6,8,3,17,5,22
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045801,8,13,7,3,8,16,11,2,0,7,4,23,3,15,3,20,2,20
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045811,9,8,3,3,9,12,14,5,2,6,4,7,8,16,2,19,2,31
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045821,10,19,4,5,13,21,17,2,0,6,3,2,6,17,1,28,2,27
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045831,11,11,4,5,15,16,14,2,0,8,4,9,6,12,1,25,6,14
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045841,12,12,6,7,6,13,18,5,3,10,4,4,9,5,1,18,2,33
1,Murillo,5,El Alto,820,El Alto,30054,U.E. Taiwan,2045851,13,8,3,5,9,12,7,5,0,5,2,12,2,4,0,22,2,19
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047001,1,14,13,1,13,7,17,0,2,13,3,6,8,18,3,15,6,20
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047011,2,10,11,3,12,26,12,1,1,10,4,6,4,5,3,23,4,26
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047021,3,9,0,7,12,20,12,5,0,6,2,11,7,11,2,28,2,27
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047031,4,12,6,6,10,20,7,1,3,12,3,7,5,12,6,26,3,23
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047041,5,15,2,2,11,22,23,5,1,5,5,4,6,20,1,22,3,23
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047051,6,7,10,4,8,36,9,1,0,9,5,9,8,13,2,10,11,11
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047061,7,13,8,6,14,23,12,8,2,13,3,10,8,6,1,15,7,17
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047071,8,11,10,4,11,21,10,3,1,9,4,3,7,17,3,23,6,17
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047081,9,18,12,6,11,14,15,6,2,3,6,7,7,20,1,26,3,17
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047091,10,8,9,4,12,25,14,5,1,9,7,2,6,18,4,19,4,17
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047101,11,7,6,5,15,14,16,4,2,7,5,3,7,20,2,25,4,19
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047111,12,11,7,9,14,25,10,8,0,8,6,7,8,13,1,23,5,12
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047121,13,5,9,3,14,22,13,1,2,13,6,4,1,16,2,16,3,21
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047131,14,11,12,4,9,22,6,6,3,17,1,5,2,14,0,18,7,24
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047141,15,6,8,3,12,17,11,7,5,6,4,6,3,13,2,26,11,19
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047151,16,13,8,3,12,15,6,3,2,4,4,7,8,9,1,21,5,25
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047161,17,9,3,3,10,23,11,3,2,14,1,8,5,8,1,22,7,18
1,Murillo,5,El Alto,820,El Alto,30055,U.E. Unión Europea B,2047171,18,9,5,2,2,12,5,2,1,3,1,3,4,8,2,9,3,7
1,Murillo,5,El Alto,820,El Alto,32141,U.E. Chijini Alto,2059541,1,10,6,2,19,20,18,2,0,7,7,9,9,15,1,17,8,12
1,Murillo,5,El Alto,820,El Alto,32141,U.E. Chijini Alto,2059551,2,12,12,7,16,14,22,4,4,10,2,5,7,11,1,16,11,13
1,Murillo,5,El Alto,820,El Alto,32141,U.E. Chijini Alto,2059561,3,6,7,0,5,14,12,3,0,7,0,2,5,7,3,14,12,9
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034561,1,6,10,1,18,28,10,6,4,24,1,6,3,7,2,6,11,12
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034571,2,9,16,4,23,33,5,4,4,15,4,4,8,10,2,8,12,9
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034581,3,12,9,2,22,33,9,2,0,14,2,3,3,8,3,14,12,14
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034591,4,6,6,2,11,26,13,2,4,26,3,3,6,6,2,10,21,10
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034601,5,12,10,5,20,27,14,2,1,12,4,2,7,11,2,9,13,9
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034611,6,14,7,9,9,38,15,3,2,17,2,5,4,12,5,8,12,14
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034621,7,12,13,7,15,21,20,2,1,27,1,3,3,14,1,12,9,12
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034631,8,14,11,4,22,27,10,1,3,13,6,6,6,8,3,7,13,2
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034641,9,15,8,8,13,21,9,2,3,17,4,11,4,14,4,15,13,8
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034651,10,17,10,5,19,34,10,5,3,18,1,2,2,9,2,9,14,3
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034661,11,9,6,2,17,30,16,5,4,25,3,8,9,4,1,12,12,13
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034671,12,16,8,6,12,27,8,2,6,16,1,5,12,11,2,10,13,6
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034681,13,17,8,4,13,30,17,5,1,25,2,1,6,7,1,7,12,9
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034691,14,13,6,1,13,42,15,2,4,13,2,5,6,13,1,6,18,12
1,Murillo,5,El Alto,820,El Alto,32152,U.E. Horizontes A,2034701,15,9,12,4,14,31,9,5,6,14,6,2,2,7,5,19,12,7
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034021,1,4,5,2,6,39,11,1,4,10,2,5,6,11,1,10,5,6
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034031,2,8,22,6,11,28,14,3,1,7,3,4,7,7,2,7,16,12
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034041,3,6,13,2,11,42,14,3,0,13,0,8,4,11,3,6,6,12
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034051,4,13,7,2,10,34,20,2,2,10,3,9,2,14,2,10,18,10
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034061,5,10,11,5,11,37,15,4,0,17,1,5,11,11,3,13,10,9
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034071,6,8,17,4,15,41,19,4,2,9,2,2,6,11,5,11,8,4
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034081,7,7,13,3,17,37,16,3,1,17,1,7,12,5,1,15,7,12
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034091,8,9,12,2,18,37,25,3,1,15,4,5,8,9,0,8,11,5
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034101,9,11,16,4,14,45,12,3,3,13,2,3,7,12,1,8,14,6
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034111,10,10,7,2,15,24,18,5,3,10,3,7,8,6,1,14,12,9
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034121,11,7,12,5,14,45,16,4,2,10,1,2,3,9,3,6,16,11
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034131,12,6,21,0,10,33,18,3,1,8,4,3,4,6,5,8,14,7
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034141,13,6,12,2,12,29,19,3,1,12,3,4,2,10,6,9,10,14
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034151,14,13,10,3,16,43,17,3,0,12,2,1,10,5,1,17,9,5
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034161,15,9,12,4,13,47,20,1,1,13,3,2,8,7,0,16,9,10
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034171,16,6,10,4,12,39,16,3,5,6,4,2,6,5,1,13,12,10
1,Murillo,5,El Alto,820,El Alto,32153,U.E. Las Delicias A,2034181,17,5,13,1,12,30,8,1,2,20,2,6,3,4,2,1,4,4
1,Murillo,5,El Alto,820,El Alto,32154,U.E. San Luis de Gonzaga A,2039401,1,4,7,12,16,15,14,2,3,13,6,3,0,7,1,6,10,8
1,Murillo,5,El Alto,820,El Alto,32155,U.E. Julián Apaza,2040721,1,12,6,8,9,42,17,4,3,22,4,3,3,7,3,9,15,8
1,Murillo,5,El Alto,820,El Alto,32155,U.E. Julián Apaza,2040731,2,12,9,7,15,36,12,5,1,25,3,7,1,11,3,7,16,6
1,Murillo,5,El Alto,820,El Alto,32155,U.E. Julián Apaza,2040741,3,1,2,0,5,9,2,0,0,0,0,0,0,1,0,1,2,0
1,Murillo,5,El Alto,820,El Alto,32156,U.E. Adventista Salomón,2031631,1,12,15,6,14,37,6,1,1,7,4,6,3,6,2,6,14,4
1,Murillo,5,El Alto,820,El Alto,32157,U.E. Amor de Dios,2037011,1,17,8,6,20,31,14,3,2,9,2,5,1,14,7,8,13,13
1,Murillo,5,El Alto,820,El Alto,32157,U.E. Amor de Dios,2037021,2,1,3,0,1,4,2,0,0,5,1,2,0,1,0,4,1,2
1,Murillo,5,El Alto,820,El Alto,32158,U.E. Ayacucho,2039111,1,7,13,4,7,24,13,3,1,13,2,6,7,13,2,17,7,22
1,Murillo,5,El Alto,820,El Alto,32158,U.E. Ayacucho,2039121,2,8,9,1,14,25,20,4,2,10,2,4,4,17,2,13,11,24
1,Murillo,5,El Alto,820,El Alto,32158,U.E. Ayacucho,2039131,3,4,2,2,5,9,6,0,1,3,0,4,1,2,1,6,4,3
1,Murillo,5,El Alto,820,El Alto,32164,U.E.  Adrián Castillo Nava A,2051701,1,11,6,2,24,26,8,2,0,17,3,5,4,6,2,8,11,25
1,Murillo,5,El Alto,820,El Alto,32164,U.E.  Adrián Castillo Nava A,2051711,2,17,3,3,14,21,11,2,1,11,7,4,6,12,4,10,13,13
1,Murillo,5,El Alto,820,El Alto,32164,U.E.  Adrián Castillo Nava A,2051721,3,6,10,3,12,25,3,3,3,17,2,5,2,6,2,11,5,3
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038121,1,8,6,1,14,38,18,2,2,17,1,1,4,13,3,8,10,12
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038131,2,8,3,2,15,24,15,0,2,9,3,2,5,10,0,20,15,19
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038141,3,9,9,4,14,26,21,6,3,16,3,4,5,14,2,10,7,14
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038151,4,12,15,4,21,31,14,7,3,14,3,4,4,6,1,11,13,20
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038161,5,9,7,5,16,28,18,6,5,17,1,4,3,13,2,10,13,11
1,Murillo,5,El Alto,820,El Alto,32170,U. E. Cosmos 79,2038171,6,5,10,5,12,17,5,0,0,11,1,0,3,8,2,7,6,9
1,Murillo,5,El Alto,820,El Alto,32194,U. E. San Felipe,2044221,1,14,6,6,9,19,16,8,1,12,7,4,3,7,2,18,12,23
1,Murillo,5,El Alto,820,El Alto,32194,U. E. San Felipe,2044231,2,8,5,6,14,30,13,6,1,5,5,9,4,15,3,19,9,18
1,Murillo,5,El Alto,820,El Alto,32194,U. E. San Felipe,2044241,3,12,5,6,11,22,8,3,1,12,8,5,6,8,0,24,14,10
1,Murillo,5,El Alto,820,El Alto,32194,U. E. San Felipe,2044251,4,15,8,10,11,16,19,6,2,10,6,5,3,6,2,21,14,16
1,Murillo,5,El Alto,820,El Alto,32194,U. E. San Felipe,2044261,5,11,4,7,9,17,16,4,2,7,2,7,7,11,2,16,2,20
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036281,1,10,3,6,9,25,11,2,1,9,3,3,3,11,1,12,10,18
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036291,2,4,6,4,15,34,16,4,2,12,6,6,1,7,3,15,13,21
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036301,3,12,12,5,12,43,14,7,2,18,5,4,5,13,4,8,8,13
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036311,4,7,16,7,6,38,15,2,2,14,5,3,3,14,2,19,7,11
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036321,5,6,13,6,11,37,16,5,0,12,3,4,7,8,1,14,6,19
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036331,6,3,8,4,11,36,12,4,2,21,1,5,8,11,2,9,9,15
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036341,7,10,7,3,12,31,24,2,3,10,1,7,8,10,0,17,13,17
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036351,8,11,13,5,6,39,19,4,5,13,6,0,3,8,4,13,13,15
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036361,9,15,9,5,15,23,20,4,2,6,3,4,10,12,1,10,9,22
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036371,10,6,8,5,12,25,15,4,1,13,7,4,7,12,4,9,10,17
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036381,11,6,15,4,8,50,8,5,2,13,2,7,4,10,4,11,6,23
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036391,12,7,9,5,10,30,17,5,0,10,5,2,4,12,2,14,9,20
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036401,13,5,9,5,14,25,19,0,3,4,7,4,6,8,4,18,10,12
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036411,14,6,16,2,8,32,24,2,2,9,2,4,6,12,1,15,10,18
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036421,15,4,9,3,8,44,25,2,4,13,3,5,9,6,4,13,10,15
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036431,16,8,14,3,15,30,11,1,3,11,5,5,1,20,1,10,15,21
1,Murillo,5,El Alto,820,El Alto,32196,U. E. Cuerpo de Cristo Fe y Alegría,2036441,17,10,7,3,7,16,12,2,0,2,2,5,5,10,0,6,5,15
1,Murillo,5,El Alto,820,El Alto,32210,U.E. Reino de Belgica,2032921,1,11,2,1,13,30,7,2,1,16,2,0,3,8,1,25,7,15
1,Murillo,5,El Alto,820,El Alto,32287,U.E. Jesús Obrero Mañana,2036241,1,7,11,2,10,39,15,4,7,20,1,2,5,5,2,4,16,17
1,Murillo,5,El Alto,820,El Alto,32287,U.E. Jesús Obrero Mañana,2036251,2,18,5,3,19,35,15,5,5,16,1,7,2,9,3,8,10,6
1,Murillo,5,El Alto,820,El Alto,32287,U.E. Jesús Obrero Mañana,2036261,3,5,7,7,20,44,12,2,3,20,8,1,3,8,1,9,21,12
1,Murillo,5,El Alto,820,El Alto,32287,U.E. Jesús Obrero Mañana,2036271,4,1,1,0,1,15,3,1,1,1,1,0,0,1,1,1,2,2
1,Murillo,5,El Alto,820,El Alto,32290,U.E. Jesús Obrero Villa Esther,2037211,1,1,0,0,1,0,1,0,2,5,0,2,1,2,4,0,1,3
1,Murillo,5,El Alto,820,El Alto,32305,U.E. 6 de Junio,2030841,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,1
1,Murillo,5,El Alto,820,El Alto,32306,U.E. 9 de Julio,2033121,1,1,1,0,4,5,2,0,0,2,0,0,0,0,0,1,2,1
1,Murillo,5,El Alto,820,El Alto,32313,U.E. San Pedro de Charapaqui,2039411,1,0,0,4,4,8,3,0,0,7,1,0,1,1,0,3,0,1
1,Murillo,5,El Alto,820,El Alto,32392,U.E. Noel Kempf Mercado,2040241,1,0,2,4,3,6,2,1,0,1,1,0,2,1,1,4,5,1
1,Murillo,5,El Alto,820,El Alto,32395,U.E. La Primera,2038571,1,10,13,4,19,34,15,1,0,15,4,9,2,1,0,7,10,8
1,Murillo,5,El Alto,820,El Alto,32443,U.E. Manuel Rigoberto Paredes,2061661,1,7,4,9,8,13,24,5,4,2,3,4,7,21,2,13,3,46
1,Murillo,5,El Alto,820,El Alto,32443,U.E. Manuel Rigoberto Paredes,2061671,2,5,0,6,9,15,10,4,1,8,5,3,4,12,2,7,3,38
1,Murillo,5,El Alto,820,El Alto,32445,U.E. Arco Iris Norte B,2054881,1,7,2,6,9,12,9,4,2,7,4,5,9,19,3,19,2,47
1,Murillo,5,El Alto,820,El Alto,32445,U.E. Arco Iris Norte B,2054891,2,10,1,2,2,10,8,3,0,4,6,3,4,12,3,15,4,48
1,Murillo,5,El Alto,820,El Alto,32445,U.E. Arco Iris Norte B,2054901,3,11,2,5,4,9,7,4,2,6,2,5,6,21,0,19,2,52
1,Murillo,5,El Alto,820,El Alto,32445,U.E. Arco Iris Norte B,2054911,4,0,0,1,1,3,3,0,0,0,2,0,1,2,0,2,0,10
1,Murillo,5,El Alto,820,El Alto,32466,U.E. 16 de Agosto,2054061,1,1,4,2,5,10,7,1,1,4,0,3,1,9,0,5,2,9
1,Murillo,5,El Alto,820,El Alto,32467,U.E. 7 de Septiembre,2041481,1,2,1,0,0,0,2,3,1,2,0,1,0,0,0,2,1,5
1,Murillo,5,El Alto,820,El Alto,32468,U.E. El Paraiso B,2038181,1,1,1,0,3,0,1,0,0,1,0,0,0,3,0,1,4,0
1,Murillo,5,El Alto,820,El Alto,32469,U.E. Villa Sajama B,2041491,1,3,4,3,5,9,2,1,1,3,0,3,2,4,1,9,1,3
1,Murillo,5,El Alto,820,El Alto,32470,U.E. Pedro Domingo Murillo,2042591,1,0,0,0,1,1,1,1,0,2,1,0,0,1,0,0,1,1
1,Murillo,5,El Alto,820,El Alto,32473,U.E. Ecológico 25 de Julio B,2041961,1,1,1,0,1,1,2,1,0,1,0,3,0,2,1,1,3,2
1,Murillo,5,El Alto,820,El Alto,32474,Instituto Tecnológico 21 de Octubre A,2054071,1,15,1,2,11,14,8,2,1,4,8,13,6,16,2,19,7,32
1,Murillo,5,El Alto,820,El Alto,32474,Instituto Tecnológico 21 de Octubre A,2054081,2,10,1,7,7,10,18,5,3,8,1,4,9,16,4,12,4,35
1,Murillo,5,El Alto,820,El Alto,32474,Instituto Tecnológico 21 de Octubre A,2054091,3,8,2,3,7,6,4,1,0,4,1,5,6,14,1,6,3,32
1,Murillo,5,El Alto,820,El Alto,32475,U.E. República de Bolivia,2054871,1,2,1,0,4,4,4,1,0,1,0,2,1,2,3,2,1,11
1,Murillo,5,El Alto,820,El Alto,32476,U.E. 21 de Septiembre Señor de Lagunas (AREA 2),2054341,1,3,0,3,3,4,2,1,0,0,2,0,0,4,1,6,1,5
1,Murillo,5,El Alto,3412,Pomamaya Baja,1,U. E. Eduardo Avaroa 1,2029691,1,9,4,3,4,9,10,6,1,7,2,20,3,25,0,21,7,31
1,Murillo,5,El Alto,3412,Pomamaya Baja,1,U. E. Eduardo Avaroa 1,2029701,2,9,2,11,5,4,7,8,2,0,4,17,3,23,1,14,4,37
1,Murillo,5,El Alto,3412,Pomamaya Baja,1,U. E. Eduardo Avaroa 1,2029711,3,12,3,6,6,3,6,6,3,8,3,17,0,15,0,16,0,28
1,Murillo,5,El Alto,3412,Pomamaya Baja,1,U. E. Eduardo Avaroa 1,2029721,4,16,3,7,8,6,9,14,5,2,3,10,8,18,3,9,4,33
1,Murillo,5,El Alto,3412,Pomamaya Baja,1,U. E. Eduardo Avaroa 1,2029731,5,3,0,1,1,0,2,3,1,0,1,1,1,3,0,6,2,20
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062511,1,7,5,4,7,10,12,3,3,2,6,27,1,25,5,2,1,50
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062521,2,7,6,3,9,3,12,3,2,2,1,41,2,10,4,6,0,55
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062531,3,7,8,5,5,6,12,5,1,4,2,22,6,15,2,1,1,46
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062541,4,5,2,1,6,4,5,4,0,4,7,30,2,12,7,12,1,44
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062551,5,9,6,7,2,8,13,2,0,5,6,30,0,18,3,6,1,36
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062561,6,7,5,3,3,2,14,1,2,2,3,28,3,12,1,8,0,47
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062571,7,9,3,5,5,10,13,1,0,2,5,31,0,17,4,7,0,41
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062581,8,2,6,3,3,8,13,4,3,2,6,28,3,12,10,5,1,48
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062591,9,7,4,6,3,12,5,7,1,6,3,28,4,18,7,2,1,38
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062601,10,0,3,4,1,8,11,8,5,6,3,21,1,9,7,11,3,36
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062611,11,2,3,6,6,9,8,5,1,3,3,30,4,12,5,9,0,45
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062621,12,2,1,5,3,7,10,0,1,5,2,28,5,17,8,7,0,46
2,Omasuyos,1,Achacachi,93,Achacachi,2451,Esc. Simon Boliviar,2062631,13,1,1,0,0,1,1,0,0,0,1,6,0,9,3,0,0,7
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062241,1,7,8,7,4,8,11,0,1,4,7,20,2,10,6,4,3,43
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062251,2,5,6,8,6,10,11,0,0,9,4,14,5,18,5,10,1,39
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062261,3,11,5,1,8,10,8,0,4,3,6,38,1,15,5,4,4,36
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062271,4,3,2,5,4,11,9,4,3,6,1,16,4,20,2,4,1,33
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062281,5,10,3,9,5,9,8,6,3,4,6,26,1,13,6,3,3,45
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062291,6,8,8,5,3,12,15,4,2,8,3,35,4,14,5,9,4,27
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062301,7,9,4,9,6,11,8,2,1,7,4,17,0,13,2,11,2,38
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062311,8,9,3,6,3,9,12,1,4,6,3,27,3,14,1,6,2,40
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062321,9,4,4,6,4,11,11,1,2,4,8,33,5,13,9,4,2,30
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062331,10,8,7,5,4,12,5,5,2,8,3,18,3,11,5,10,0,40
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062341,11,5,3,8,1,16,12,3,0,9,2,24,3,13,5,7,3,22
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062351,12,4,11,2,6,8,9,4,2,7,2,25,7,12,8,10,1,31
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062361,13,9,12,4,7,6,17,1,1,8,8,20,0,17,3,3,3,39
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062371,14,6,9,5,5,24,4,2,1,7,4,22,4,11,6,3,3,36
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062381,15,8,7,5,6,12,7,1,0,9,5,31,1,14,5,4,0,36
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062391,16,5,6,6,5,7,9,3,3,6,3,28,1,18,4,7,1,48
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062401,17,5,7,7,2,14,10,1,1,5,9,20,0,17,3,6,3,28
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062411,18,3,4,3,14,9,11,6,0,5,2,31,7,6,4,2,1,27
2,Omasuyos,1,Achacachi,93,Achacachi,2456,Colegio Mariscal Santa Cruz,2062421,19,3,2,2,9,20,5,0,1,2,6,13,3,21,9,7,2,33
